1989 53 53 53 3 ROU Romania
1992 33 32 36 3 FRA: ISR: LBN France:_Israel:_Lebanon
1995 34 34 36 3 ISR: MLT Israel:_Malta
2015 10981 10919 12182 4 FRA: IRQ: LBY: SYR France:_Iraq:_Libya:_Syria
2017 10025 9776 12186 4 AFG: FRA: IRQ: PAK: SYR: YEM  Afghanistan:_France:_Iraq:_Pakistan:_Syria:_Yemen_(North_Yemen)
2018 866 856 900 4 Australia: Belgium: FRA: IRQ: SYR Australia:_Belgium:_France:_Iraq:_Syria
2019 498 497 520 4 IRQ: SYR: GBR Iraq:_Syria:_United_Kingdom
1989 38 38 39 3 DEU: GBR Germany:_United_Kingdom
1990 44 44 46 3 DEU: NLD: GBR Germany:_Netherlands:_United_Kingdom
1991 26 26 27 3 GBR United_Kingdom
1998 29 29 29 3 GBR United_Kingdom
1993 76 76 152 3 IRN: IRQ: ITA: PAK Iran:_Iraq:_Italy:_Pakistan
1996 3868 3868 4254 3 FRA: LKA France:_Sri_Lanka
1989 196 196 446 3 ROU Romania
1992 25 25 25 4 HRV Croatia
