Entity,Code,Year,2_1_Trade_share_GDP
Croatia,HRV,2011,78.43524932861328
Croatia,HRV,2012,79.70980072021484
Croatia,HRV,2013,81.7127914428711
Croatia,HRV,2014,85.9378890991211
Croatia,HRV,2015,91.36136627197266
Croatia,HRV,2016,92.86804962158203
Croatia,HRV,2017,97.88671112060547
Croatia,HRV,2018,99.85236358642578
Croatia,HRV,2019,101.80364227294922
Croatia,HRV,2020,90.8077163696289
Cyprus,CYP,1975,92.17898559570312
Cyprus,CYP,1976,112.36898040771484
Cyprus,CYP,1977,115.57550811767578
Cyprus,CYP,1978,105.25172424316406
Cyprus,CYP,1979,108.4471206665039
Cyprus,CYP,1980,108.3256607055664
Cyprus,CYP,1981,113.57306671142578
Cyprus,CYP,1982,115.16246032714844
Cyprus,CYP,1983,114.38374328613281
Cyprus,CYP,1984,121.75862884521484
Cyprus,CYP,1985,107.56982421875
Cyprus,CYP,1986,93.45993041992188
Cyprus,CYP,1987,97.55645751953125
Cyprus,CYP,1988,101.58324432373047
Cyprus,CYP,1989,111.3341293334961
Cyprus,CYP,1990,108.60820770263672
Cyprus,CYP,1991,104.17990112304688
Cyprus,CYP,1992,110.09700775146484
Cyprus,CYP,1993,95.41637420654297
Cyprus,CYP,1994,95.77615356445312
Cyprus,CYP,1995,134.39056396484375
Cyprus,CYP,1996,140.84893798828125
Cyprus,CYP,1997,139.762939453125
Cyprus,CYP,1998,134.9097442626953
Cyprus,CYP,1999,131.20932006835938
Cyprus,CYP,2000,137.4949493408203
Cyprus,CYP,2001,131.84909057617188
Cyprus,CYP,2002,123.64134216308594
Cyprus,CYP,2003,114.00466918945312
Cyprus,CYP,2004,113.90360260009766
Cyprus,CYP,2005,111.91707611083984
Cyprus,CYP,2006,109.80632781982422
Cyprus,CYP,2007,111.27494812011719
Cyprus,CYP,2008,112.92572021484375
Cyprus,CYP,2009,102.79086303710938
Cyprus,CYP,2010,109.10108184814453
Cyprus,CYP,2011,110.81704711914062
Cyprus,CYP,2012,112.53759765625
Cyprus,CYP,2013,121.1401596069336
Cyprus,CYP,2014,131.11578369140625
Cyprus,CYP,2015,137.5872039794922
Cyprus,CYP,2016,139.38284301757812
Cyprus,CYP,2017,148.36276245117188
Cyprus,CYP,2018,148.84718322753906
Cyprus,CYP,2019,150.9743194580078
Cyprus,CYP,2020,154.58273315429688
Czechia,CZE,1990,63.49701690673828
Czechia,CZE,1991,71.27153778076172
Czechia,CZE,1992,78.51227569580078
Czechia,CZE,1993,78.75054931640625
Czechia,CZE,1994,75.33183288574219
Czechia,CZE,1995,83.487060546875
Czechia,CZE,1996,81.09749603271484
Czechia,CZE,1997,84.6399154663086
Czechia,CZE,1998,84.41582489013672
Czechia,CZE,1999,85.99922943115234
Czechia,CZE,2000,98.04634094238281
Czechia,CZE,2001,99.01245880126953
Czechia,CZE,2002,91.33464813232422
Czechia,CZE,2003,94.97352600097656
Czechia,CZE,2004,113.48896026611328
Czechia,CZE,2005,121.29795837402344
Czechia,CZE,2006,127.02838134765625
Czechia,CZE,2007,129.77902221679688
Czechia,CZE,2008,123.74250030517578
Czechia,CZE,2009,112.7972412109375
Czechia,CZE,2010,128.02891540527344
Czechia,CZE,2011,137.86282348632812
Czechia,CZE,2012,146.5288543701172
Czechia,CZE,2013,146.42242431640625
Czechia,CZE,2014,157.57498168945312
Czechia,CZE,2015,155.1756591796875
Czechia,CZE,2016,150.58627319335938
Czechia,CZE,2017,150.53265380859375
Czechia,CZE,2018,147.97850036621094
Czechia,CZE,2019,141.79917907714844
Czechia,CZE,2020,135.15228271484375
Denmark,DNK,1966,57.65540313720703
Denmark,DNK,1967,55.54582977294922
Denmark,DNK,1968,55.32776641845703
Denmark,DNK,1969,55.510807037353516
Denmark,DNK,1970,57.134735107421875
Denmark,DNK,1971,55.67437744140625
Denmark,DNK,1972,53.221099853515625
Denmark,DNK,1973,57.83992004394531
Denmark,DNK,1974,64.66119384765625
Denmark,DNK,1975,59.7002067565918
Denmark,DNK,1976,61.00741195678711
Denmark,DNK,1977,60.28255844116211
Denmark,DNK,1978,57.05268478393555
Denmark,DNK,1979,60.84788131713867
Denmark,DNK,1980,65.45594787597656
Denmark,DNK,1981,70.7446517944336
Denmark,DNK,1982,70.83869171142578
Denmark,DNK,1983,69.633056640625
Denmark,DNK,1984,70.9085922241211
Denmark,DNK,1985,72.0872802734375
Denmark,DNK,1986,64.79729461669922
Denmark,DNK,1987,61.35285568237305
Denmark,DNK,1988,63.755279541015625
Denmark,DNK,1989,67.04486846923828
Denmark,DNK,1990,67.29019927978516
Denmark,DNK,1991,69.14653015136719
Denmark,DNK,1992,67.00196838378906
Denmark,DNK,1993,65.60492706298828
Denmark,DNK,1994,67.78045654296875
Denmark,DNK,1995,68.51460266113281
Denmark,DNK,1996,68.47126770019531
Denmark,DNK,1997,71.16846466064453
Denmark,DNK,1998,71.29911804199219
Denmark,DNK,1999,72.69719696044922
Denmark,DNK,2000,82.98394775390625
Denmark,DNK,2001,83.96857452392578
Denmark,DNK,2002,84.55697631835938
Denmark,DNK,2003,80.88170623779297
Denmark,DNK,2004,82.207763671875
Denmark,DNK,2005,89.39974212646484
Denmark,DNK,2006,97.36673736572266
Denmark,DNK,2007,100.0678482055664
Denmark,DNK,2008,104.82823181152344
Denmark,DNK,2009,89.75504302978516
Denmark,DNK,2010,94.0999755859375
Denmark,DNK,2011,101.24579620361328
Denmark,DNK,2012,103.240966796875
Denmark,DNK,2013,103.05014038085938
Denmark,DNK,2014,102.263916015625
Denmark,DNK,2015,104.04822540283203
Denmark,DNK,2016,100.16883087158203
Denmark,DNK,2017,102.9793930053711
Denmark,DNK,2018,106.9749984741211
Denmark,DNK,2019,110.60680389404297
Denmark,DNK,2020,103.31224822998047
Estonia,EST,1995,139.0874786376953
Estonia,EST,1996,132.97744750976562
Estonia,EST,1997,151.0513458251953
Estonia,EST,1998,156.83824157714844
Estonia,EST,1999,144.116455078125
Estonia,EST,2000,126.49561309814453
Estonia,EST,2001,126.45698547363281
Estonia,EST,2002,123.3182144165039
Estonia,EST,2003,122.7768783569336
Estonia,EST,2004,129.97821044921875
Estonia,EST,2005,135.93881225585938
Estonia,EST,2006,136.64321899414062
Estonia,EST,2007,133.9875946044922
Estonia,EST,2008,136.68905639648438
Estonia,EST,2009,116.7647476196289
Estonia,EST,2010,143.67822265625
Estonia,EST,2011,167.39198303222656
Estonia,EST,2012,170.7599334716797
Estonia,EST,2013,166.4528350830078
Estonia,EST,2014,160.24147033691406
Estonia,EST,2015,150.93719482421875
Estonia,EST,2016,150.40869140625
Estonia,EST,2017,147.563720703125
Estonia,EST,2018,146.34056091308594
Estonia,EST,2019,143.93710327148438
Estonia,EST,2020,141.86936950683594
Finland,FIN,1970,49.42137145996094
Finland,FIN,1971,47.442447662353516
Finland,FIN,1972,47.79032897949219
Finland,FIN,1973,48.507728576660156
Finland,FIN,1974,55.21491241455078
Finland,FIN,1975,50.33257293701172
Finland,FIN,1976,49.26808166503906
Finland,FIN,1977,52.38998031616211
Finland,FIN,1978,52.625938415527344
Finland,FIN,1979,58.113529205322266
Finland,FIN,1980,62.94678497314453
Finland,FIN,1981,61.596656799316406
Finland,FIN,1982,57.57540512084961
Finland,FIN,1983,57.419586181640625
Finland,FIN,1984,56.599327087402344
Finland,FIN,1985,55.3077507019043
Finland,FIN,1986,49.983253479003906
Finland,FIN,1987,49.47870635986328
Finland,FIN,1988,48.157657623291016
Finland,FIN,1989,47.874629974365234
Finland,FIN,1990,45.84153366088867
Finland,FIN,1991,43.48841857910156
Finland,FIN,1992,50.241798400878906
Finland,FIN,1993,58.16493225097656
Finland,FIN,1994,62.42823791503906
Finland,FIN,1995,64.0737075805664
Finland,FIN,1996,65.72200775146484
Finland,FIN,1997,68.22132110595703
Finland,FIN,1998,66.96714782714844
Finland,FIN,1999,66.23987579345703
Finland,FIN,2000,74.89482879638672
Finland,FIN,2001,70.27684783935547
Finland,FIN,2002,69.2994613647461
Finland,FIN,2003,68.05580139160156
Finland,FIN,2004,70.960205078125
Finland,FIN,2005,76.57920837402344
Finland,FIN,2006,81.98348999023438
Finland,FIN,2007,82.8573989868164
Finland,FIN,2008,86.18433380126953
Finland,FIN,2009,70.12330627441406
Finland,FIN,2010,75.46440887451172
Finland,FIN,2011,78.57958221435547
Finland,FIN,2012,79.17050170898438
Finland,FIN,2013,77.09388732910156
Finland,FIN,2014,74.11272430419922
Finland,FIN,2015,71.3825454711914
Finland,FIN,2016,70.89849853515625
Finland,FIN,2017,75.05313873291016
Finland,FIN,2018,78.19015502929688
Finland,FIN,2019,79.607421875
Finland,FIN,2020,72.07539367675781
France,FRA,1960,27.193918228149414
France,FRA,1961,26.674545288085938
France,FRA,1962,25.134431838989258
France,FRA,1963,25.15910530090332
France,FRA,1964,26.005229949951172
France,FRA,1965,25.95456886291504
France,FRA,1966,26.58344078063965
France,FRA,1967,26.606733322143555
France,FRA,1968,26.945323944091797
France,FRA,1969,28.992755889892578
France,FRA,1970,31.418956756591797
France,FRA,1971,32.00896072387695
France,FRA,1972,32.470428466796875
France,FRA,1973,34.40597152709961
France,FRA,1974,42.35576629638672
France,FRA,1975,36.69173812866211
France,FRA,1976,39.59987258911133
France,FRA,1977,40.63597106933594
France,FRA,1978,39.438350677490234
France,FRA,1979,41.033626556396484
France,FRA,1980,43.50266647338867
France,FRA,1981,45.41094207763672
France,FRA,1982,45.252384185791016
France,FRA,1983,45.139827728271484
France,FRA,1984,47.54182815551758
France,FRA,1985,47.016387939453125
France,FRA,1986,40.887996673583984
France,FRA,1987,40.29273986816406
France,FRA,1988,41.392215728759766
France,FRA,1989,44.00178146362305
France,FRA,1990,42.736053466796875
France,FRA,1991,42.983680725097656
France,FRA,1992,41.99161148071289
France,FRA,1993,39.90512466430664
France,FRA,1994,41.82624053955078
France,FRA,1995,43.6461296081543
France,FRA,1996,44.32923889160156
France,FRA,1997,48.03349685668945
France,FRA,1998,49.50676727294922
France,FRA,1999,49.760921478271484
France,FRA,2000,55.861244201660156
France,FRA,2001,54.95936965942383
France,FRA,2002,53.072025299072266
France,FRA,2003,50.79783248901367
France,FRA,2004,51.92500686645508
France,FRA,2005,53.98070526123047
France,FRA,2006,56.103424072265625
France,FRA,2007,56.42075729370117
France,FRA,2008,57.3970832824707
France,FRA,2009,50.46245193481445
France,FRA,2010,54.86779022216797
France,FRA,2011,58.79057693481445
France,FRA,2012,59.70206069946289
France,FRA,2013,59.76405334472656
France,FRA,2014,60.478797912597656
France,FRA,2015,61.75169372558594
France,FRA,2016,61.10014343261719
France,FRA,2017,62.96184539794922
France,FRA,2018,64.43795013427734
France,FRA,2019,64.14147186279297
France,FRA,2020,57.76742935180664
Germany,DEU,1970,31.710708618164062
Germany,DEU,1971,30.843759536743164
Germany,DEU,1972,30.73271369934082
Germany,DEU,1973,31.703216552734375
Germany,DEU,1974,36.95292282104492
Germany,DEU,1975,35.9068489074707
Germany,DEU,1976,38.370140075683594
Germany,DEU,1977,38.10396194458008
Germany,DEU,1978,37.18059158325195
Germany,DEU,1979,39.22457504272461
Germany,DEU,1980,41.85407257080078
Germany,DEU,1981,44.18312454223633
Germany,DEU,1982,44.38786315917969
Germany,DEU,1983,43.5755729675293
Germany,DEU,1984,46.24265670776367
Germany,DEU,1985,47.91535186767578
Germany,DEU,1986,42.94462966918945
Germany,DEU,1987,41.68946838378906
Germany,DEU,1988,42.52652359008789
Germany,DEU,1989,45.215919494628906
Germany,DEU,1990,45.86358642578125
Germany,DEU,1991,47.817378997802734
Germany,DEU,1992,44.890838623046875
Germany,DEU,1993,40.57673645019531
Germany,DEU,1994,42.057884216308594
Germany,DEU,1995,43.581634521484375
Germany,DEU,1996,45.00562286376953
Germany,DEU,1997,49.64265823364258
Germany,DEU,1998,51.5849723815918
Germany,DEU,1999,53.365848541259766
Germany,DEU,2000,61.52606201171875
Germany,DEU,2001,62.06283950805664
Germany,DEU,2002,60.93489074707031
Germany,DEU,2003,61.84931945800781
Germany,DEU,2004,66.2261962890625
Germany,DEU,2005,70.91871643066406
Germany,DEU,2006,77.4497299194336
Germany,DEU,2007,79.87442016601562
Germany,DEU,2008,81.5248031616211
Germany,DEU,2009,71.22871398925781
Germany,DEU,2010,79.86862182617188
Germany,DEU,2011,85.20612335205078
Germany,DEU,2012,86.51405334472656
Germany,DEU,2013,85.0788803100586
Germany,DEU,2014,84.6200942993164
Germany,DEU,2015,86.24622344970703
Germany,DEU,2016,84.76964569091797
Germany,DEU,2017,87.2372055053711
Germany,DEU,2018,88.43441009521484
Germany,DEU,2019,87.59966278076172
Germany,DEU,2020,81.10855102539062
Greece,GRC,1960,24.4737606048584
Greece,GRC,1961,23.60474395751953
Greece,GRC,1962,23.108516693115234
Greece,GRC,1963,24.343950271606445
Greece,GRC,1964,24.364784240722656
Greece,GRC,1965,24.670650482177734
Greece,GRC,1966,24.968740463256836
Greece,GRC,1967,24.22316551208496
Greece,GRC,1968,23.63716697692871
Greece,GRC,1969,23.29450035095215
Greece,GRC,1970,23.10993194580078
Greece,GRC,1971,23.319217681884766
Greece,GRC,1972,25.317697525024414
Greece,GRC,1973,31.730335235595703
Greece,GRC,1974,35.47687911987305
Greece,GRC,1975,35.32296371459961
Greece,GRC,1976,34.878684997558594
Greece,GRC,1977,34.66159439086914
Greece,GRC,1978,33.1365966796875
Greece,GRC,1979,35.53221893310547
Greece,GRC,1980,44.5858154296875
Greece,GRC,1981,47.14033126831055
Greece,GRC,1982,41.85152816772461
Greece,GRC,1983,41.17554473876953
Greece,GRC,1984,40.89849090576172
Greece,GRC,1985,40.38797378540039
Greece,GRC,1986,42.65204620361328
Greece,GRC,1987,42.318355560302734
Greece,GRC,1988,39.61323165893555
Greece,GRC,1989,40.78385543823242
Greece,GRC,1990,40.1283073425293
Greece,GRC,1991,38.5927848815918
Greece,GRC,1992,38.822593688964844
Greece,GRC,1993,37.02589797973633
Greece,GRC,1994,36.163124084472656
Greece,GRC,1995,37.107879638671875
Greece,GRC,1996,37.49623489379883
Greece,GRC,1997,39.274227142333984
Greece,GRC,1998,42.268280029296875
Greece,GRC,1999,47.37759780883789
Greece,GRC,2000,58.41567611694336
Greece,GRC,2001,56.13996887207031
Greece,GRC,2002,50.348995208740234
Greece,GRC,2003,48.1900520324707
Greece,GRC,2004,49.898441314697266
Greece,GRC,2005,50.90086364746094
Greece,GRC,2006,52.85023880004883
Greece,GRC,2007,57.524375915527344
Greece,GRC,2008,59.329715728759766
Greece,GRC,2009,47.74384689331055
Greece,GRC,2010,51.19728469848633
Greece,GRC,2011,56.83396530151367
Greece,GRC,2012,62.061283111572266
Greece,GRC,2013,62.876502990722656
Greece,GRC,2014,66.52632904052734
Greece,GRC,2015,65.27769470214844
Greece,GRC,2016,64.01919555664062
Greece,GRC,2017,71.57894897460938
Greece,GRC,2018,80.1500244140625
Greece,GRC,2019,81.99083709716797
Greece,GRC,2020,71.58292388916016
Hungary,HUN,1991,58.36128234863281
Hungary,HUN,1992,55.44135665893555
Hungary,HUN,1993,53.561012268066406
Hungary,HUN,1994,56.46017837524414
Hungary,HUN,1995,78.38470458984375
Hungary,HUN,1996,83.29220581054688
Hungary,HUN,1997,94.84871673583984
Hungary,HUN,1998,107.42990112304688
Hungary,HUN,1999,114.02577209472656
Hungary,HUN,2000,137.40660095214844
Hungary,HUN,2001,131.04507446289062
Hungary,HUN,2002,118.32010650634766
Hungary,HUN,2003,116.60617065429688
Hungary,HUN,2004,123.42233276367188
Hungary,HUN,2005,127.78424835205078
Hungary,HUN,2006,148.96275329589844
Hungary,HUN,2007,155.4529571533203
Hungary,HUN,2008,158.27650451660156
Hungary,HUN,2009,144.95016479492188
Hungary,HUN,2010,157.3984832763672
Hungary,HUN,2011,166.3655548095703
Hungary,HUN,2012,165.59327697753906
Hungary,HUN,2013,164.28765869140625
Hungary,HUN,2014,168.34071350097656
Hungary,HUN,2015,167.27212524414062
Hungary,HUN,2016,164.37033081054688
Hungary,HUN,2017,165.2007598876953
Hungary,HUN,2018,163.2389678955078
Hungary,HUN,2019,161.23622131347656
Hungary,HUN,2020,157.25836181640625
Ireland,IRL,1970,74.4260482788086
Ireland,IRL,1971,72.20384216308594
Ireland,IRL,1972,67.6291732788086
Ireland,IRL,1973,75.23564147949219
Ireland,IRL,1974,90.67668151855469
Ireland,IRL,1975,83.04669952392578
Ireland,IRL,1976,91.23844146728516
Ireland,IRL,1977,97.9998550415039
Ireland,IRL,1978,99.71219635009766
Ireland,IRL,1979,105.29915618896484
Ireland,IRL,1980,102.30311584472656
Ireland,IRL,1981,100.9745864868164
Ireland,IRL,1982,93.96966552734375
Ireland,IRL,1983,97.73648071289062
Ireland,IRL,1984,108.30546569824219
Ireland,IRL,1985,107.76136779785156
Ireland,IRL,1986,97.12548065185547
Ireland,IRL,1987,100.74421691894531
Ireland,IRL,1988,105.21843719482422
Ireland,IRL,1989,112.46533966064453
Ireland,IRL,1990,105.02944946289062
Ireland,IRL,1991,106.44023132324219
Ireland,IRL,1992,109.54547119140625
Ireland,IRL,1993,116.60269927978516
Ireland,IRL,1994,126.48892211914062
Ireland,IRL,1995,136.1031494140625
Ireland,IRL,1996,138.8681640625
Ireland,IRL,1997,142.26950073242188
Ireland,IRL,1998,157.7724151611328
Ireland,IRL,1999,159.87103271484375
Ireland,IRL,2000,174.95455932617188
Ireland,IRL,2001,174.84072875976562
Ireland,IRL,2002,163.7193603515625
Ireland,IRL,2003,146.531494140625
Ireland,IRL,2004,146.5875244140625
Ireland,IRL,2005,148.1755828857422
Ireland,IRL,2006,150.0218048095703
Ireland,IRL,2007,153.39686584472656
Ireland,IRL,2008,160.03944396972656
Ireland,IRL,2009,173.59149169921875
Ireland,IRL,2010,189.839599609375
Ireland,IRL,2011,187.81423950195312
Ireland,IRL,2012,191.10365295410156
Ireland,IRL,2013,188.78433227539062
Ireland,IRL,2014,201.87060546875
Ireland,IRL,2015,215.16395568847656
Ireland,IRL,2016,227.40194702148438
Ireland,IRL,2017,220.15069580078125
Ireland,IRL,2018,217.4252166748047
Ireland,IRL,2019,252.33506774902344
Ireland,IRL,2020,239.95103454589844
Italy,ITA,1970,30.098846435546875
Italy,ITA,1971,30.396089553833008
Italy,ITA,1972,31.82280731201172
Italy,ITA,1973,34.064666748046875
Italy,ITA,1974,40.802894592285156
Italy,ITA,1975,37.400447845458984
Italy,ITA,1976,41.1921501159668
Italy,ITA,1977,41.80955505371094
Italy,ITA,1978,41.2681884765625
Italy,ITA,1979,43.710418701171875
Italy,ITA,1980,42.97265625
Italy,ITA,1981,45.282039642333984
Italy,ITA,1982,43.5082893371582
Italy,ITA,1983,40.189693450927734
Italy,ITA,1984,42.4356689453125
Italy,ITA,1985,42.63715362548828
Italy,ITA,1986,36.16334533691406
Italy,ITA,1987,35.56260681152344
Italy,ITA,1988,35.11110305786133
Italy,ITA,1989,37.05276870727539
Italy,ITA,1990,36.32175064086914
Italy,ITA,1991,33.87843704223633
Italy,ITA,1992,34.91371154785156
Italy,ITA,1993,37.75922775268555
Italy,ITA,1994,40.45502853393555
Italy,ITA,1995,45.68455505371094
Italy,ITA,1996,42.87869644165039
Italy,ITA,1997,44.588504791259766
Italy,ITA,1998,45.09273910522461
Italy,ITA,1999,44.620792388916016
Italy,ITA,2000,50.40559005737305
Italy,ITA,2001,50.03480529785156
Italy,ITA,2002,48.057926177978516
Italy,ITA,2003,46.14884567260742
Italy,ITA,2004,47.43033218383789
Italy,ITA,2005,49.30101013183594
Italy,ITA,2006,53.16817855834961
Italy,ITA,2007,55.06145477294922
Italy,ITA,2008,54.49287414550781
Italy,ITA,2009,45.41876220703125
Italy,ITA,2010,52.006187438964844
Italy,ITA,2011,55.14552307128906
Italy,ITA,2012,55.654720306396484
Italy,ITA,2013,54.86758041381836
Italy,ITA,2014,55.32211685180664
Italy,ITA,2015,56.418174743652344
Italy,ITA,2016,55.36760330200195
Italy,ITA,2017,58.60417556762695
Italy,ITA,2018,60.303550720214844
Italy,ITA,2019,59.95286560058594
Italy,ITA,2020,55.085296630859375
Latvia,LVA,1995,73.8670654296875
Latvia,LVA,1996,89.83878326416016
Latvia,LVA,1997,88.44062805175781
Latvia,LVA,1998,90.55357360839844
Latvia,LVA,1999,79.86507415771484
Latvia,LVA,2000,81.53624725341797
Latvia,LVA,2001,86.36839294433594
Latvia,LVA,2002,83.20634460449219
Latvia,LVA,2003,84.6111831665039
Latvia,LVA,2004,93.13567352294922
Latvia,LVA,2005,100.23574829101562
Latvia,LVA,2006,100.13298034667969
Latvia,LVA,2007,95.57328796386719
Latvia,LVA,2008,91.17645263671875
Latvia,LVA,2009,86.4124526977539
Latvia,LVA,2010,108.60478210449219
Latvia,LVA,2011,125.49044799804688
Latvia,LVA,2012,128.2284393310547
Latvia,LVA,2013,125.15785217285156
Latvia,LVA,2014,125.21082305908203
Latvia,LVA,2015,122.22757720947266
Latvia,LVA,2016,118.8348617553711
Latvia,LVA,2017,123.79291534423828
Latvia,LVA,2018,123.65534973144531
Latvia,LVA,2019,120.37908935546875
Latvia,LVA,2020,119.48198699951172
Lithuania,LTU,1995,84.95621490478516
Lithuania,LTU,1996,93.20313262939453
Lithuania,LTU,1997,100.0256118774414
Lithuania,LTU,1998,89.65828704833984
Lithuania,LTU,1999,74.82149505615234
Lithuania,LTU,2000,83.37858581542969
