Entity,Code,Year,1_1_LandArea_sq_km
Slovakia,SVK,1980,48100
Slovakia,SVK,1981,48100
Slovakia,SVK,1982,48100
Slovakia,SVK,1983,48100
Slovakia,SVK,1984,48100
Slovakia,SVK,1985,48100
Slovakia,SVK,1986,48100
Slovakia,SVK,1987,48100
Slovakia,SVK,1988,48100
Slovakia,SVK,1989,48100
Slovakia,SVK,1990,48100
Slovakia,SVK,1991,48100
Slovakia,SVK,1992,48100
Slovakia,SVK,1993,48100
Slovakia,SVK,1994,48100
Slovakia,SVK,1995,48100
Slovakia,SVK,1996,48100
Slovakia,SVK,1997,48100
Slovakia,SVK,1998,48100
Slovakia,SVK,1999,48100
Slovakia,SVK,2000,48100
Slovakia,SVK,2001,48100
Slovakia,SVK,2002,48100
Slovakia,SVK,2003,48110
Slovakia,SVK,2004,48100
Slovakia,SVK,2005,48100
Slovakia,SVK,2006,48100
Slovakia,SVK,2007,48100
Slovakia,SVK,2008,48100
Slovakia,SVK,2009,48090
Slovakia,SVK,2010,48091
Slovakia,SVK,2011,48088
Slovakia,SVK,2012,48088
Slovakia,SVK,2013,48088
Slovakia,SVK,2014,48080
Slovakia,SVK,2015,48082
Slovakia,SVK,2016,48080
Slovakia,SVK,2017,48080
Slovakia,SVK,2018,48080
Slovakia,SVK,2019,48080
Slovakia,SVK,2020,48080
Slovakia,SVK,2021,48080
Slovenia,SVN,1961,20140
Slovenia,SVN,1962,20140
Slovenia,SVN,1963,20140
Slovenia,SVN,1964,20140
Slovenia,SVN,1965,20140
Slovenia,SVN,1966,20140
Slovenia,SVN,1967,20140
Slovenia,SVN,1968,20140
Slovenia,SVN,1969,20140
Slovenia,SVN,1970,20140
Slovenia,SVN,1971,20140
Slovenia,SVN,1972,20140
Slovenia,SVN,1973,20140
Slovenia,SVN,1974,20140
Slovenia,SVN,1975,20140
Slovenia,SVN,1976,20140
Slovenia,SVN,1977,20140
Slovenia,SVN,1978,20140
Slovenia,SVN,1979,20140
Slovenia,SVN,1980,20140
Slovenia,SVN,1981,20140
Slovenia,SVN,1982,20140
Slovenia,SVN,1983,20140
Slovenia,SVN,1984,20140
Slovenia,SVN,1985,20140
Slovenia,SVN,1986,20140
Slovenia,SVN,1987,20140
Slovenia,SVN,1988,20140
Slovenia,SVN,1989,20140
Slovenia,SVN,1990,20140
Slovenia,SVN,1991,20140
Slovenia,SVN,1992,20140
Slovenia,SVN,1993,20140
Slovenia,SVN,1994,20140
Slovenia,SVN,1995,20140
Slovenia,SVN,1996,20140
Slovenia,SVN,1997,20140
Slovenia,SVN,1998,20140
Slovenia,SVN,1999,20140
Slovenia,SVN,2000,20140
Slovenia,SVN,2001,20140
Slovenia,SVN,2002,20140
Slovenia,SVN,2003,20140
Slovenia,SVN,2004,20140
Slovenia,SVN,2005,20140
Slovenia,SVN,2006,20140
Slovenia,SVN,2007,20140
Slovenia,SVN,2008,20146.19921875
Slovenia,SVN,2009,20145.80078125
Slovenia,SVN,2010,20146.19921875
Slovenia,SVN,2011,20146
Slovenia,SVN,2012,20145.69921875
Slovenia,SVN,2013,20140
Slovenia,SVN,2014,20140
Slovenia,SVN,2015,20142.599609375
Slovenia,SVN,2016,20142
Slovenia,SVN,2017,20138.099609375
Slovenia,SVN,2018,20136.400390625
Slovenia,SVN,2019,20136.400390625
Slovenia,SVN,2020,20136.400390625
Slovenia,SVN,2021,20136.400390625
Spain,ESP,1961,499780
Spain,ESP,1962,499780
Spain,ESP,1963,499780
Spain,ESP,1964,499780
Spain,ESP,1965,499780
Spain,ESP,1966,499780
Spain,ESP,1967,499780
Spain,ESP,1968,499780
Spain,ESP,1969,499780
Spain,ESP,1970,499780
Spain,ESP,1971,499780
Spain,ESP,1972,499780
Spain,ESP,1973,499780
Spain,ESP,1974,499750
Spain,ESP,1975,499630
Spain,ESP,1976,499570
Spain,ESP,1977,499540
Spain,ESP,1978,499530
Spain,ESP,1979,499540
Spain,ESP,1980,499470
Spain,ESP,1981,499460
Spain,ESP,1982,499460
Spain,ESP,1983,499430
Spain,ESP,1984,499440
Spain,ESP,1985,499440
Spain,ESP,1986,499440
Spain,ESP,1987,499440
Spain,ESP,1988,499440
Spain,ESP,1989,499440
Spain,ESP,1990,499440
Spain,ESP,1991,499440
Spain,ESP,1992,499440
Spain,ESP,1993,499440
Spain,ESP,1994,499440
Spain,ESP,1995,499440
Spain,ESP,1996,499440
Spain,ESP,1997,499440
Spain,ESP,1998,499440
Spain,ESP,1999,499440
Spain,ESP,2000,499000
Spain,ESP,2001,498520
Spain,ESP,2002,499040
Spain,ESP,2003,499210
Spain,ESP,2004,499180
Spain,ESP,2005,499090
Spain,ESP,2006,498980
Spain,ESP,2007,499110
Spain,ESP,2008,498800
Spain,ESP,2009,498660
Spain,ESP,2010,500010
Spain,ESP,2011,499880
Spain,ESP,2012,500210
Spain,ESP,2013,500210
Spain,ESP,2014,500210
Spain,ESP,2015,499661
Spain,ESP,2016,499564
Spain,ESP,2017,499547.34375
Spain,ESP,2018,499603.46875
Spain,ESP,2019,499603.46875
Spain,ESP,2020,499603.46875
Spain,ESP,2021,499603.46875
Sweden,SWE,1961,410340
Sweden,SWE,1962,410340
Sweden,SWE,1963,410340
Sweden,SWE,1964,410340
Sweden,SWE,1965,410340
Sweden,SWE,1966,410340
Sweden,SWE,1967,410340
Sweden,SWE,1968,410340
Sweden,SWE,1969,410340
Sweden,SWE,1970,410340
Sweden,SWE,1971,410340
Sweden,SWE,1972,410340
Sweden,SWE,1973,410340
Sweden,SWE,1974,410340
Sweden,SWE,1975,410340
Sweden,SWE,1976,410340
Sweden,SWE,1977,410340
Sweden,SWE,1978,410340
Sweden,SWE,1979,410340
Sweden,SWE,1980,410340
Sweden,SWE,1981,410340
Sweden,SWE,1982,410340
Sweden,SWE,1983,410340
Sweden,SWE,1984,410340
Sweden,SWE,1985,410340
Sweden,SWE,1986,410340
Sweden,SWE,1987,410340
Sweden,SWE,1988,410340
Sweden,SWE,1989,410340
Sweden,SWE,1990,410340
Sweden,SWE,1991,410340
Sweden,SWE,1992,410340
Sweden,SWE,1993,410340
Sweden,SWE,1994,410340
Sweden,SWE,1995,410340
Sweden,SWE,1996,410340
Sweden,SWE,1997,410340
Sweden,SWE,1998,410340
Sweden,SWE,1999,410340
Sweden,SWE,2000,410340
Sweden,SWE,2001,410340
Sweden,SWE,2002,410340
Sweden,SWE,2003,410340
Sweden,SWE,2004,410340
Sweden,SWE,2005,410340
Sweden,SWE,2006,410340
Sweden,SWE,2007,410340
Sweden,SWE,2008,410340
Sweden,SWE,2009,410340
Sweden,SWE,2010,410340
Sweden,SWE,2011,410340
Sweden,SWE,2012,407340
Sweden,SWE,2013,407340
Sweden,SWE,2014,407310
Sweden,SWE,2015,407310
Sweden,SWE,2016,407310
Sweden,SWE,2017,407310
Sweden,SWE,2018,407310
Sweden,SWE,2019,407310
Sweden,SWE,2020,407310
Sweden,SWE,2021,407310
United Kingdom,GBR,1961,241930
United Kingdom,GBR,1962,241930
United Kingdom,GBR,1963,241930
United Kingdom,GBR,1964,241930
United Kingdom,GBR,1965,241930
United Kingdom,GBR,1966,241930
United Kingdom,GBR,1967,241930
United Kingdom,GBR,1968,241930
United Kingdom,GBR,1969,241930
United Kingdom,GBR,1970,241930
United Kingdom,GBR,1971,241930
United Kingdom,GBR,1972,241930
United Kingdom,GBR,1973,241930
United Kingdom,GBR,1974,241930
United Kingdom,GBR,1975,241930
United Kingdom,GBR,1976,241930
United Kingdom,GBR,1977,241930
United Kingdom,GBR,1978,241930
United Kingdom,GBR,1979,241930
United Kingdom,GBR,1980,241930
United Kingdom,GBR,1981,241930
United Kingdom,GBR,1982,241930
United Kingdom,GBR,1983,241930
United Kingdom,GBR,1984,241930
United Kingdom,GBR,1985,241930
United Kingdom,GBR,1986,241930
United Kingdom,GBR,1987,241930
United Kingdom,GBR,1988,241930
United Kingdom,GBR,1989,241930
United Kingdom,GBR,1990,241930
United Kingdom,GBR,1991,241930
United Kingdom,GBR,1992,241930
United Kingdom,GBR,1993,241930
United Kingdom,GBR,1994,241930
United Kingdom,GBR,1995,241930
United Kingdom,GBR,1996,241930
United Kingdom,GBR,1997,241930
United Kingdom,GBR,1998,241930
United Kingdom,GBR,1999,241930
United Kingdom,GBR,2000,241930
United Kingdom,GBR,2001,241930
United Kingdom,GBR,2002,241930
United Kingdom,GBR,2003,241930
United Kingdom,GBR,2004,241930
United Kingdom,GBR,2005,241930
United Kingdom,GBR,2006,241930
United Kingdom,GBR,2007,241930
United Kingdom,GBR,2008,241930
United Kingdom,GBR,2009,241930
United Kingdom,GBR,2010,241930
United Kingdom,GBR,2011,241930
United Kingdom,GBR,2012,241930
United Kingdom,GBR,2013,241930
United Kingdom,GBR,2014,241930
United Kingdom,GBR,2015,241930
United Kingdom,GBR,2016,241930
United Kingdom,GBR,2017,241930
United Kingdom,GBR,2018,241930
United Kingdom,GBR,2019,241930
United Kingdom,GBR,2020,241930
United Kingdom,GBR,2021,241930
