Entity,Code,Year,Land under perm. meadows and pastures | 00006655 || Share in Land area | 007209 || percent
Spain,ESP,1996,22.01
Spain,ESP,1997,22.02
Spain,ESP,1998,22.91
Spain,ESP,1999,22.93
Spain,ESP,2000,22.97
Spain,ESP,2001,23.02
Spain,ESP,2002,23.11
Spain,ESP,2003,22.38
Spain,ESP,2004,22.26
Spain,ESP,2005,22.68
Spain,ESP,2006,22.12
Spain,ESP,2007,21.25
Spain,ESP,2008,21.79
Spain,ESP,2009,21.57
Spain,ESP,2010,20.65
Spain,ESP,2011,20.05
Spain,ESP,2012,18.8
Spain,ESP,2013,19.19
Spain,ESP,2014,18.77
Spain,ESP,2015,18.79
Spain,ESP,2016,18.48
Spain,ESP,2017,18.64
Spain,ESP,2018,18.84
Spain,ESP,2019,18.91
Spain,ESP,2020,19.01
Sweden,SWE,1961,1.68
Sweden,SWE,1962,1.68
Sweden,SWE,1963,1.68
Sweden,SWE,1964,1.68
Sweden,SWE,1965,1.68
Sweden,SWE,1966,1.68
Sweden,SWE,1967,1.68
Sweden,SWE,1968,1.69
Sweden,SWE,1969,1.69
Sweden,SWE,1970,1.72
Sweden,SWE,1971,1.74
Sweden,SWE,1972,1.73
Sweden,SWE,1973,1.72
Sweden,SWE,1974,1.76
Sweden,SWE,1975,1.77
Sweden,SWE,1976,1.8
Sweden,SWE,1977,1.79
Sweden,SWE,1978,1.79
Sweden,SWE,1979,1.78
Sweden,SWE,1980,1.78
Sweden,SWE,1981,1.76
Sweden,SWE,1982,1.74
Sweden,SWE,1983,1.71
Sweden,SWE,1984,1.66
Sweden,SWE,1985,1.4
Sweden,SWE,1986,1.39
Sweden,SWE,1987,1.39
Sweden,SWE,1988,1.39
Sweden,SWE,1989,1.39
Sweden,SWE,1990,1.39
Sweden,SWE,1991,1.39
Sweden,SWE,1992,1.41
Sweden,SWE,1993,1.41
Sweden,SWE,1994,1.41
Sweden,SWE,1995,1.23
Sweden,SWE,1996,1.19
Sweden,SWE,1997,1.13
Sweden,SWE,1998,1.1
Sweden,SWE,1999,1.1
Sweden,SWE,2000,0.91
Sweden,SWE,2001,0.91
Sweden,SWE,2002,1.18
Sweden,SWE,2003,1.19
Sweden,SWE,2004,1.24
Sweden,SWE,2005,1.25
Sweden,SWE,2006,1.23
Sweden,SWE,2007,1.19
Sweden,SWE,2008,1.12
Sweden,SWE,2009,1.07
Sweden,SWE,2010,1.11
Sweden,SWE,2011,1.08
Sweden,SWE,2012,1.07
Sweden,SWE,2013,1.09
Sweden,SWE,2014,1.07
Sweden,SWE,2015,1.1
Sweden,SWE,2016,1.11
Sweden,SWE,2017,1.11
Sweden,SWE,2018,1.12
Sweden,SWE,2019,1.13
Sweden,SWE,2020,1.14
United Kingdom,GBR,1961,51.69
United Kingdom,GBR,1962,51.37
United Kingdom,GBR,1963,51.04
United Kingdom,GBR,1964,50.57
United Kingdom,GBR,1965,50.17
United Kingdom,GBR,1966,50.09
United Kingdom,GBR,1967,50.17
United Kingdom,GBR,1968,49.78
United Kingdom,GBR,1969,50.09
United Kingdom,GBR,1970,48.15
United Kingdom,GBR,1971,48.02
United Kingdom,GBR,1972,47.68
United Kingdom,GBR,1973,47.67
United Kingdom,GBR,1974,47.47
United Kingdom,GBR,1975,48.07
United Kingdom,GBR,1976,47.92
United Kingdom,GBR,1977,47.49
United Kingdom,GBR,1978,47.39
United Kingdom,GBR,1979,47.71
United Kingdom,GBR,1980,47.42
United Kingdom,GBR,1981,46.86
United Kingdom,GBR,1982,46.69
United Kingdom,GBR,1983,46.48
United Kingdom,GBR,1984,46.34
United Kingdom,GBR,1985,45.91
United Kingdom,GBR,1986,45.97
United Kingdom,GBR,1987,45.93
United Kingdom,GBR,1988,47.41
United Kingdom,GBR,1989,47.68
United Kingdom,GBR,1990,47.6
United Kingdom,GBR,1991,47.58
United Kingdom,GBR,1992,47.34
United Kingdom,GBR,1993,47.05
United Kingdom,GBR,1994,47.27
United Kingdom,GBR,1995,47.06
United Kingdom,GBR,1996,46.87
United Kingdom,GBR,1997,46.13
United Kingdom,GBR,1998,46.34
United Kingdom,GBR,1999,46.51
United Kingdom,GBR,2000,45.62
United Kingdom,GBR,2001,46.51
United Kingdom,GBR,2002,46.05
United Kingdom,GBR,2003,46.49
United Kingdom,GBR,2004,46.22
United Kingdom,GBR,2005,46.21
United Kingdom,GBR,2006,48.36
United Kingdom,GBR,2007,47.6
United Kingdom,GBR,2008,48.08
United Kingdom,GBR,2009,46.43
United Kingdom,GBR,2010,46.33
United Kingdom,GBR,2011,45.7
United Kingdom,GBR,2012,45.15
United Kingdom,GBR,2013,45.22
United Kingdom,GBR,2014,45.28
United Kingdom,GBR,2015,45.79
United Kingdom,GBR,2016,46.61
United Kingdom,GBR,2017,46.85
United Kingdom,GBR,2018,46.57
United Kingdom,GBR,2019,47.08
United Kingdom,GBR,2020,46.44
