Entity,Code,Year,3_1_SchoolYears
Spain,ESP,1885,2.13
Spain,ESP,1890,2.45
Spain,ESP,1895,2.77
Spain,ESP,1900,3.07
Spain,ESP,1905,3.33
Spain,ESP,1910,3.52
Spain,ESP,1915,3.61
Spain,ESP,1920,3.48
Spain,ESP,1925,3.31
Spain,ESP,1930,3.15
Spain,ESP,1935,3.1
Spain,ESP,1940,3.05
Spain,ESP,1945,3.21
Spain,ESP,1950,3.47
Spain,ESP,1955,3.45
Spain,ESP,1960,3.72
Spain,ESP,1965,4.08
Spain,ESP,1970,4.34
Spain,ESP,1975,5.13
Spain,ESP,1980,5.74
Spain,ESP,1985,6.13
Spain,ESP,1990,6.52
Spain,ESP,1991,6.4
Spain,ESP,1992,6.7
Spain,ESP,1993,7.1
Spain,ESP,1994,7.4
Spain,ESP,1995,7.7
Spain,ESP,1996,7.9
Spain,ESP,1997,8
Spain,ESP,1998,8.1
Spain,ESP,1999,8.2
Spain,ESP,2000,8.4
Spain,ESP,2001,8.5
Spain,ESP,2002,8.5
Spain,ESP,2003,8.6
Spain,ESP,2004,8.6
Spain,ESP,2005,8.9
Spain,ESP,2006,9
Spain,ESP,2007,9.1
Spain,ESP,2008,9.2
Spain,ESP,2009,9.3
Spain,ESP,2010,9.4
Spain,ESP,2011,9.5
Spain,ESP,2012,9.5
Spain,ESP,2013,9.5
Spain,ESP,2014,9.7
Spain,ESP,2015,9.7
Spain,ESP,2016,9.8
Spain,ESP,2017,9.8
Sweden,SWE,1870,3.51
Sweden,SWE,1875,3.59
Sweden,SWE,1880,3.67
Sweden,SWE,1885,3.8
Sweden,SWE,1890,3.95
Sweden,SWE,1895,4.08
Sweden,SWE,1900,4.21
Sweden,SWE,1905,4.33
Sweden,SWE,1910,4.44
Sweden,SWE,1915,4.52
Sweden,SWE,1920,4.61
Sweden,SWE,1925,4.87
Sweden,SWE,1930,5.11
Sweden,SWE,1935,5.48
Sweden,SWE,1940,5.83
Sweden,SWE,1945,6.23
Sweden,SWE,1950,6.44
Sweden,SWE,1955,6.71
Sweden,SWE,1960,7.2
Sweden,SWE,1965,7.57
Sweden,SWE,1970,7.96
Sweden,SWE,1975,9.02
Sweden,SWE,1980,9.62
Sweden,SWE,1985,10.05
Sweden,SWE,1990,10.54
Sweden,SWE,1991,10.6
Sweden,SWE,1992,10.7
Sweden,SWE,1993,10.8
Sweden,SWE,1994,10.9
Sweden,SWE,1995,10.9
Sweden,SWE,1996,11
Sweden,SWE,1997,11.1
Sweden,SWE,1998,11.2
Sweden,SWE,1999,11.3
Sweden,SWE,2000,11.4
Sweden,SWE,2001,11.5
Sweden,SWE,2002,11.6
Sweden,SWE,2003,11.8
Sweden,SWE,2004,12.3
Sweden,SWE,2005,12.4
Sweden,SWE,2006,12.4
Sweden,SWE,2007,12.5
Sweden,SWE,2008,12.2
Sweden,SWE,2009,12.2
Sweden,SWE,2010,12.3
Sweden,SWE,2011,12.4
Sweden,SWE,2012,12.4
Sweden,SWE,2013,12.2
Sweden,SWE,2014,12.3
Sweden,SWE,2015,12.4
Sweden,SWE,2016,12.4
Sweden,SWE,2017,12.4
United Kingdom,GBR,1870,0.8
United Kingdom,GBR,1875,0.89
United Kingdom,GBR,1880,0.98
United Kingdom,GBR,1885,1.06
United Kingdom,GBR,1890,1.25
United Kingdom,GBR,1895,1.54
United Kingdom,GBR,1900,1.96
United Kingdom,GBR,1905,2.36
United Kingdom,GBR,1910,3.03
United Kingdom,GBR,1915,3.61
United Kingdom,GBR,1920,4.13
United Kingdom,GBR,1925,4.64
United Kingdom,GBR,1930,5.07
United Kingdom,GBR,1935,5.44
United Kingdom,GBR,1940,5.71
United Kingdom,GBR,1945,6.03
United Kingdom,GBR,1950,6.11
United Kingdom,GBR,1955,6.28
United Kingdom,GBR,1960,6.49
United Kingdom,GBR,1965,6.98
United Kingdom,GBR,1970,7.54
United Kingdom,GBR,1975,7.95
United Kingdom,GBR,1980,8.13
United Kingdom,GBR,1985,8.39
United Kingdom,GBR,1990,8.88
United Kingdom,GBR,1991,8.6
United Kingdom,GBR,1992,9.3
United Kingdom,GBR,1993,10
United Kingdom,GBR,1994,10.7
United Kingdom,GBR,1995,11.4
United Kingdom,GBR,1996,11.4
United Kingdom,GBR,1997,11.5
United Kingdom,GBR,1998,11.5
United Kingdom,GBR,1999,11.6
United Kingdom,GBR,2000,11.7
United Kingdom,GBR,2001,11.8
United Kingdom,GBR,2002,11.9
United Kingdom,GBR,2003,12
United Kingdom,GBR,2004,12.1
United Kingdom,GBR,2005,12.2
United Kingdom,GBR,2006,12.4
United Kingdom,GBR,2007,12.6
United Kingdom,GBR,2008,12.8
United Kingdom,GBR,2009,13.1
United Kingdom,GBR,2010,13.2
United Kingdom,GBR,2011,13
United Kingdom,GBR,2012,12.9
United Kingdom,GBR,2013,12.6
United Kingdom,GBR,2014,12.7
United Kingdom,GBR,2015,12.8
United Kingdom,GBR,2016,12.9
United Kingdom,GBR,2017,12.9
