Entity,Code,Year,0_0_NitroPerHa
Netherlands,NLD,1974,375.41
Netherlands,NLD,1975,390.73
Netherlands,NLD,1976,371.01
Netherlands,NLD,1977,385.54
Netherlands,NLD,1978,382.65
Netherlands,NLD,1979,419.58
Netherlands,NLD,1980,416.71
Netherlands,NLD,1981,411.94
Netherlands,NLD,1982,394.2
Netherlands,NLD,1983,412.83
Netherlands,NLD,1984,436.17
Netherlands,NLD,1985,431.27
Netherlands,NLD,1986,434.97
Netherlands,NLD,1987,395.49
Netherlands,NLD,1988,393.28
Netherlands,NLD,1989,355.91
Netherlands,NLD,1990,338.34
Netherlands,NLD,1991,338.13
Netherlands,NLD,1992,336.5
Netherlands,NLD,1993,320.69
Netherlands,NLD,1994,340.93
Netherlands,NLD,1995,336.61
Netherlands,NLD,1996,336.61
Netherlands,NLD,1997,323.67
Netherlands,NLD,1998,302.09
Netherlands,NLD,1999,297.77
Netherlands,NLD,2000,258.93
Netherlands,NLD,2001,255.48
Netherlands,NLD,2002,252.2
Netherlands,NLD,2003,250.78
Netherlands,NLD,2004,259.36
Netherlands,NLD,2005,244.35
Netherlands,NLD,2006,261.01
Netherlands,NLD,2007,220.55
Netherlands,NLD,2008,209.77
Netherlands,NLD,2009,205.64
Netherlands,NLD,2010,205.82
Netherlands,NLD,2011,203.68
Netherlands,NLD,2012,220.67
Netherlands,NLD,2013,187.99
Netherlands,NLD,2014,205.01
Netherlands,NLD,2015,223.49
Netherlands,NLD,2016,210.2
Netherlands,NLD,2017,208.71
Netherlands,NLD,2018,197.16
Netherlands,NLD,2019,199.38
Netherlands,NLD,2020,205.73
Poland,POL,1961,18.51
Poland,POL,1962,19.67
Poland,POL,1963,22.1
Poland,POL,1964,24.24
Poland,POL,1965,27.62
Poland,POL,1966,32.73
Poland,POL,1967,38.97
Poland,POL,1968,45.25
Poland,POL,1969,51.2
Poland,POL,1970,53.66
Poland,POL,1971,59.37
Poland,POL,1972,64.64
Poland,POL,1973,71.07
Poland,POL,1974,75.8
Poland,POL,1975,81.32
Poland,POL,1976,80.39
Poland,POL,1977,82.99
Poland,POL,1978,86.24
Poland,POL,1979,87.57
Poland,POL,1980,89.82
Poland,POL,1981,81.64
Poland,POL,1982,83.99
Poland,POL,1983,89.3
Poland,POL,1984,83.33
Poland,POL,1985,90.04
Poland,POL,1986,93.67
Poland,POL,1987,90.13
Poland,POL,1988,101.79
Poland,POL,1989,100.18
Poland,POL,1990,45.54
Poland,POL,1991,38.69
Poland,POL,1992,46.49
Poland,POL,1993,51.66
Poland,POL,1994,57.07
Poland,POL,1995,58.45
Poland,POL,1996,63.42
Poland,POL,1997,70.5
Poland,POL,1998,59.95
Poland,POL,1999,59.81
Poland,POL,2000,62.49
Poland,POL,2001,61.89
Poland,POL,2002,62.36
Poland,POL,2003,69.37
Poland,POL,2004,69.07
Poland,POL,2005,79.6
Poland,POL,2006,82.9
Poland,POL,2007,93.65
Poland,POL,2008,88.22
Poland,POL,2009,82.3
Poland,POL,2010,97.25
Poland,POL,2011,95.29
Poland,POL,2012,104.13
Poland,POL,2013,98.04
Poland,POL,2014,88.78
Poland,POL,2015,92.48
Poland,POL,2016,102.74
Poland,POL,2017,104.4
Poland,POL,2018,87.49
Poland,POL,2019,90.7
Poland,POL,2020,80.92
Portugal,PRT,1961,22.52
Portugal,PRT,1962,18.1
Portugal,PRT,1963,28.48
Portugal,PRT,1964,35.61
Portugal,PRT,1965,28.85
Portugal,PRT,1966,22.83
Portugal,PRT,1967,33.06
Portugal,PRT,1968,32.91
Portugal,PRT,1969,36.52
Portugal,PRT,1970,24.8
Portugal,PRT,1971,29.21
Portugal,PRT,1972,42.02
Portugal,PRT,1973,41.09
Portugal,PRT,1974,40.74
Portugal,PRT,1975,45.22
Portugal,PRT,1976,43.74
Portugal,PRT,1977,49.37
Portugal,PRT,1978,44.24
Portugal,PRT,1979,49.41
Portugal,PRT,1980,43.49
Portugal,PRT,1981,46.13
Portugal,PRT,1982,44.03
Portugal,PRT,1983,39.9
Portugal,PRT,1984,39.07
Portugal,PRT,1985,43.47
Portugal,PRT,1986,47.42
Portugal,PRT,1987,47.27
Portugal,PRT,1988,49.42
Portugal,PRT,1989,45.91
Portugal,PRT,1990,48.06
Portugal,PRT,1991,45.75
Portugal,PRT,1992,41.78
Portugal,PRT,1993,43.04
Portugal,PRT,1994,43.36
Portugal,PRT,1995,43.1
Portugal,PRT,1996,48.35
Portugal,PRT,1997,46.72
Portugal,PRT,1998,52.23
Portugal,PRT,1999,49.46
Portugal,PRT,2000,44.5
Portugal,PRT,2001,42.73
Portugal,PRT,2002,41.93
Portugal,PRT,2003,40.98
Portugal,PRT,2004,39.33
Portugal,PRT,2005,40.88
Portugal,PRT,2006,44.07
Portugal,PRT,2007,60.13
Portugal,PRT,2008,54.1
Portugal,PRT,2009,50.91
Portugal,PRT,2010,53.85
Portugal,PRT,2011,51.43
Portugal,PRT,2012,57.58
Portugal,PRT,2013,58.71
Portugal,PRT,2014,70.37
Portugal,PRT,2015,64.71
Portugal,PRT,2016,62.21
Portugal,PRT,2017,59
Portugal,PRT,2018,59.02
Portugal,PRT,2019,57.23
Portugal,PRT,2020,57.93
Romania,ROU,1961,26.37
Romania,ROU,1962,4.08
Romania,ROU,1963,8.18
Romania,ROU,1964,9.66
Romania,ROU,1965,13.79
Romania,ROU,1966,19.76
Romania,ROU,1967,27.42
Romania,ROU,1968,31.25
Romania,ROU,1969,33.18
Romania,ROU,1970,34.9
Romania,ROU,1971,41.04
Romania,ROU,1972,40.14
Romania,ROU,1973,42.39
Romania,ROU,1974,46.8
Romania,ROU,1975,75.05
Romania,ROU,1976,58.19
Romania,ROU,1977,54.21
Romania,ROU,1978,77.88
Romania,ROU,1979,74.99
Romania,ROU,1980,61.57
Romania,ROU,1981,83.93
Romania,ROU,1982,84
Romania,ROU,1983,83.18
Romania,ROU,1984,81.05
Romania,ROU,1985,82.85
Romania,ROU,1986,67.31
Romania,ROU,1987,67.38
Romania,ROU,1988,67.25
Romania,ROU,1989,77.39
Romania,ROU,1990,76.23
Romania,ROU,1991,27.45
Romania,ROU,1992,36.35
Romania,ROU,1993,41.34
Romania,ROU,1994,22.93
Romania,ROU,1995,23.52
Romania,ROU,1996,26.92
Romania,ROU,1997,22.23
Romania,ROU,1998,27.23
Romania,ROU,1999,18.49
Romania,ROU,2000,24.15
Romania,ROU,2001,27.22
Romania,ROU,2002,24.25
Romania,ROU,2003,25.62
Romania,ROU,2004,28.91
Romania,ROU,2005,31.51
Romania,ROU,2006,26.81
Romania,ROU,2007,29.06
Romania,ROU,2008,30.48
Romania,ROU,2009,32.01
Romania,ROU,2010,31.82
Romania,ROU,2011,33.2
Romania,ROU,2012,31.37
Romania,ROU,2013,37.49
Romania,ROU,2014,32.99
Romania,ROU,2015,38.83
Romania,ROU,2016,38.26
Romania,ROU,2017,42.57
Romania,ROU,2018,51.35
Romania,ROU,2019,48.62
Romania,ROU,2020,50.25
Slovakia,SVK,1993,40.27
Slovakia,SVK,1994,42.62
Slovakia,SVK,1995,44.85
Slovakia,SVK,1996,48.47
Slovakia,SVK,1997,45.34
Slovakia,SVK,1998,51.92
Slovakia,SVK,1999,41.18
Slovakia,SVK,2000,52.13
Slovakia,SVK,2001,55.3
Slovakia,SVK,2002,56.54
Slovakia,SVK,2003,55.46
Slovakia,SVK,2004,57.27
Slovakia,SVK,2005,55.53
Slovakia,SVK,2006,63.39
Slovakia,SVK,2007,62.58
Slovakia,SVK,2008,54.85
Slovakia,SVK,2009,61.79
Slovakia,SVK,2010,65.59
Slovakia,SVK,2011,71.56
Slovakia,SVK,2012,80.41
Slovakia,SVK,2013,82.16
Slovakia,SVK,2014,86.38
Slovakia,SVK,2015,83.9
Slovakia,SVK,2016,92.48
Slovakia,SVK,2017,90.04
Slovakia,SVK,2018,94.49
Slovakia,SVK,2019,94.03
Slovakia,SVK,2020,93.6
Slovenia,SVN,1992,202.57
Slovenia,SVN,1993,165.09
Slovenia,SVN,1994,194.2
Slovenia,SVN,1995,152.84
Slovenia,SVN,1996,108.04
Slovenia,SVN,1997,166.35
Slovenia,SVN,1998,171.49
Slovenia,SVN,1999,170.26
Slovenia,SVN,2000,170.82
Slovenia,SVN,2001,171.28
Slovenia,SVN,2002,166.67
Slovenia,SVN,2003,168.49
Slovenia,SVN,2004,146.21
Slovenia,SVN,2005,141.49
Slovenia,SVN,2006,145.37
Slovenia,SVN,2007,145.37
Slovenia,SVN,2008,106.57
Slovenia,SVN,2009,115.11
Slovenia,SVN,2010,115.64
Slovenia,SVN,2011,113.97
Slovenia,SVN,2012,111.6
Slovenia,SVN,2013,114.9
Slovenia,SVN,2014,120.67
Slovenia,SVN,2015,119.32
Slovenia,SVN,2016,113.99
Slovenia,SVN,2017,113.78
Slovenia,SVN,2018,115.77
Slovenia,SVN,2019,119.62
Slovenia,SVN,2020,119.65
Spain,ESP,1961,15.78
Spain,ESP,1962,16.58
Spain,ESP,1963,15.98
Spain,ESP,1964,17.71
Spain,ESP,1965,18.68
Spain,ESP,1966,23.5
Spain,ESP,1967,23.33
Spain,ESP,1968,27.91
Spain,ESP,1969,29.13
Spain,ESP,1970,28.17
Spain,ESP,1971,31.49
Spain,ESP,1972,32.56
Spain,ESP,1973,34.72
Spain,ESP,1974,34.18
Spain,ESP,1975,34.66
Spain,ESP,1976,40.19
Spain,ESP,1977,38.25
Spain,ESP,1978,42.31
Spain,ESP,1979,44.24
Spain,ESP,1980,44
Spain,ESP,1981,39.94
Spain,ESP,1982,39
Spain,ESP,1983,39.42
Spain,ESP,1984,44.7
Spain,ESP,1985,47.1
Spain,ESP,1986,52.03
Spain,ESP,1987,56.29
Spain,ESP,1988,57.36
Spain,ESP,1989,54.59
Spain,ESP,1990,52.7
Spain,ESP,1991,49.71
Spain,ESP,1992,40.99
Spain,ESP,1993,47.28
Spain,ESP,1994,50.39
Spain,ESP,1995,48.67
Spain,ESP,1996,60.23
Spain,ESP,1997,54.67
Spain,ESP,1998,64.75
Spain,ESP,1999,64.44
Spain,ESP,2000,60.84
Spain,ESP,2001,61.56
Spain,ESP,2002,57.39
Spain,ESP,2003,66.66
Spain,ESP,2004,59.75
Spain,ESP,2005,51.77
Spain,ESP,2006,55.17
Spain,ESP,2007,56.67
Spain,ESP,2008,42.83
Spain,ESP,2009,45.37
Spain,ESP,2010,54.65
Spain,ESP,2011,49.83
Spain,ESP,2012,48.09
Spain,ESP,2013,56.12
Spain,ESP,2014,64.11
Spain,ESP,2015,62.14
Spain,ESP,2016,57.66
Spain,ESP,2017,63.54
Spain,ESP,2018,61.63
Spain,ESP,2019,60.34
Spain,ESP,2020,63.64
Sweden,SWE,1961,31.37
Sweden,SWE,1962,33.56
Sweden,SWE,1963,39.35
Sweden,SWE,1964,45.75
Sweden,SWE,1965,50.91
Sweden,SWE,1966,52.78
Sweden,SWE,1967,58.51
Sweden,SWE,1968,62.98
Sweden,SWE,1969,67.14
Sweden,SWE,1970,73.88
Sweden,SWE,1971,76.62
Sweden,SWE,1972,76.83
Sweden,SWE,1973,87.3
Sweden,SWE,1974,77.95
Sweden,SWE,1975,85.83
Sweden,SWE,1976,86.28
Sweden,SWE,1977,86.18
Sweden,SWE,1978,85.32
Sweden,SWE,1979,85.85
Sweden,SWE,1980,81.87
Sweden,SWE,1981,83.82
Sweden,SWE,1982,84.52
Sweden,SWE,1983,87.68
Sweden,SWE,1984,86.34
Sweden,SWE,1985,84.16
Sweden,SWE,1986,82.82
Sweden,SWE,1987,83.55
Sweden,SWE,1988,77.47
Sweden,SWE,1989,77.62
Sweden,SWE,1990,74.42
Sweden,SWE,1991,66.31
Sweden,SWE,1992,74.71
Sweden,SWE,1993,81.38
Sweden,SWE,1994,77.7
Sweden,SWE,1995,69.77
Sweden,SWE,1996,73.88
Sweden,SWE,1997,73.95
Sweden,SWE,1998,70.4
Sweden,SWE,1999,71.71
Sweden,SWE,2000,75.6
Sweden,SWE,2001,69.74
Sweden,SWE,2002,69.54
Sweden,SWE,2003,68.1
Sweden,SWE,2004,66.75
Sweden,SWE,2005,60.04
Sweden,SWE,2006,60.52
Sweden,SWE,2007,63.43
Sweden,SWE,2008,71.24
Sweden,SWE,2009,54.13
Sweden,SWE,2010,63.78
Sweden,SWE,2011,65.77
Sweden,SWE,2012,57.04
Sweden,SWE,2013,62.11
Sweden,SWE,2014,70.07
Sweden,SWE,2015,73.77
Sweden,SWE,2016,72.42
Sweden,SWE,2017,77.57
Sweden,SWE,2018,72.37
Sweden,SWE,2019,71.82
Sweden,SWE,2020,84.65
United Kingdom,GBR,1961,68.05
United Kingdom,GBR,1962,73.61
United Kingdom,GBR,1963,78.88
United Kingdom,GBR,1964,79.81
United Kingdom,GBR,1965,92.6
United Kingdom,GBR,1966,102.23
United Kingdom,GBR,1967,122.55
United Kingdom,GBR,1968,115.86
United Kingdom,GBR,1969,95.07
United Kingdom,GBR,1970,111.24
United Kingdom,GBR,1971,128.72
United Kingdom,GBR,1972,109.31
United Kingdom,GBR,1973,122.05
United Kingdom,GBR,1974,129.58
United Kingdom,GBR,1975,150.27
United Kingdom,GBR,1976,159.14
United Kingdom,GBR,1977,168.14
United Kingdom,GBR,1978,174.22
United Kingdom,GBR,1979,190.19
United Kingdom,GBR,1980,177.24
United Kingdom,GBR,1981,198.51
United Kingdom,GBR,1982,223.3
United Kingdom,GBR,1983,229.7
United Kingdom,GBR,1984,226.04
United Kingdom,GBR,1985,222.63
United Kingdom,GBR,1986,235.45
United Kingdom,GBR,1987,217.76
United Kingdom,GBR,1988,217.72
United Kingdom,GBR,1989,233.68
United Kingdom,GBR,1990,226.74
United Kingdom,GBR,1991,205.79
United Kingdom,GBR,1992,184.19
United Kingdom,GBR,1993,200.75
United Kingdom,GBR,1994,224.21
United Kingdom,GBR,1995,221.59
United Kingdom,GBR,1996,235.78
United Kingdom,GBR,1997,212.14
United Kingdom,GBR,1998,203.93
United Kingdom,GBR,1999,212.47
United Kingdom,GBR,2000,188.09
United Kingdom,GBR,2001,209.93
United Kingdom,GBR,2002,205.11
United Kingdom,GBR,2003,198.14
United Kingdom,GBR,2004,191.72
United Kingdom,GBR,2005,183.69
United Kingdom,GBR,2006,163.38
United Kingdom,GBR,2007,164.41
United Kingdom,GBR,2008,165.43
United Kingdom,GBR,2009,155.61
United Kingdom,GBR,2010,168.88
United Kingdom,GBR,2011,167.35
United Kingdom,GBR,2012,159.8
United Kingdom,GBR,2013,158.31
United Kingdom,GBR,2014,168.84
United Kingdom,GBR,2015,173.1
United Kingdom,GBR,2016,168.95
United Kingdom,GBR,2017,169.8
United Kingdom,GBR,2018,169.79
United Kingdom,GBR,2019,169.29
United Kingdom,GBR,2020,160.54
