Entity,Code,Year,GDP per capita growth (annual %)
Bulgaria,BGR,1996,5.749368667602539
Bulgaria,BGR,1997,-13.590923309326172
Bulgaria,BGR,1998,4.484025478363037
Bulgaria,BGR,1999,-7.881072998046875
Bulgaria,BGR,2000,5.105055809020996
Bulgaria,BGR,2001,5.911159515380859
Bulgaria,BGR,2002,8.195215225219727
Bulgaria,BGR,2003,6.074062347412109
Bulgaria,BGR,2004,7.317405700683594
Bulgaria,BGR,2005,7.865500450134277
Bulgaria,BGR,2006,7.616849422454834
Bulgaria,BGR,2007,7.378016948699951
Bulgaria,BGR,2008,6.863490581512451
Bulgaria,BGR,2009,-2.6466410160064697
Bulgaria,BGR,2010,2.212430953979492
Bulgaria,BGR,2011,2.758011817932129
Bulgaria,BGR,2012,1.340217113494873
Bulgaria,BGR,2013,-0.0024233805015683174
Bulgaria,BGR,2014,1.5423879623413086
Bulgaria,BGR,2015,4.0901079177856445
Bulgaria,BGR,2016,3.765068531036377
Bulgaria,BGR,2017,3.515538215637207
Bulgaria,BGR,2018,3.428724765777588
Bulgaria,BGR,2019,4.7725019454956055
Bulgaria,BGR,2020,-3.811516046524048
Croatia,HRV,1996,7.439193248748779
Croatia,HRV,1997,6.6510396003723145
Croatia,HRV,1998,2.2686383724212646
Croatia,HRV,1999,-0.44727784395217896
Croatia,HRV,2000,3.915520191192627
Croatia,HRV,2001,7.0741047859191895
Croatia,HRV,2002,5.659852504730225
Croatia,HRV,2003,5.495907783508301
Croatia,HRV,2004,4.120278835296631
Croatia,HRV,2005,4.178203105926514
Croatia,HRV,2006,4.913674831390381
Croatia,HRV,2007,4.935739994049072
Croatia,HRV,2008,1.9075489044189453
Croatia,HRV,2009,-7.184268474578857
Croatia,HRV,2010,-1.0264618396759033
Croatia,HRV,2011,0.26032257080078125
Croatia,HRV,2012,-1.9765496253967285
Croatia,HRV,2013,-0.08523283898830414
Croatia,HRV,2014,0.06081484258174896
Croatia,HRV,2015,3.3740928173065186
Croatia,HRV,2016,4.258016109466553
Croatia,HRV,2017,4.663175582885742
Croatia,HRV,2018,3.8235273361206055
Croatia,HRV,2019,4.056979179382324
Croatia,HRV,2020,-7.70077657699585
Cyprus,CYP,1976,21.244873046875
Cyprus,CYP,1977,16.347976684570312
Cyprus,CYP,1978,7.378347396850586
Cyprus,CYP,1979,9.054349899291992
Cyprus,CYP,1980,4.610640048980713
Cyprus,CYP,1981,0.8288261890411377
Cyprus,CYP,1982,4.774511337280273
Cyprus,CYP,1983,4.7150444984436035
Cyprus,CYP,1984,7.357755184173584
Cyprus,CYP,1985,3.615236520767212
Cyprus,CYP,1986,2.521406412124634
Cyprus,CYP,1987,5.907273292541504
Cyprus,CYP,1988,7.500785827636719
Cyprus,CYP,1989,6.419510841369629
Cyprus,CYP,1990,5.139969348907471
Cyprus,CYP,1991,-1.8347430229187012
Cyprus,CYP,1992,6.527834892272949
Cyprus,CYP,1993,-1.7026275396347046
Cyprus,CYP,1994,3.732201099395752
Cyprus,CYP,1995,6.415539264678955
Cyprus,CYP,1996,-0.35238561034202576
Cyprus,CYP,1997,1.196224570274353
Cyprus,CYP,1998,4.81774377822876
Cyprus,CYP,1999,3.8296005725860596
Cyprus,CYP,2000,4.844161033630371
Cyprus,CYP,2001,2.838122606277466
Cyprus,CYP,2002,2.541067600250244
Cyprus,CYP,2003,1.3836179971694946
Cyprus,CYP,2004,3.6308112144470215
Cyprus,CYP,2005,3.3537652492523193
Cyprus,CYP,2006,2.9812986850738525
Cyprus,CYP,2007,2.8841075897216797
Cyprus,CYP,2008,1.0765652656555176
Cyprus,CYP,2009,-4.610653877258301
Cyprus,CYP,2010,-0.6186724305152893
Cyprus,CYP,2011,-2.127828598022461
Cyprus,CYP,2012,-4.906834602355957
Cyprus,CYP,2013,-6.335597991943359
Cyprus,CYP,2014,-0.7428151369094849
Cyprus,CYP,2015,3.9733774662017822
Cyprus,CYP,2016,5.967386245727539
Cyprus,CYP,2017,4.8724870681762695
Cyprus,CYP,2018,4.411386013031006
Cyprus,CYP,2019,3.864532709121704
Cyprus,CYP,2020,-6.516627311706543
Czechia,CZE,1991,-11.402505874633789
Czechia,CZE,1992,-0.6082136631011963
Czechia,CZE,1993,-0.04205308109521866
Czechia,CZE,1994,2.872143507003784
Czechia,CZE,1995,6.566133499145508
Czechia,CZE,1996,4.3868327140808105
Czechia,CZE,1997,-0.4110690653324127
Czechia,CZE,1998,-0.262114942073822
Czechia,CZE,1999,1.4877921342849731
Czechia,CZE,2000,4.293071269989014
Czechia,CZE,2001,3.4308576583862305
Czechia,CZE,2002,1.7659742832183838
Czechia,CZE,2003,3.6133389472961426
Czechia,CZE,2004,4.782365798950195
Czechia,CZE,2005,6.454261779785156
Czechia,CZE,2006,6.478203773498535
Czechia,CZE,2007,4.956085205078125
Czechia,CZE,2008,1.838240146636963
Czechia,CZE,2009,-5.198981761932373
Czechia,CZE,2010,2.136880397796631
Czechia,CZE,2011,1.550189733505249
Czechia,CZE,2012,-0.9237344264984131
Czechia,CZE,2013,-0.0790528953075409
Czechia,CZE,2014,2.1545004844665527
Czechia,CZE,2015,5.181402683258057
Czechia,CZE,2016,2.34055233001709
Czechia,CZE,2017,4.889721870422363
Czechia,CZE,2018,2.8541080951690674
Czechia,CZE,2019,2.6245574951171875
Czechia,CZE,2020,-6.026656627655029
Denmark,DNK,1961,5.6387434005737305
Denmark,DNK,1962,4.847446918487549
Denmark,DNK,1963,-0.15261004865169525
Denmark,DNK,1964,8.400118827819824
Denmark,DNK,1965,3.743684768676758
Denmark,DNK,1966,1.9191980361938477
Denmark,DNK,1967,4.7016191482543945
Denmark,DNK,1968,4.912387847900391
Denmark,DNK,1969,5.921885013580322
Denmark,DNK,1970,0.8362811207771301
Denmark,DNK,1971,2.2916994094848633
Denmark,DNK,1972,3.3366150856018066
Denmark,DNK,1973,3.4656143188476562
Denmark,DNK,1974,-1.5816924571990967
Denmark,DNK,1975,-1.7403056621551514
Denmark,DNK,1976,5.658698081970215
Denmark,DNK,1977,1.5535141229629517
Denmark,DNK,1978,1.9092901945114136
Denmark,DNK,1979,3.614290475845337
Denmark,DNK,1980,-0.6039291024208069
Denmark,DNK,1981,-0.637904167175293
Denmark,DNK,1982,3.760789394378662
Denmark,DNK,1983,2.6665449142456055
Denmark,DNK,1984,4.2207112312316895
Denmark,DNK,1985,3.961610794067383
Denmark,DNK,1986,4.763986110687256
Denmark,DNK,1987,0.1273602992296219
Denmark,DNK,1988,-0.0621761791408062
Denmark,DNK,1989,0.5848308205604553
Denmark,DNK,1990,1.3105251789093018
Denmark,DNK,1991,1.1308401823043823
Denmark,DNK,1992,1.6204208135604858
Denmark,DNK,1993,-0.3219599425792694
Denmark,DNK,1994,4.977347373962402
Denmark,DNK,1995,2.492248058319092
Denmark,DNK,1996,2.3194057941436768
Denmark,DNK,1997,2.8326644897460938
Denmark,DNK,1998,1.8476139307022095
Denmark,DNK,1999,2.6079442501068115
Denmark,DNK,2000,3.4006845951080322
Denmark,DNK,2001,0.4625343084335327
Denmark,DNK,2002,0.14588072896003723
Denmark,DNK,2003,0.11735817044973373
Denmark,DNK,2004,2.4032340049743652
Denmark,DNK,2005,2.055110454559326
Denmark,DNK,2006,3.572063446044922
Denmark,DNK,2007,0.4627314805984497
Denmark,DNK,2008,-1.0948420763015747
Denmark,DNK,2009,-5.414013862609863
Denmark,DNK,2010,1.41948664188385
Denmark,DNK,2011,0.920393705368042
Denmark,DNK,2012,-0.14991608262062073
Denmark,DNK,2013,0.5134244561195374
Denmark,DNK,2014,1.105433464050293
Denmark,DNK,2015,1.6221662759780884
Denmark,DNK,2016,2.443368911743164
Denmark,DNK,2017,2.1623551845550537
Denmark,DNK,2018,1.485085129737854
Denmark,DNK,2019,1.7496141195297241
Denmark,DNK,2020,-2.3473360538482666
Estonia,EST,1996,6.502784252166748
Estonia,EST,1997,14.347209930419922
Estonia,EST,1998,5.34689998626709
Estonia,EST,1999,-0.7178244590759277
Estonia,EST,2000,9.556418418884277
Estonia,EST,2001,6.681033611297607
Estonia,EST,2002,7.449840545654297
Estonia,EST,2003,8.277711868286133
Estonia,EST,2004,7.444416522979736
Estonia,EST,2005,10.15499496459961
Estonia,EST,2006,10.41473388671875
Estonia,EST,2007,8.071024894714355
Estonia,EST,2008,-4.877286434173584
Estonia,EST,2009,-14.46432876586914
Estonia,EST,2010,2.678164005279541
Estonia,EST,2011,7.589211463928223
Estonia,EST,2012,3.5983622074127197
Estonia,EST,2013,1.8201541900634766
Estonia,EST,2014,3.281874895095825
Estonia,EST,2015,1.7862746715545654
Estonia,EST,2016,3.1255383491516113
Estonia,EST,2017,5.664039134979248
Estonia,EST,2018,3.7720232009887695
Estonia,EST,2019,3.713646650314331
Estonia,EST,2020,-3.14261531829834
Finland,FIN,1961,6.847965240478516
Finland,FIN,1962,2.284048557281494
Finland,FIN,1963,2.5574724674224854
Finland,FIN,1964,4.654852867126465
Finland,FIN,1965,4.952389240264893
Finland,FIN,1966,1.98984694480896
Finland,FIN,1967,1.617028832435608
Finland,FIN,1968,1.8450062274932861
Finland,FIN,1969,9.656904220581055
Finland,FIN,1970,5.211438179016113
Finland,FIN,1971,2.2278246879577637
Finland,FIN,1972,7.096153736114502
Finland,FIN,1973,6.377978801727295
Finland,FIN,1974,2.697457790374756
Finland,FIN,1975,1.3540252447128296
Finland,FIN,1976,0.04235117509961128
Finland,FIN,1977,-0.04050564765930176
Finland,FIN,1978,2.6246256828308105
Finland,FIN,1979,6.848494529724121
Finland,FIN,1980,5.0617146492004395
Finland,FIN,1981,0.8846710324287415
Finland,FIN,1982,2.5320041179656982
Finland,FIN,1983,2.503843307495117
Finland,FIN,1984,2.6875197887420654
Finland,FIN,1985,3.1179256439208984
Finland,FIN,1986,2.4224298000335693
Finland,FIN,1987,3.2814764976501465
Finland,FIN,1988,4.911739826202393
Finland,FIN,1989,4.7084431648254395
Finland,FIN,1990,0.2249099463224411
Finland,FIN,1991,-6.39894962310791
Finland,FIN,1992,-3.8365330696105957
Finland,FIN,1993,-1.1414880752563477
Finland,FIN,1994,3.515885353088379
Finland,FIN,1995,3.819876194000244
Finland,FIN,1996,3.327669382095337
Finland,FIN,1997,6.018052577972412
Finland,FIN,1998,5.177591323852539
Finland,FIN,1999,4.137574672698975
Finland,FIN,2000,5.553997993469238
Finland,FIN,2001,2.376654863357544
Finland,FIN,2002,1.4609286785125732
Finland,FIN,2003,1.7608386278152466
Finland,FIN,2004,3.6905877590179443
Finland,FIN,2005,2.4286892414093018
Finland,FIN,2006,3.628941297531128
Finland,FIN,2007,4.852313041687012
Finland,FIN,2008,0.31588637828826904
Finland,FIN,2009,-8.513028144836426
Finland,FIN,2010,2.7149667739868164
Finland,FIN,2011,2.0733962059020996
Finland,FIN,2012,-1.8655911684036255
Finland,FIN,2013,-1.3572156429290771
Finland,FIN,2014,-0.7761083841323853
Finland,FIN,2015,0.2130294144153595
Finland,FIN,2016,2.5163798332214355
Finland,FIN,2017,2.950531482696533
Finland,FIN,2018,1.007880687713623
Finland,FIN,2019,1.109278678894043
Finland,FIN,2020,-2.93965482711792
France,FRA,1961,3.604901075363159
France,FRA,1962,5.361746788024902
France,FRA,1963,4.751682281494141
France,FRA,1964,5.24837064743042
France,FRA,1965,3.625023126602173
France,FRA,1966,4.180609703063965
France,FRA,1967,4.000543594360352
France,FRA,1968,3.6751534938812256
France,FRA,1969,6.306959629058838
France,FRA,1970,5.300139904022217
France,FRA,1971,4.485036373138428
France,FRA,1972,3.6763010025024414
France,FRA,1973,5.515947341918945
France,FRA,1974,3.5526249408721924
France,FRA,1975,-1.582712173461914
France,FRA,1976,3.801210641860962
France,FRA,1977,2.993838310241699
France,FRA,1978,3.5523831844329834
France,FRA,1979,3.1252760887145996
France,FRA,1980,1.128687858581543
France,FRA,1981,0.5789605975151062
France,FRA,1982,1.9743489027023315
France,FRA,1983,0.6899958848953247
France,FRA,1984,0.9481115341186523
France,FRA,1985,1.0541212558746338
France,FRA,1986,1.7599546909332275
France,FRA,1987,1.9774926900863647
France,FRA,1988,4.153395652770996
France,FRA,1989,3.780015468597412
France,FRA,1990,2.4016478061676025
France,FRA,1991,0.4897935390472412
France,FRA,1992,1.095401406288147
France,FRA,1993,-1.0582880973815918
France,FRA,1994,1.9780094623565674
France,FRA,1995,1.7385056018829346
France,FRA,1996,1.0545601844787598
France,FRA,1997,1.9749298095703125
France,FRA,1998,3.207526445388794
France,FRA,1999,2.8906924724578857
France,FRA,2000,3.214280605316162
France,FRA,2001,1.2441887855529785
France,FRA,2002,0.4027148187160492
France,FRA,2003,0.11108174175024033
France,FRA,2004,2.075364589691162
France,FRA,2005,0.8997645378112793
France,FRA,2006,1.7375400066375732
France,FRA,2007,1.7929822206497192
France,FRA,2008,-0.3037596642971039
France,FRA,2009,-3.371737241744995
France,FRA,2010,1.4470081329345703
France,FRA,2011,1.6996129751205444
France,FRA,2012,-0.17120672762393951
France,FRA,2013,0.059916380792856216
France,FRA,2014,0.4790775775909424
France,FRA,2015,0.7540243268013
France,FRA,2016,0.8290566802024841
France,FRA,2017,1.9949984550476074
France,FRA,2018,1.585878849029541
France,FRA,2019,1.6203584671020508
France,FRA,2020,-8.034379005432129
Germany,DEU,1971,2.943650245666504
Germany,DEU,1972,3.802475929260254
Germany,DEU,1973,4.448017120361328
Germany,DEU,1974,0.8507603406906128
Germany,DEU,1975,-0.4964342415332794
Germany,DEU,1976,5.400212287902832
Germany,DEU,1977,3.581437110900879
Germany,DEU,1978,3.09818172454834
Germany,DEU,1979,4.1043314933776855
Germany,DEU,1980,1.198693871498108
Germany,DEU,1981,0.3762425184249878
Germany,DEU,1982,-0.3000578284263611
Germany,DEU,1983,1.8390341997146606
Germany,DEU,1984,3.1789872646331787
Germany,DEU,1985,2.5568835735321045
Germany,DEU,1986,2.240535020828247
Germany,DEU,1987,1.2464996576309204
Germany,DEU,1988,3.302863836288452
Germany,DEU,1989,3.096179962158203
Germany,DEU,1990,4.351639270782471
Germany,DEU,1991,4.34522008895874
Germany,DEU,1992,1.1510462760925293
Germany,DEU,1993,-1.6256842613220215
Germany,DEU,1994,2.0373542308807373
Germany,DEU,1995,1.2461419105529785
Germany,DEU,1996,0.5144372582435608
Germany,DEU,1997,1.6433342695236206
Germany,DEU,1998,1.9984853267669678
Germany,DEU,1999,1.8214280605316162
Germany,DEU,2000,2.773221254348755
Germany,DEU,2001,1.5105582475662231
Germany,DEU,2002,-0.36562833189964294
Germany,DEU,2003,-0.7550771832466125
Germany,DEU,2004,1.1970553398132324
Germany,DEU,2005,0.7889171242713928
Germany,DEU,2006,3.933610439300537
Germany,DEU,2007,3.114245891571045
Germany,DEU,2008,1.1520297527313232
Germany,DEU,2009,-5.4545769691467285
Germany,DEU,2010,4.339606761932373
Germany,DEU,2011,5.869635581970215
Germany,DEU,2012,0.23016099631786346
Germany,DEU,2013,0.16387055814266205
Germany,DEU,2014,1.7843419313430786
Germany,DEU,2015,0.6171053647994995
Germany,DEU,2016,1.408102035522461
Germany,DEU,2017,2.297206163406372
Germany,DEU,2018,0.7826900482177734
Germany,DEU,2019,0.8278647661209106
Germany,DEU,2020,-4.647544860839844
Greece,GRC,1961,12.309795379638672
Greece,GRC,1962,-0.23136232793331146
Greece,GRC,1963,11.430811882019043
Greece,GRC,1964,9.01366138458252
Greece,GRC,1965,10.25106143951416
Greece,GRC,1966,5.711672782897949
Greece,GRC,1967,4.812396049499512
Greece,GRC,1968,6.508586883544922
Greece,GRC,1969,11.156734466552734
Greece,GRC,1970,8.318258285522461
Greece,GRC,1971,7.374327182769775
Greece,GRC,1972,9.446392059326172
Greece,GRC,1973,7.6026082038879395
Greece,GRC,1974,-6.7820868492126465
Greece,GRC,1975,5.373057842254639
Greece,GRC,1976,5.205081462860107
Greece,GRC,1977,1.610302448272705
Greece,GRC,1978,5.86527156829834
Greece,GRC,1979,2.002458095550537
Greece,GRC,1980,-0.30689945816993713
Greece,GRC,1981,-2.4324607849121094
Greece,GRC,1982,-1.7402528524398804
Greece,GRC,1983,-1.652402400970459
Greece,GRC,1984,1.5036721229553223
Greece,GRC,1985,2.1122946739196777
Greece,GRC,1986,0.18573829531669617
Greece,GRC,1987,-2.585123300552368
Greece,GRC,1988,3.9097769260406494
Greece,GRC,1989,3.2597296237945557
Greece,GRC,1990,-1.0522328615188599
Greece,GRC,1991,1.8698344230651855
Greece,GRC,1992,-0.06629946827888489
Greece,GRC,1993,-2.1771504878997803
Greece,GRC,1994,1.4905587434768677
Greece,GRC,1995,1.6238254308700562
Greece,GRC,1996,2.4098432064056396
Greece,GRC,1997,3.9700815677642822
Greece,GRC,1998,3.32069993019104
Greece,GRC,1999,2.6780993938446045
Greece,GRC,2000,3.4955637454986572
Greece,GRC,2001,3.5916526317596436
Greece,GRC,2002,3.5426230430603027
Greece,GRC,2003,5.542360305786133
Greece,GRC,2004,4.801379203796387
Greece,GRC,2005,0.30456796288490295
Greece,GRC,2006,5.335601806640625
Greece,GRC,2007,3.010984182357788
Greece,GRC,2008,-0.5993897914886475
Greece,GRC,2009,-4.552116870880127
Greece,GRC,2010,-5.600368499755859
Greece,GRC,2011,-10.016281127929688
Greece,GRC,2012,-6.58290433883667
Greece,GRC,2013,-1.8065513372421265
Greece,GRC,2014,1.1472119092941284
Greece,GRC,2015,0.4636527895927429
Greece,GRC,2016,-0.07242458313703537
Greece,GRC,2017,1.2922903299331665
Greece,GRC,2018,1.8749032020568848
Greece,GRC,2019,1.910891056060791
Greece,GRC,2020,-8.840356826782227
Hungary,HUN,1992,-3.026235580444336
Hungary,HUN,1993,-0.46266523003578186
Hungary,HUN,1994,3.0881683826446533
Hungary,HUN,1995,1.6309175491333008
Hungary,HUN,1996,0.25447091460227966
Hungary,HUN,1997,3.3511288166046143
Hungary,HUN,1998,4.142035961151123
Hungary,HUN,1999,3.363400459289551
Hungary,HUN,2000,4.750946998596191
Hungary,HUN,2001,4.313089847564697
Hungary,HUN,2002,5.03995943069458
Hungary,HUN,2003,4.383083343505859
Hungary,HUN,2004,5.233218193054199
Hungary,HUN,2005,4.502906322479248
Hungary,HUN,2006,4.10975980758667
Hungary,HUN,2007,0.43244537711143494
Hungary,HUN,2008,1.1834793090820312
Hungary,HUN,2009,-6.45067024230957
Hungary,HUN,2010,1.3118388652801514
Hungary,HUN,2011,2.149195671081543
Hungary,HUN,2012,-0.7464883327484131
Hungary,HUN,2013,2.0870931148529053
Hungary,HUN,2014,4.5048604011535645
Hungary,HUN,2015,3.9502170085906982
Hungary,HUN,2016,2.493985176086426
Hungary,HUN,2017,4.546135425567627
Hungary,HUN,2018,5.493163108825684
Hungary,HUN,2019,4.601390361785889
Hungary,HUN,2020,-4.470454216003418
Ireland,IRL,1971,2.266446590423584
Ireland,IRL,1972,4.918859004974365
Ireland,IRL,1973,3.055224895477295
Ireland,IRL,1974,2.5472047328948975
Ireland,IRL,1975,3.9324419498443604
Ireland,IRL,1976,-0.12389907985925674
Ireland,IRL,1977,6.755713939666748
Ireland,IRL,1978,5.676693439483643
Ireland,IRL,1979,1.708912968635559
Ireland,IRL,1980,1.8998725414276123
Ireland,IRL,1981,2.1222991943359375
Ireland,IRL,1982,1.3210206031799316
Ireland,IRL,1983,-0.9490061402320862
Ireland,IRL,1984,3.7096800804138184
Ireland,IRL,1985,2.920733690261841
Ireland,IRL,1986,-0.47356361150741577
Ireland,IRL,1987,4.652240753173828
Ireland,IRL,1988,5.668377876281738
Ireland,IRL,1989,6.234038829803467
Ireland,IRL,1990,8.375006675720215
Ireland,IRL,1991,1.3452988862991333
Ireland,IRL,1992,2.6406073570251465
Ireland,IRL,1993,2.1805906295776367
Ireland,IRL,1994,5.339771270751953
Ireland,IRL,1995,9.073770523071289
Ireland,IRL,1996,6.5269646644592285
Ireland,IRL,1997,9.907157897949219
Ireland,IRL,1998,7.628673076629639
Ireland,IRL,1999,9.283617973327637
Ireland,IRL,2000,7.950754165649414
Ireland,IRL,2001,3.6411540508270264
Ireland,IRL,2002,4.126674175262451
Ireland,IRL,2003,1.3452014923095703
Ireland,IRL,2004,4.851231575012207
Ireland,IRL,2005,3.4574472904205322
Ireland,IRL,2006,2.18803334236145
Ireland,IRL,2007,2.304713726043701
Ireland,IRL,2008,-6.41412353515625
Ireland,IRL,2009,-6.059452533721924
Ireland,IRL,2010,1.2021410465240479
Ireland,IRL,2011,0.628754198551178
Ireland,IRL,2012,-0.4749806821346283
Ireland,IRL,2013,0.735188364982605
Ireland,IRL,2014,7.921896934509277
Ireland,IRL,2015,23.999094009399414
Ireland,IRL,2016,0.8968220949172974
Ireland,IRL,2017,7.760441780090332
Ireland,IRL,2018,7.687745571136475
Ireland,IRL,2019,3.49190092086792
Ireland,IRL,2020,4.776937484741211
Italy,ITA,1961,7.486418724060059
Italy,ITA,1962,5.487477779388428
Italy,ITA,1963,4.842052459716797
Italy,ITA,1964,1.9555326700210571
Italy,ITA,1965,2.4020462036132812
Italy,ITA,1966,5.164163112640381
Italy,ITA,1967,6.405677795410156
Italy,ITA,1968,5.873594760894775
Italy,ITA,1969,5.499179363250732
Italy,ITA,1970,4.713420867919922
Italy,ITA,1971,1.3442803621292114
Italy,ITA,1972,3.103489875793457
Italy,ITA,1973,6.401805877685547
Italy,ITA,1974,4.812013626098633
Italy,ITA,1975,-2.6731839179992676
Italy,ITA,1976,6.592319488525391
Italy,ITA,1977,2.1258275508880615
Italy,ITA,1978,2.872936248779297
Italy,ITA,1979,5.653223991394043
Italy,ITA,1980,3.217170238494873
Italy,ITA,1981,0.7232323884963989
Italy,ITA,1982,0.33922499418258667
Italy,ITA,1983,1.132491111755371
Italy,ITA,1984,3.2027828693389893
Italy,ITA,1985,2.768381357192993
Italy,ITA,1986,2.8543667793273926
Italy,ITA,1987,3.1814303398132324
Italy,ITA,1988,4.144042015075684
Italy,ITA,1989,3.310861825942993
Italy,ITA,1990,1.9004398584365845
Italy,ITA,1991,1.4681756496429443
Italy,ITA,1992,0.7658076286315918
Italy,ITA,1993,-0.91340172290802
Italy,ITA,1994,2.1302154064178467
Italy,ITA,1995,2.885202407836914
Italy,ITA,1996,1.2383283376693726
