Entity,Code,Year,4_1_ExpSchoolYears
Sweden,SWE,2013,18.07908
Sweden,SWE,2014,18.19613
Sweden,SWE,2015,18.5686
Sweden,SWE,2016,18.83243
Sweden,SWE,2017,19.48234
Sweden,SWE,2018,19.69102
Sweden,SWE,2019,19.41853
Sweden,SWE,2020,19.41853
Sweden,SWE,2021,19.41853
United Kingdom,GBR,1990,13.65499
United Kingdom,GBR,1991,13.92667
United Kingdom,GBR,1992,14.27547
United Kingdom,GBR,1993,14.486753
United Kingdom,GBR,1994,14.698036
United Kingdom,GBR,1995,14.90932
United Kingdom,GBR,1996,15.120604
United Kingdom,GBR,1997,15.331886
United Kingdom,GBR,1998,15.54317
United Kingdom,GBR,1999,15.89178
United Kingdom,GBR,2000,16.09624
United Kingdom,GBR,2001,16.11755
United Kingdom,GBR,2002,16.10576
United Kingdom,GBR,2003,16.08026
United Kingdom,GBR,2004,16.54345
United Kingdom,GBR,2005,16.62688
United Kingdom,GBR,2006,16.06059
United Kingdom,GBR,2007,15.86335
United Kingdom,GBR,2008,15.96727
United Kingdom,GBR,2009,16.11256
United Kingdom,GBR,2010,16.36291
United Kingdom,GBR,2011,15.72979
United Kingdom,GBR,2012,15.6733
United Kingdom,GBR,2013,17.63429
United Kingdom,GBR,2014,17.48591
United Kingdom,GBR,2015,17.32866
United Kingdom,GBR,2016,17.413544
United Kingdom,GBR,2017,17.49843
United Kingdom,GBR,2018,17.24805
United Kingdom,GBR,2019,17.30972
United Kingdom,GBR,2020,17.30972
United Kingdom,GBR,2021,17.30972
