Entity,Code,Year,2_1_GDP_2015_USD
Sweden,SWE,1984,257250705408
Sweden,SWE,1985,262808289280
Sweden,SWE,1986,269881311232
Sweden,SWE,1987,278932717568
Sweden,SWE,1988,286070702080
Sweden,SWE,1989,293665308672
Sweden,SWE,1990,295881539584
Sweden,SWE,1991,292490805248
Sweden,SWE,1992,289102036992
Sweden,SWE,1993,283130298368
Sweden,SWE,1994,294257229824
Sweden,SWE,1995,305836818432
Sweden,SWE,1996,310667378688
Sweden,SWE,1997,320206503936
Sweden,SWE,1998,334013300736
Sweden,SWE,1999,348199452672
Sweden,SWE,2000,364795854848
Sweden,SWE,2001,370083561472
Sweden,SWE,2002,378214023168
Sweden,SWE,2003,386950037504
Sweden,SWE,2004,403731513344
Sweden,SWE,2005,415273385984
Sweden,SWE,2006,434636652544
Sweden,SWE,2007,449584758784
Sweden,SWE,2008,447559139328
Sweden,SWE,2009,428136005632
Sweden,SWE,2010,453619122176
Sweden,SWE,2011,468113752064
Sweden,SWE,2012,465359831040
Sweden,SWE,2013,470887235584
Sweden,SWE,2014,483402481664
Sweden,SWE,2015,505103777792
Sweden,SWE,2016,515562438656
Sweden,SWE,2017,528801693696
Sweden,SWE,2018,539113422848
Sweden,SWE,2019,549821284352
Sweden,SWE,2020,533611839488
United Kingdom,GBR,1960,781539737600
United Kingdom,GBR,1961,802462498816
United Kingdom,GBR,1962,811312939008
United Kingdom,GBR,1963,850859458560
United Kingdom,GBR,1964,897943076864
United Kingdom,GBR,1965,917178613760
United Kingdom,GBR,1966,931606757376
United Kingdom,GBR,1967,957565763584
United Kingdom,GBR,1968,1009667735552
United Kingdom,GBR,1969,1029094703104
United Kingdom,GBR,1970,1094111920128
United Kingdom,GBR,1971,1132457492480
United Kingdom,GBR,1972,1181398466560
United Kingdom,GBR,1973,1258471161856
United Kingdom,GBR,1974,1227205640192
United Kingdom,GBR,1975,1209120980992
United Kingdom,GBR,1976,1244309618688
United Kingdom,GBR,1977,1274891599872
United Kingdom,GBR,1978,1328491397120
United Kingdom,GBR,1979,1378296791040
United Kingdom,GBR,1980,1350298501120
United Kingdom,GBR,1981,1339661615104
United Kingdom,GBR,1982,1366386409472
United Kingdom,GBR,1983,1424073293824
United Kingdom,GBR,1984,1456386998272
United Kingdom,GBR,1985,1516789301248
United Kingdom,GBR,1986,1564573433856
United Kingdom,GBR,1987,1648946708480
United Kingdom,GBR,1988,1743471247360
United Kingdom,GBR,1989,1788410986496
United Kingdom,GBR,1990,1801533521920
United Kingdom,GBR,1991,1781660385280
United Kingdom,GBR,1992,1788806299648
United Kingdom,GBR,1993,1833344565248
United Kingdom,GBR,1994,1903855140864
United Kingdom,GBR,1995,1952054509568
United Kingdom,GBR,1996,1999461023744
United Kingdom,GBR,1997,2097615077376
United Kingdom,GBR,1998,2163773276160
United Kingdom,GBR,1999,2228472512512
United Kingdom,GBR,2000,2310310199296
United Kingdom,GBR,2001,2358194995200
United Kingdom,GBR,2002,2408264761344
United Kingdom,GBR,2003,2481232543744
United Kingdom,GBR,2004,2539681218560
United Kingdom,GBR,2005,2605542277120
United Kingdom,GBR,2006,2672872128512
United Kingdom,GBR,2007,2733532774400
United Kingdom,GBR,2008,2726982057984
United Kingdom,GBR,2009,2611157401600
United Kingdom,GBR,2010,2666812669952
United Kingdom,GBR,2011,2705683120128
United Kingdom,GBR,2012,2745453510656
United Kingdom,GBR,2013,2797343080448
United Kingdom,GBR,2014,2881016299520
United Kingdom,GBR,2015,2956573802496
United Kingdom,GBR,2016,3023494709248
United Kingdom,GBR,2017,3088029843456
United Kingdom,GBR,2018,3139010822144
United Kingdom,GBR,2019,3191493361664
United Kingdom,GBR,2020,2891615567872
