Entity,Code,Year,Land under perm. meadows and pastures | 00006655 || Share in Land area | 007209 || percent
Syria,SYR,1997,45.07
Syria,SYR,1998,45
Syria,SYR,1999,44.97
Syria,SYR,2000,45.48
Syria,SYR,2001,45.02
Syria,SYR,2002,45.37
Syria,SYR,2003,45.4
Syria,SYR,2004,45.1
Syria,SYR,2005,45.03
Syria,SYR,2006,45.15
Syria,SYR,2007,44.73
Syria,SYR,2008,44.83
Syria,SYR,2009,44.89
Syria,SYR,2010,44.72
Syria,SYR,2011,44.65
Syria,SYR,2012,44.6
Syria,SYR,2013,44.59
Syria,SYR,2014,44.59
Syria,SYR,2015,44.59
Syria,SYR,2016,44.59
Syria,SYR,2017,44.59
Syria,SYR,2018,44.59
Syria,SYR,2019,44.59
Syria,SYR,2020,44.59
Turkey,TUR,1961,14.75
Turkey,TUR,1962,14.68
Turkey,TUR,1963,14.62
Turkey,TUR,1964,14.55
Turkey,TUR,1965,14.49
Turkey,TUR,1966,14.42
Turkey,TUR,1967,14.36
Turkey,TUR,1968,14.29
Turkey,TUR,1969,14.16
Turkey,TUR,1970,14.03
Turkey,TUR,1971,13.9
Turkey,TUR,1972,13.77
Turkey,TUR,1973,13.64
Turkey,TUR,1974,13.51
Turkey,TUR,1975,13.38
Turkey,TUR,1976,13.25
Turkey,TUR,1977,13.12
Turkey,TUR,1978,12.99
Turkey,TUR,1979,13.12
Turkey,TUR,1980,13.12
Turkey,TUR,1981,13.12
Turkey,TUR,1982,13.12
Turkey,TUR,1983,13.12
Turkey,TUR,1984,13.25
Turkey,TUR,1985,13.77
Turkey,TUR,1986,14.29
Turkey,TUR,1987,14.94
Turkey,TUR,1988,14.94
Turkey,TUR,1989,15.59
Turkey,TUR,1990,15.59
Turkey,TUR,1991,16.08
Turkey,TUR,1992,16.08
Turkey,TUR,1993,16.08
Turkey,TUR,1994,16.08
Turkey,TUR,1995,16.08
Turkey,TUR,1996,16.08
Turkey,TUR,1997,16.08
Turkey,TUR,1998,16.83
Turkey,TUR,1999,17.54
Turkey,TUR,2000,18.32
Turkey,TUR,2001,18.99
Turkey,TUR,2002,18.99
Turkey,TUR,2003,18.99
Turkey,TUR,2004,18.99
Turkey,TUR,2005,18.99
Turkey,TUR,2006,18.99
Turkey,TUR,2007,18.99
Turkey,TUR,2008,18.99
Turkey,TUR,2009,18.99
Turkey,TUR,2010,18.99
Turkey,TUR,2011,18.99
Turkey,TUR,2012,18.99
Turkey,TUR,2013,18.99
Turkey,TUR,2014,18.99
Turkey,TUR,2015,18.99
Turkey,TUR,2016,18.99
Turkey,TUR,2017,18.99
Turkey,TUR,2018,18.99
Turkey,TUR,2019,18.99
Turkey,TUR,2020,18.99
Turkmenistan,TKM,1992,71.93
Turkmenistan,TKM,1993,71.93
Turkmenistan,TKM,1994,71.71
Turkmenistan,TKM,1995,71.71
Turkmenistan,TKM,1996,71.71
Turkmenistan,TKM,1997,71.71
Turkmenistan,TKM,1998,71.71
Turkmenistan,TKM,1999,71.61
Turkmenistan,TKM,2000,71.29
Turkmenistan,TKM,2001,71.07
Turkmenistan,TKM,2002,70.76
Turkmenistan,TKM,2003,70.41
Turkmenistan,TKM,2004,70.12
Turkmenistan,TKM,2005,69.76
Turkmenistan,TKM,2006,69.37
Turkmenistan,TKM,2007,69.05
Turkmenistan,TKM,2008,68.73
Turkmenistan,TKM,2009,68.43
Turkmenistan,TKM,2010,68.1
Turkmenistan,TKM,2011,67.75
Turkmenistan,TKM,2012,67.75
Turkmenistan,TKM,2013,67.75
Turkmenistan,TKM,2014,67.75
Turkmenistan,TKM,2015,67.75
Turkmenistan,TKM,2016,67.75
Turkmenistan,TKM,2017,67.75
Turkmenistan,TKM,2018,67.75
Turkmenistan,TKM,2019,67.75
Turkmenistan,TKM,2020,67.75
United Arab Emirates,ARE,1961,2.82
United Arab Emirates,ARE,1962,2.82
United Arab Emirates,ARE,1963,2.82
United Arab Emirates,ARE,1964,2.82
United Arab Emirates,ARE,1965,2.82
United Arab Emirates,ARE,1966,2.82
United Arab Emirates,ARE,1967,2.82
United Arab Emirates,ARE,1968,2.82
United Arab Emirates,ARE,1969,2.82
United Arab Emirates,ARE,1970,2.82
United Arab Emirates,ARE,1971,2.82
United Arab Emirates,ARE,1972,2.82
United Arab Emirates,ARE,1973,2.82
United Arab Emirates,ARE,1974,2.82
United Arab Emirates,ARE,1975,2.82
United Arab Emirates,ARE,1976,2.82
United Arab Emirates,ARE,1977,2.82
United Arab Emirates,ARE,1978,2.82
United Arab Emirates,ARE,1979,2.82
United Arab Emirates,ARE,1980,2.82
United Arab Emirates,ARE,1981,2.82
United Arab Emirates,ARE,1982,2.82
United Arab Emirates,ARE,1983,2.82
United Arab Emirates,ARE,1984,2.82
United Arab Emirates,ARE,1985,2.82
United Arab Emirates,ARE,1986,2.82
United Arab Emirates,ARE,1987,2.82
United Arab Emirates,ARE,1988,2.82
United Arab Emirates,ARE,1989,2.82
United Arab Emirates,ARE,1990,3.24
United Arab Emirates,ARE,1991,3.52
United Arab Emirates,ARE,1992,3.8
United Arab Emirates,ARE,1993,3.94
United Arab Emirates,ARE,1994,4.08
United Arab Emirates,ARE,1995,4.22
United Arab Emirates,ARE,1996,4.22
United Arab Emirates,ARE,1997,4.22
United Arab Emirates,ARE,1998,4.22
United Arab Emirates,ARE,1999,4.22
United Arab Emirates,ARE,2000,4.22
United Arab Emirates,ARE,2001,4.22
United Arab Emirates,ARE,2002,4.22
United Arab Emirates,ARE,2003,4.22
United Arab Emirates,ARE,2004,4.22
United Arab Emirates,ARE,2005,4.22
United Arab Emirates,ARE,2006,4.22
United Arab Emirates,ARE,2007,4.22
United Arab Emirates,ARE,2008,4.22
United Arab Emirates,ARE,2009,4.22
United Arab Emirates,ARE,2010,4.22
United Arab Emirates,ARE,2011,4.22
United Arab Emirates,ARE,2012,4.22
United Arab Emirates,ARE,2013,4.22
United Arab Emirates,ARE,2014,4.22
United Arab Emirates,ARE,2015,4.22
United Arab Emirates,ARE,2016,4.22
United Arab Emirates,ARE,2017,4.22
United Arab Emirates,ARE,2018,4.22
United Arab Emirates,ARE,2019,4.22
United Arab Emirates,ARE,2020,4.22
Uzbekistan,UZB,1992,53.76
Uzbekistan,UZB,1993,53.6
Uzbekistan,UZB,1994,53.6
Uzbekistan,UZB,1995,53.6
Uzbekistan,UZB,1996,53.6
Uzbekistan,UZB,1997,53.6
Uzbekistan,UZB,1998,52.89
Uzbekistan,UZB,1999,52.89
Uzbekistan,UZB,2000,51.61
Uzbekistan,UZB,2001,51.62
Uzbekistan,UZB,2002,50.97
Uzbekistan,UZB,2003,50.65
Uzbekistan,UZB,2004,50.32
Uzbekistan,UZB,2005,49.99
Uzbekistan,UZB,2006,49.66
Uzbekistan,UZB,2007,49.31
Uzbekistan,UZB,2008,48.98
Uzbekistan,UZB,2009,48.66
Uzbekistan,UZB,2010,48.33
Uzbekistan,UZB,2011,48.01
Uzbekistan,UZB,2012,47.68
Uzbekistan,UZB,2013,47.36
Uzbekistan,UZB,2014,48.48
Uzbekistan,UZB,2015,47.95
Uzbekistan,UZB,2016,47.95
Uzbekistan,UZB,2017,47.93
Uzbekistan,UZB,2018,47.9
Uzbekistan,UZB,2019,47.93
Uzbekistan,UZB,2020,48.21
Yemen,YEM,1961,41.67
Yemen,YEM,1962,41.67
Yemen,YEM,1963,41.67
Yemen,YEM,1964,41.67
Yemen,YEM,1965,41.67
Yemen,YEM,1966,41.67
Yemen,YEM,1967,41.67
Yemen,YEM,1968,41.67
Yemen,YEM,1969,41.67
Yemen,YEM,1970,41.67
Yemen,YEM,1971,41.67
Yemen,YEM,1972,41.67
Yemen,YEM,1973,41.67
Yemen,YEM,1974,41.67
Yemen,YEM,1975,41.67
Yemen,YEM,1976,41.67
Yemen,YEM,1977,41.67
Yemen,YEM,1978,41.67
Yemen,YEM,1979,41.67
Yemen,YEM,1980,41.67
Yemen,YEM,1981,41.67
Yemen,YEM,1982,41.67
Yemen,YEM,1983,41.67
Yemen,YEM,1984,41.67
Yemen,YEM,1985,41.67
Yemen,YEM,1986,41.67
Yemen,YEM,1987,41.67
Yemen,YEM,1988,41.67
Yemen,YEM,1989,41.67
Yemen,YEM,1990,41.67
Yemen,YEM,1991,41.67
Yemen,YEM,1992,41.67
Yemen,YEM,1993,41.67
Yemen,YEM,1994,41.67
Yemen,YEM,1995,41.67
Yemen,YEM,1996,41.67
Yemen,YEM,1997,41.67
Yemen,YEM,1998,41.67
Yemen,YEM,1999,41.67
Yemen,YEM,2000,41.67
Yemen,YEM,2001,41.67
Yemen,YEM,2002,41.67
Yemen,YEM,2003,41.67
Yemen,YEM,2004,41.67
Yemen,YEM,2005,41.67
Yemen,YEM,2006,41.67
Yemen,YEM,2007,41.67
Yemen,YEM,2008,41.67
Yemen,YEM,2009,41.67
Yemen,YEM,2010,41.67
Yemen,YEM,2011,41.67
Yemen,YEM,2012,41.67
Yemen,YEM,2013,41.67
Yemen,YEM,2014,41.67
Yemen,YEM,2015,41.67
Yemen,YEM,2016,41.67
Yemen,YEM,2017,41.67
Yemen,YEM,2018,41.67
Yemen,YEM,2019,41.67
Yemen,YEM,2020,41.67
