Entity,Code,Year,0_0_CO2pc
Azerbaijan,AZE,1872,0.050464153
Azerbaijan,AZE,1873,0.046932545
Azerbaijan,AZE,1874,0.056447554
Azerbaijan,AZE,1875,0.06437794
Azerbaijan,AZE,1876,0.07919838
Azerbaijan,AZE,1877,0.08008815
Azerbaijan,AZE,1878,0.10371311
Azerbaijan,AZE,1879,0.105448194
Azerbaijan,AZE,1880,0.12257362
Azerbaijan,AZE,1881,0.12792604
Azerbaijan,AZE,1882,0.13351664
Azerbaijan,AZE,1883,0.15057997
Azerbaijan,AZE,1884,0.15149035
Azerbaijan,AZE,1885,0.16350158
Azerbaijan,AZE,1886,0.16616145
Azerbaijan,AZE,1887,0.17422321
Azerbaijan,AZE,1888,0.180071
Azerbaijan,AZE,1889,0.19269565
Azerbaijan,AZE,1890,0.21623275
Azerbaijan,AZE,1891,0.23590904
Azerbaijan,AZE,1892,0.24743685
Azerbaijan,AZE,1893,0.28737873
Azerbaijan,AZE,1894,0.29002252
Azerbaijan,AZE,1895,0.33020467
Azerbaijan,AZE,1896,0.3330817
Azerbaijan,AZE,1897,0.38159865
Azerbaijan,AZE,1898,0.4240729
Azerbaijan,AZE,1899,0.48747262
Azerbaijan,AZE,1900,0.5471756
Azerbaijan,AZE,1901,0.5566297
Azerbaijan,AZE,1902,0.53271174
Azerbaijan,AZE,1903,0.51634026
Azerbaijan,AZE,1904,0.56923217
Azerbaijan,AZE,1905,0.50347596
Azerbaijan,AZE,1906,0.569035
Azerbaijan,AZE,1907,0.63155687
Azerbaijan,AZE,1908,0.62963504
Azerbaijan,AZE,1909,0.65859306
Azerbaijan,AZE,1910,0.63998926
Azerbaijan,AZE,1911,0.657476
Azerbaijan,AZE,1912,0.73798156
Azerbaijan,AZE,1913,0.7943695
Azerbaijan,AZE,1914,0.7103964
Azerbaijan,AZE,1915,0.6461009
Azerbaijan,AZE,1916,0.6823508
Azerbaijan,AZE,1917,0.6222574
Azerbaijan,AZE,1918,0.245903
Azerbaijan,AZE,1919,0.2081277
Azerbaijan,AZE,1920,0.18806164
Azerbaijan,AZE,1921,0.20209502
Azerbaijan,AZE,1922,0.24422671
Azerbaijan,AZE,1923,0.26733115
Azerbaijan,AZE,1924,0.3156041
Azerbaijan,AZE,1925,0.30866408
Azerbaijan,AZE,1926,0.44315693
Azerbaijan,AZE,1927,0.54595315
Azerbaijan,AZE,1928,0.5957972
Azerbaijan,AZE,1929,0.63612336
Azerbaijan,AZE,1930,0.86000043
Azerbaijan,AZE,1931,1.024393
Azerbaijan,AZE,1932,1.1423546
Azerbaijan,AZE,1933,1.2661905
Azerbaijan,AZE,1934,1.5164684
Azerbaijan,AZE,1935,1.6988537
Azerbaijan,AZE,1936,1.9276575
Azerbaijan,AZE,1937,1.9549552
Azerbaijan,AZE,1938,2.0447903
Azerbaijan,AZE,1939,2.0510874
Azerbaijan,AZE,1940,2.4360695
Azerbaijan,AZE,1941,2.1208384
Azerbaijan,AZE,1942,1.1503446
Azerbaijan,AZE,1943,1.189649
Azerbaijan,AZE,1944,1.7095251
Azerbaijan,AZE,1945,1.7871504
Azerbaijan,AZE,1946,1.9858084
Azerbaijan,AZE,1947,2.36738
Azerbaijan,AZE,1948,2.492687
Azerbaijan,AZE,1949,2.7950034
Azerbaijan,AZE,1950,2.833828
Azerbaijan,AZE,1951,3.0054212
Azerbaijan,AZE,1952,3.148463
Azerbaijan,AZE,1953,3.2542539
Azerbaijan,AZE,1954,3.4654608
Azerbaijan,AZE,1955,3.8280122
Azerbaijan,AZE,1956,4.0867004
Azerbaijan,AZE,1957,4.345942
Azerbaijan,AZE,1958,4.502657
Azerbaijan,AZE,1959,4.587388
Azerbaijan,AZE,1960,4.6252484
Azerbaijan,AZE,1961,4.6199107
Azerbaijan,AZE,1962,4.697449
Azerbaijan,AZE,1963,4.8827286
Azerbaijan,AZE,1964,5.03857
Azerbaijan,AZE,1965,5.194155
Azerbaijan,AZE,1966,5.3416767
Azerbaijan,AZE,1967,5.454298
Azerbaijan,AZE,1968,5.4865136
Azerbaijan,AZE,1969,5.5971136
Azerbaijan,AZE,1970,5.769198
Azerbaijan,AZE,1971,6.0109057
Azerbaijan,AZE,1972,6.2135158
Azerbaijan,AZE,1973,6.367561
Azerbaijan,AZE,1974,6.502418
Azerbaijan,AZE,1975,6.724496
Azerbaijan,AZE,1976,6.872126
Azerbaijan,AZE,1977,6.997103
Azerbaijan,AZE,1978,7.1309676
Azerbaijan,AZE,1979,7.089489
Azerbaijan,AZE,1980,7.2683344
Azerbaijan,AZE,1981,7.035898
Azerbaijan,AZE,1982,7.0654273
Azerbaijan,AZE,1983,7.0583334
Azerbaijan,AZE,1984,7.0086794
Azerbaijan,AZE,1985,7.4314756
Azerbaijan,AZE,1986,7.609273
Azerbaijan,AZE,1987,7.088048
Azerbaijan,AZE,1988,7.1017823
Azerbaijan,AZE,1989,7.0159893
Azerbaijan,AZE,1990,6.909928
Azerbaijan,AZE,1991,6.627127
Azerbaijan,AZE,1992,7.3494544
Azerbaijan,AZE,1993,6.253927
Azerbaijan,AZE,1994,5.3623753
Azerbaijan,AZE,1995,4.222073
Azerbaijan,AZE,1996,3.930292
Azerbaijan,AZE,1997,3.7252452
Azerbaijan,AZE,1998,3.9379878
Azerbaijan,AZE,1999,3.5265093
Azerbaijan,AZE,2000,3.6025753
Azerbaijan,AZE,2001,3.4763598
Azerbaijan,AZE,2002,3.5404081
Azerbaijan,AZE,2003,3.618808
Azerbaijan,AZE,2004,3.7489984
Azerbaijan,AZE,2005,3.9608893
Azerbaijan,AZE,2006,4.4627414
Azerbaijan,AZE,2007,3.4306915
Azerbaijan,AZE,2008,3.938994
Azerbaijan,AZE,2009,3.493168
Azerbaijan,AZE,2010,3.3162515
Azerbaijan,AZE,2011,3.5234141
Azerbaijan,AZE,2012,3.455071
Azerbaijan,AZE,2013,3.4900715
Azerbaijan,AZE,2014,3.5258524
Azerbaijan,AZE,2015,3.516297
Azerbaijan,AZE,2016,3.4809992
Azerbaijan,AZE,2017,3.4361122
Azerbaijan,AZE,2018,3.4056375
Azerbaijan,AZE,2019,3.6879482
Azerbaijan,AZE,2020,3.646883
Azerbaijan,AZE,2021,3.7324574
Georgia,GEO,1830,0.00006383903
Georgia,GEO,1831,0.000075910226
Georgia,GEO,1832,0.00005014668
Georgia,GEO,1833,0.000062113344
Georgia,GEO,1850,0.000330421
Georgia,GEO,1855,0.00095794135
Georgia,GEO,1858,0.0013091628
Georgia,GEO,1859,0.0013756703
Georgia,GEO,1860,0.0018014017
Georgia,GEO,1861,0.0022674021
Georgia,GEO,1862,0.0020269137
Georgia,GEO,1863,0.0021029972
Georgia,GEO,1864,0.00233793
Georgia,GEO,1865,0.002214056
Georgia,GEO,1866,0.006932443
Georgia,GEO,1867,0.007883703
Georgia,GEO,1868,0.00649911
Georgia,GEO,1869,0.008736533
Georgia,GEO,1870,0.009395298
Georgia,GEO,1871,0.012569152
Georgia,GEO,1872,0.012786421
Georgia,GEO,1873,0.0118919145
Georgia,GEO,1874,0.014303995
Georgia,GEO,1875,0.016313948
Georgia,GEO,1876,0.020070905
Georgia,GEO,1877,0.020297378
Georgia,GEO,1878,0.02628621
Georgia,GEO,1879,0.026727084
Georgia,GEO,1880,0.03106914
Georgia,GEO,1881,0.032427717
Georgia,GEO,1882,0.033846468
Georgia,GEO,1883,0.03817401
Georgia,GEO,1884,0.03840653
Georgia,GEO,1885,0.04145396
Georgia,GEO,1886,0.04213044
Georgia,GEO,1887,0.044176366
Georgia,GEO,1888,0.04566164
Georgia,GEO,1889,0.048865065
Georgia,GEO,1890,0.054836605
Georgia,GEO,1891,0.059829623
Georgia,GEO,1892,0.06275615
Georgia,GEO,1893,0.072889976
Georgia,GEO,1894,0.073564224
Georgia,GEO,1895,0.08376046
Georgia,GEO,1896,0.08449427
Georgia,GEO,1897,0.0968067
Georgia,GEO,1898,0.1075872
Georgia,GEO,1899,0.12367778
Georgia,GEO,1900,0.13883184
Georgia,GEO,1901,0.14123741
Georgia,GEO,1902,0.13517544
Georgia,GEO,1903,0.13102752
Georgia,GEO,1904,0.1444564
Georgia,GEO,1905,0.12777548
Georgia,GEO,1906,0.1444206
Georgia,GEO,1907,0.16029646
Georgia,GEO,1908,0.15981625
Georgia,GEO,1909,0.16717473
Georgia,GEO,1910,0.1624603
Georgia,GEO,1911,0.16690747
Georgia,GEO,1912,0.18735395
Georgia,GEO,1913,0.20167929
Georgia,GEO,1914,0.18036892
Georgia,GEO,1915,0.16405222
Georgia,GEO,1916,0.17326504
Georgia,GEO,1917,0.15801331
Georgia,GEO,1918,0.06244373
Georgia,GEO,1919,0.05285104
Georgia,GEO,1920,0.047755778
Georgia,GEO,1921,0.051319275
Georgia,GEO,1922,0.062017724
Georgia,GEO,1923,0.06788491
Georgia,GEO,1924,0.08014328
Georgia,GEO,1925,0.078381
Georgia,GEO,1926,0.112533495
Georgia,GEO,1927,0.13863723
Georgia,GEO,1928,0.15090978
Georgia,GEO,1929,0.16105026
Georgia,GEO,1930,0.21781427
Georgia,GEO,1931,0.2595285
Georgia,GEO,1932,0.28940046
Georgia,GEO,1933,0.3209811
Georgia,GEO,1934,0.38437957
Georgia,GEO,1935,0.43053183
Georgia,GEO,1936,0.48841015
Georgia,GEO,1937,0.49540812
Georgia,GEO,1938,0.5181812
Georgia,GEO,1939,0.5197915
Georgia,GEO,1940,0.6176337
Georgia,GEO,1941,0.53750074
Georgia,GEO,1942,0.29211393
Georgia,GEO,1943,0.3020947
Georgia,GEO,1944,0.43410984
Georgia,GEO,1945,0.4536025
Georgia,GEO,1946,0.50384885
Georgia,GEO,1947,0.60057086
Georgia,GEO,1948,0.63212144
Georgia,GEO,1949,0.7106213
Georgia,GEO,1950,0.7835299
Georgia,GEO,1951,0.83870494
Georgia,GEO,1952,0.8874306
Georgia,GEO,1953,0.92722833
Georgia,GEO,1954,0.9991801
Georgia,GEO,1955,1.1180602
Georgia,GEO,1956,1.2097491
Georgia,GEO,1957,1.3044013
Georgia,GEO,1958,1.3708386
Georgia,GEO,1959,1.4170061
Georgia,GEO,1960,1.4497037
Georgia,GEO,1961,1.4698309
Georgia,GEO,1962,1.5170434
Georgia,GEO,1963,1.6001846
Georgia,GEO,1964,1.6750313
Georgia,GEO,1965,1.7501863
Georgia,GEO,1966,1.8184562
Georgia,GEO,1967,1.8689357
Georgia,GEO,1968,1.8889112
Georgia,GEO,1969,1.9345077
Georgia,GEO,1970,2.0079756
Georgia,GEO,1971,2.1169868
Georgia,GEO,1972,2.2137477
Georgia,GEO,1973,2.293483
Georgia,GEO,1974,2.3669195
Georgia,GEO,1975,2.4726832
Georgia,GEO,1976,2.5496972
Georgia,GEO,1977,2.6175344
Georgia,GEO,1978,2.6884363
Georgia,GEO,1979,2.6919322
Georgia,GEO,1980,2.7780113
Georgia,GEO,1981,2.708282
Georgia,GEO,1982,2.7393541
Georgia,GEO,1983,2.7575684
Georgia,GEO,1984,2.7612102
Georgia,GEO,1985,2.954431
Georgia,GEO,1986,2.896122
Georgia,GEO,1987,2.9042127
Georgia,GEO,1988,2.9940884
Georgia,GEO,1989,2.9741008
Georgia,GEO,1990,2.9578822
Georgia,GEO,1991,2.9822226
Georgia,GEO,1992,2.9158175
Georgia,GEO,1993,1.9338229
Georgia,GEO,1994,1.2140758
Georgia,GEO,1995,0.46954393
Georgia,GEO,1996,0.8514128
Georgia,GEO,1997,0.9539292
Georgia,GEO,1998,1.0931224
Georgia,GEO,1999,0.9809935
Georgia,GEO,2000,1.0551473
Georgia,GEO,2001,0.9005507
Georgia,GEO,2002,0.82537556
Georgia,GEO,2003,0.9296572
Georgia,GEO,2004,1.0718614
Georgia,GEO,2005,1.2666893
Georgia,GEO,2006,1.5498016
Georgia,GEO,2007,1.6294355
Georgia,GEO,2008,1.3683547
Georgia,GEO,2009,1.5915183
Georgia,GEO,2010,1.6180118
Georgia,GEO,2011,2.0421784
Georgia,GEO,2012,2.1697433
Georgia,GEO,2013,2.1163492
Georgia,GEO,2014,2.368345
Georgia,GEO,2015,2.5870674
Georgia,GEO,2016,2.6696846
Georgia,GEO,2017,2.6969206
Georgia,GEO,2018,2.6674635
Georgia,GEO,2019,2.8959723
Georgia,GEO,2020,2.8387778
Georgia,GEO,2021,2.929708
Iran,IRN,1906,0.00033643492
Iran,IRN,1911,0.012267257
Iran,IRN,1912,0.023186535
Iran,IRN,1913,0.0798395
Iran,IRN,1914,0.11181164
Iran,IRN,1915,0.1364618
Iran,IRN,1916,0.19909866
Iran,IRN,1917,0.28304574
Iran,IRN,1918,0.3556675
Iran,IRN,1919,0.44987553
Iran,IRN,1920,0.5654262
Iran,IRN,1921,0.745017
Iran,IRN,1922,0.925595
Iran,IRN,1923,1.1232437
Iran,IRN,1924,1.266963
Iran,IRN,1925,1.2882912
Iran,IRN,1926,1.3209724
Iran,IRN,1927,1.4166024
Iran,IRN,1928,1.4500823
Iran,IRN,1929,1.3548036
Iran,IRN,1930,1.4344009
Iran,IRN,1931,1.3561629
Iran,IRN,1932,1.4890176
Iran,IRN,1933,1.6086007
Iran,IRN,1934,1.681365
Iran,IRN,1935,1.6413506
Iran,IRN,1936,1.765783
Iran,IRN,1937,2.1518636
Iran,IRN,1938,2.12037
Iran,IRN,1939,1.9740081
Iran,IRN,1940,1.7573373
Iran,IRN,1941,1.3325852
Iran,IRN,1942,1.8704208
Iran,IRN,1943,1.9122713
Iran,IRN,1944,2.5932462
Iran,IRN,1945,3.2643735
Iran,IRN,1946,3.6849916
Iran,IRN,1947,3.8494434
Iran,IRN,1948,4.687141
Iran,IRN,1949,4.9899154
Iran,IRN,1950,4.9972453
Iran,IRN,1951,0.40150103
Iran,IRN,1952,0.23233643
Iran,IRN,1953,0.21249342
Iran,IRN,1954,0.056630306
Iran,IRN,1955,0.8378405
Iran,IRN,1956,1.1797545
Iran,IRN,1957,1.1006571
Iran,IRN,1958,1.2430892
Iran,IRN,1959,1.2279745
Iran,IRN,1960,1.7466422
Iran,IRN,1961,1.6607249
Iran,IRN,1962,1.6557548
Iran,IRN,1963,1.7758616
Iran,IRN,1964,1.9842083
Iran,IRN,1965,2.1777406
Iran,IRN,1966,2.523883
Iran,IRN,1967,2.5974839
Iran,IRN,1968,3.063391
Iran,IRN,1969,3.0038948
Iran,IRN,1970,3.2263064
Iran,IRN,1971,3.4716446
Iran,IRN,1972,3.520745
Iran,IRN,1973,4.1790624
Iran,IRN,1974,4.507696
Iran,IRN,1975,4.2369685
Iran,IRN,1976,4.6233506
Iran,IRN,1977,4.6946206
Iran,IRN,1978,4.5036798
Iran,IRN,1979,4.380659
Iran,IRN,1980,3.128033
Iran,IRN,1981,2.791657
Iran,IRN,1982,3.2416673
Iran,IRN,1983,3.3974955
Iran,IRN,1984,3.284437
Iran,IRN,1985,3.382053
Iran,IRN,1986,3.0176578
Iran,IRN,1987,3.1372755
Iran,IRN,1988,3.360899
Iran,IRN,1989,3.5455072
Iran,IRN,1990,3.7628624
Iran,IRN,1991,3.8253236
Iran,IRN,1992,3.8222535
Iran,IRN,1993,3.9428532
Iran,IRN,1994,4.39805
Iran,IRN,1995,4.4671903
Iran,IRN,1996,4.4853425
Iran,IRN,1997,4.2740626
Iran,IRN,1998,4.814003
Iran,IRN,1999,5.8860474
Iran,IRN,2000,5.6320558
Iran,IRN,2001,5.920553
Iran,IRN,2002,5.9059186
Iran,IRN,2003,6.087358
Iran,IRN,2004,6.4017963
Iran,IRN,2005,6.5993915
Iran,IRN,2006,7.0661244
Iran,IRN,2007,7.0888224
Iran,IRN,2008,7.292085
Iran,IRN,2009,7.5215907
Iran,IRN,2010,7.5592775
Iran,IRN,2011,7.562403
Iran,IRN,2012,7.60904
Iran,IRN,2013,7.6212144
Iran,IRN,2014,7.9122066
Iran,IRN,2015,7.721905
Iran,IRN,2016,7.608397
Iran,IRN,2017,8.11077
Iran,IRN,2018,8.186843
Iran,IRN,2019,8.120656
Iran,IRN,2020,8.362657
Iran,IRN,2021,8.517396
Israel,ISR,1930,0.0694068
Israel,ISR,1931,0.06699648
Israel,ISR,1932,0.08205684
Israel,ISR,1933,0.10123321
Israel,ISR,1934,0.10253383
Israel,ISR,1935,0.12945543
Israel,ISR,1936,0.10434341
Israel,ISR,1937,0.10488934
Israel,ISR,1938,0.059473142
Israel,ISR,1939,0.065909564
Israel,ISR,1940,0.08448471
Israel,ISR,1941,0.06503424
Israel,ISR,1942,0.11743209
Israel,ISR,1943,0.08677566
Israel,ISR,1944,0.08727379
Israel,ISR,1945,0.07009825
Israel,ISR,1946,0.12161328
Israel,ISR,1947,0.14651988
Israel,ISR,1948,0.06904127
Israel,ISR,1949,0.09951186
Israel,ISR,1950,1.2998623
Israel,ISR,1951,2.1817765
Israel,ISR,1952,2.6260026
Israel,ISR,1953,2.7849922
Israel,ISR,1954,2.8690813
Israel,ISR,1955,3.0770547
Israel,ISR,1956,2.948747
Israel,ISR,1957,3.0619404
Israel,ISR,1958,3.155414
Israel,ISR,1959,3.0685835
Israel,ISR,1960,3.3959749
Israel,ISR,1961,3.5600786
Israel,ISR,1962,3.8337364
Israel,ISR,1963,3.7953403
Israel,ISR,1964,4.046786
Israel,ISR,1965,5.4757924
Israel,ISR,1966,5.5033073
Israel,ISR,1967,5.2519307
Israel,ISR,1968,5.13777
Israel,ISR,1969,5.2946086
Israel,ISR,1970,5.695758
Israel,ISR,1971,5.373017
Israel,ISR,1972,5.412089
Israel,ISR,1973,5.99238
Israel,ISR,1974,5.8627677
Israel,ISR,1975,5.7673984
Israel,ISR,1976,5.621696
Israel,ISR,1977,5.581418
Israel,ISR,1978,5.8279815
Israel,ISR,1979,5.6761656
Israel,ISR,1980,5.60395
Israel,ISR,1981,5.5066705
Israel,ISR,1982,6.127879
Israel,ISR,1983,5.95839
Israel,ISR,1984,5.763668
Israel,ISR,1985,5.884495
Israel,ISR,1986,6.1340446
