Entity,Code,Year,1_1_LandArea_sq_km
Qatar,QAT,1968,11610
Qatar,QAT,1969,11610
Qatar,QAT,1970,11610
Qatar,QAT,1971,11610
Qatar,QAT,1972,11610
Qatar,QAT,1973,11610
Qatar,QAT,1974,11610
Qatar,QAT,1975,11610
Qatar,QAT,1976,11610
Qatar,QAT,1977,11610
Qatar,QAT,1978,11610
Qatar,QAT,1979,11610
Qatar,QAT,1980,11610
Qatar,QAT,1981,11610
Qatar,QAT,1982,11610
Qatar,QAT,1983,11610
Qatar,QAT,1984,11610
Qatar,QAT,1985,11610
Qatar,QAT,1986,11610
Qatar,QAT,1987,11610
Qatar,QAT,1988,11610
Qatar,QAT,1989,11610
Qatar,QAT,1990,11610
Qatar,QAT,1991,11610
Qatar,QAT,1992,11610
Qatar,QAT,1993,11610
Qatar,QAT,1994,11610
Qatar,QAT,1995,11610
Qatar,QAT,1996,11610
Qatar,QAT,1997,11610
Qatar,QAT,1998,11610
Qatar,QAT,1999,11610
Qatar,QAT,2000,11610
Qatar,QAT,2001,11610
Qatar,QAT,2002,11610
Qatar,QAT,2003,11610
Qatar,QAT,2004,11610
Qatar,QAT,2005,11610
Qatar,QAT,2006,11610
Qatar,QAT,2007,11610
Qatar,QAT,2008,11610
Qatar,QAT,2009,11610
Qatar,QAT,2010,11610
Qatar,QAT,2011,11610
Qatar,QAT,2012,11610
Qatar,QAT,2013,11610
Qatar,QAT,2014,11490
Qatar,QAT,2015,11490
Qatar,QAT,2016,11490
Qatar,QAT,2017,11490
Qatar,QAT,2018,11490
Qatar,QAT,2019,11490
Qatar,QAT,2020,11490
Qatar,QAT,2021,11490
Saudi Arabia,SAU,1961,2149690
Saudi Arabia,SAU,1962,2149690
Saudi Arabia,SAU,1963,2149690
Saudi Arabia,SAU,1964,2149690
Saudi Arabia,SAU,1965,2149690
Saudi Arabia,SAU,1966,2149690
Saudi Arabia,SAU,1967,2149690
Saudi Arabia,SAU,1968,2149690
Saudi Arabia,SAU,1969,2149690
Saudi Arabia,SAU,1970,2149690
Saudi Arabia,SAU,1971,2149690
Saudi Arabia,SAU,1972,2149690
Saudi Arabia,SAU,1973,2149690
Saudi Arabia,SAU,1974,2149690
Saudi Arabia,SAU,1975,2149690
Saudi Arabia,SAU,1976,2149690
Saudi Arabia,SAU,1977,2149690
Saudi Arabia,SAU,1978,2149690
Saudi Arabia,SAU,1979,2149690
Saudi Arabia,SAU,1980,2149690
Saudi Arabia,SAU,1981,2149690
Saudi Arabia,SAU,1982,2149690
Saudi Arabia,SAU,1983,2149690
Saudi Arabia,SAU,1984,2149690
Saudi Arabia,SAU,1985,2149690
Saudi Arabia,SAU,1986,2149690
Saudi Arabia,SAU,1987,2149690
Saudi Arabia,SAU,1988,2149690
Saudi Arabia,SAU,1989,2149690
Saudi Arabia,SAU,1990,2149690
Saudi Arabia,SAU,1991,2149690
Saudi Arabia,SAU,1992,2149690
Saudi Arabia,SAU,1993,2149690
Saudi Arabia,SAU,1994,2149690
Saudi Arabia,SAU,1995,2149690
Saudi Arabia,SAU,1996,2149690
Saudi Arabia,SAU,1997,2149690
Saudi Arabia,SAU,1998,2149690
Saudi Arabia,SAU,1999,2149690
Saudi Arabia,SAU,2000,2149690
Saudi Arabia,SAU,2001,2149690
Saudi Arabia,SAU,2002,2149690
Saudi Arabia,SAU,2003,2149690
Saudi Arabia,SAU,2004,2149690
Saudi Arabia,SAU,2005,2149690
Saudi Arabia,SAU,2006,2149690
Saudi Arabia,SAU,2007,2149690
Saudi Arabia,SAU,2008,2149690
Saudi Arabia,SAU,2009,2149690
Saudi Arabia,SAU,2010,2149690
Saudi Arabia,SAU,2011,2149690
Saudi Arabia,SAU,2012,2149690
Saudi Arabia,SAU,2013,2149690
Saudi Arabia,SAU,2014,2149690
Saudi Arabia,SAU,2015,2149690
Saudi Arabia,SAU,2016,2149690
Saudi Arabia,SAU,2017,2149690
Saudi Arabia,SAU,2018,2149690
Saudi Arabia,SAU,2019,2149690
Saudi Arabia,SAU,2020,2149690
Saudi Arabia,SAU,2021,2149690
Syria,SYR,1961,183780
Syria,SYR,1962,183780
Syria,SYR,1963,183780
Syria,SYR,1964,183780
Syria,SYR,1965,183780
Syria,SYR,1966,183780
Syria,SYR,1967,183780
Syria,SYR,1968,183780
Syria,SYR,1969,183780
Syria,SYR,1970,183780
Syria,SYR,1971,183780
Syria,SYR,1972,183780
Syria,SYR,1973,183780
Syria,SYR,1974,183780
Syria,SYR,1975,183780
Syria,SYR,1976,183780
Syria,SYR,1977,183780
Syria,SYR,1978,183780
Syria,SYR,1979,183780
Syria,SYR,1980,183780
Syria,SYR,1981,183780
Syria,SYR,1982,183780
Syria,SYR,1983,183780
Syria,SYR,1984,183780
Syria,SYR,1985,183780
Syria,SYR,1986,183780
Syria,SYR,1987,183780
Syria,SYR,1988,183780
Syria,SYR,1989,183780
Syria,SYR,1990,183780
Syria,SYR,1991,183780
Syria,SYR,1992,183780
Syria,SYR,1993,183780
Syria,SYR,1994,183780
Syria,SYR,1995,183780
Syria,SYR,1996,183780
Syria,SYR,1997,183780
Syria,SYR,1998,183780
Syria,SYR,1999,183780
Syria,SYR,2000,183780
Syria,SYR,2001,183780
Syria,SYR,2002,183780
Syria,SYR,2003,183590
Syria,SYR,2004,183570
Syria,SYR,2005,183570
Syria,SYR,2006,183630
Syria,SYR,2007,183640
Syria,SYR,2008,183640
Syria,SYR,2009,183640
Syria,SYR,2010,183630
Syria,SYR,2011,183630
Syria,SYR,2012,183630
Syria,SYR,2013,183630
Syria,SYR,2014,183630
Syria,SYR,2015,183630
Syria,SYR,2016,183630
Syria,SYR,2017,183630
Syria,SYR,2018,183630
Syria,SYR,2019,183630
Syria,SYR,2020,183630
Syria,SYR,2021,183630
Turkey,TUR,1961,769630
Turkey,TUR,1962,769630
Turkey,TUR,1963,769630
Turkey,TUR,1964,769630
Turkey,TUR,1965,769630
Turkey,TUR,1966,769630
Turkey,TUR,1967,769630
Turkey,TUR,1968,769630
Turkey,TUR,1969,769630
Turkey,TUR,1970,769630
Turkey,TUR,1971,769630
Turkey,TUR,1972,769630
Turkey,TUR,1973,769630
Turkey,TUR,1974,769630
Turkey,TUR,1975,769630
Turkey,TUR,1976,769630
Turkey,TUR,1977,769630
Turkey,TUR,1978,769630
Turkey,TUR,1979,769630
Turkey,TUR,1980,769630
Turkey,TUR,1981,769630
Turkey,TUR,1982,769630
Turkey,TUR,1983,769630
Turkey,TUR,1984,769630
Turkey,TUR,1985,769630
Turkey,TUR,1986,769630
Turkey,TUR,1987,769630
Turkey,TUR,1988,769630
Turkey,TUR,1989,769630
Turkey,TUR,1990,769630
Turkey,TUR,1991,769630
Turkey,TUR,1992,769630
Turkey,TUR,1993,769630
Turkey,TUR,1994,769630
Turkey,TUR,1995,769630
Turkey,TUR,1996,769630
Turkey,TUR,1997,769630
Turkey,TUR,1998,769630
Turkey,TUR,1999,769630
Turkey,TUR,2000,769630
Turkey,TUR,2001,769630
Turkey,TUR,2002,769630
Turkey,TUR,2003,769630
Turkey,TUR,2004,769630
Turkey,TUR,2005,769630
Turkey,TUR,2006,769630
Turkey,TUR,2007,769630
Turkey,TUR,2008,769630
Turkey,TUR,2009,769630
Turkey,TUR,2010,769630
Turkey,TUR,2011,769630
Turkey,TUR,2012,769630
Turkey,TUR,2013,769630
Turkey,TUR,2014,769630
Turkey,TUR,2015,769630
Turkey,TUR,2016,769630
Turkey,TUR,2017,769630
Turkey,TUR,2018,769630
Turkey,TUR,2019,769630
Turkey,TUR,2020,769630
Turkey,TUR,2021,769630
Turkmenistan,TKM,1961,469930
Turkmenistan,TKM,1962,469930
Turkmenistan,TKM,1963,469930
Turkmenistan,TKM,1964,469930
Turkmenistan,TKM,1965,469930
Turkmenistan,TKM,1966,469930
Turkmenistan,TKM,1967,469930
Turkmenistan,TKM,1968,469930
Turkmenistan,TKM,1969,469930
Turkmenistan,TKM,1970,469930
Turkmenistan,TKM,1971,469930
Turkmenistan,TKM,1972,469930
Turkmenistan,TKM,1973,469930
Turkmenistan,TKM,1974,469930
Turkmenistan,TKM,1975,469930
Turkmenistan,TKM,1976,469930
Turkmenistan,TKM,1977,469930
Turkmenistan,TKM,1978,469930
Turkmenistan,TKM,1979,469930
Turkmenistan,TKM,1980,469930
Turkmenistan,TKM,1981,469930
Turkmenistan,TKM,1982,469930
Turkmenistan,TKM,1983,469930
Turkmenistan,TKM,1984,469930
Turkmenistan,TKM,1985,469930
Turkmenistan,TKM,1986,469930
Turkmenistan,TKM,1987,469930
Turkmenistan,TKM,1988,469930
Turkmenistan,TKM,1989,469930
Turkmenistan,TKM,1990,469930
Turkmenistan,TKM,1991,469930
Turkmenistan,TKM,1992,469930
Turkmenistan,TKM,1993,469930
Turkmenistan,TKM,1994,469930
Turkmenistan,TKM,1995,469930
Turkmenistan,TKM,1996,469930
Turkmenistan,TKM,1997,469930
Turkmenistan,TKM,1998,469930
Turkmenistan,TKM,1999,469930
Turkmenistan,TKM,2000,469930
Turkmenistan,TKM,2001,469930
Turkmenistan,TKM,2002,469930
Turkmenistan,TKM,2003,469930
Turkmenistan,TKM,2004,469930
Turkmenistan,TKM,2005,469930
Turkmenistan,TKM,2006,469930
Turkmenistan,TKM,2007,469930
Turkmenistan,TKM,2008,469930
Turkmenistan,TKM,2009,469930
Turkmenistan,TKM,2010,469930
Turkmenistan,TKM,2011,469930
Turkmenistan,TKM,2012,469930
Turkmenistan,TKM,2013,469930
Turkmenistan,TKM,2014,469930
Turkmenistan,TKM,2015,469930
Turkmenistan,TKM,2016,469930
Turkmenistan,TKM,2017,469930
Turkmenistan,TKM,2018,469930
Turkmenistan,TKM,2019,469930
Turkmenistan,TKM,2020,469930
Turkmenistan,TKM,2021,469930
United Arab Emirates,ARE,1961,71020
United Arab Emirates,ARE,1962,71020
United Arab Emirates,ARE,1963,71020
United Arab Emirates,ARE,1964,71020
United Arab Emirates,ARE,1965,71020
United Arab Emirates,ARE,1966,71020
United Arab Emirates,ARE,1967,71020
United Arab Emirates,ARE,1968,71020
United Arab Emirates,ARE,1969,71020
United Arab Emirates,ARE,1970,71020
United Arab Emirates,ARE,1971,71020
United Arab Emirates,ARE,1972,71020
United Arab Emirates,ARE,1973,71020
United Arab Emirates,ARE,1974,71020
United Arab Emirates,ARE,1975,71020
United Arab Emirates,ARE,1976,71020
United Arab Emirates,ARE,1977,71020
United Arab Emirates,ARE,1978,71020
United Arab Emirates,ARE,1979,71020
United Arab Emirates,ARE,1980,71020
United Arab Emirates,ARE,1981,71020
United Arab Emirates,ARE,1982,71020
United Arab Emirates,ARE,1983,71020
United Arab Emirates,ARE,1984,71020
United Arab Emirates,ARE,1985,71020
United Arab Emirates,ARE,1986,71020
United Arab Emirates,ARE,1987,71020
United Arab Emirates,ARE,1988,71020
United Arab Emirates,ARE,1989,71020
United Arab Emirates,ARE,1990,71020
United Arab Emirates,ARE,1991,71020
United Arab Emirates,ARE,1992,71020
United Arab Emirates,ARE,1993,71020
United Arab Emirates,ARE,1994,71020
United Arab Emirates,ARE,1995,71020
United Arab Emirates,ARE,1996,71020
United Arab Emirates,ARE,1997,71020
United Arab Emirates,ARE,1998,71020
United Arab Emirates,ARE,1999,71020
United Arab Emirates,ARE,2000,71020
United Arab Emirates,ARE,2001,71020
United Arab Emirates,ARE,2002,71020
United Arab Emirates,ARE,2003,71020
United Arab Emirates,ARE,2004,71020
United Arab Emirates,ARE,2005,71020
United Arab Emirates,ARE,2006,71020
United Arab Emirates,ARE,2007,71020
United Arab Emirates,ARE,2008,71020
United Arab Emirates,ARE,2009,71020
United Arab Emirates,ARE,2010,71020
United Arab Emirates,ARE,2011,71020
United Arab Emirates,ARE,2012,71020
United Arab Emirates,ARE,2013,71020
United Arab Emirates,ARE,2014,71020
United Arab Emirates,ARE,2015,71020
United Arab Emirates,ARE,2016,71020
United Arab Emirates,ARE,2017,71020
United Arab Emirates,ARE,2018,71020
United Arab Emirates,ARE,2019,71020
United Arab Emirates,ARE,2020,71020
United Arab Emirates,ARE,2021,71020
Uzbekistan,UZB,1961,425400
Uzbekistan,UZB,1962,425400
Uzbekistan,UZB,1963,425400
Uzbekistan,UZB,1964,425400
Uzbekistan,UZB,1965,425400
Uzbekistan,UZB,1966,425400
Uzbekistan,UZB,1967,425400
Uzbekistan,UZB,1968,425400
Uzbekistan,UZB,1969,425400
Uzbekistan,UZB,1970,425400
Uzbekistan,UZB,1971,425400
Uzbekistan,UZB,1972,425400
Uzbekistan,UZB,1973,425400
Uzbekistan,UZB,1974,425400
Uzbekistan,UZB,1975,425400
Uzbekistan,UZB,1976,425400
Uzbekistan,UZB,1977,425400
Uzbekistan,UZB,1978,425400
Uzbekistan,UZB,1979,425400
Uzbekistan,UZB,1980,425400
Uzbekistan,UZB,1981,425400
Uzbekistan,UZB,1982,425400
Uzbekistan,UZB,1983,425400
Uzbekistan,UZB,1984,425400
Uzbekistan,UZB,1985,425400
Uzbekistan,UZB,1986,425400
Uzbekistan,UZB,1987,425400
Uzbekistan,UZB,1988,425400
Uzbekistan,UZB,1989,425400
Uzbekistan,UZB,1990,425400
Uzbekistan,UZB,1991,425400
Uzbekistan,UZB,1992,425400
Uzbekistan,UZB,1993,425400
Uzbekistan,UZB,1994,425400
Uzbekistan,UZB,1995,425400
Uzbekistan,UZB,1996,425400
Uzbekistan,UZB,1997,425400
Uzbekistan,UZB,1998,425400
Uzbekistan,UZB,1999,425400
Uzbekistan,UZB,2000,425400
Uzbekistan,UZB,2001,425400
Uzbekistan,UZB,2002,425400
Uzbekistan,UZB,2003,425400
Uzbekistan,UZB,2004,425400
Uzbekistan,UZB,2005,425400
Uzbekistan,UZB,2006,425400
Uzbekistan,UZB,2007,425400
Uzbekistan,UZB,2008,425400
Uzbekistan,UZB,2009,425400
Uzbekistan,UZB,2010,425400
Uzbekistan,UZB,2011,425400
Uzbekistan,UZB,2012,425400
Uzbekistan,UZB,2013,425400
Uzbekistan,UZB,2014,425400
Uzbekistan,UZB,2015,440591
Uzbekistan,UZB,2016,440588
Uzbekistan,UZB,2017,440587
Uzbekistan,UZB,2018,440555
Uzbekistan,UZB,2019,440555
Uzbekistan,UZB,2020,440555
Uzbekistan,UZB,2021,440555
Yemen,YEM,1961,527970
Yemen,YEM,1962,527970
Yemen,YEM,1963,527970
Yemen,YEM,1964,527970
Yemen,YEM,1965,527970
Yemen,YEM,1966,527970
Yemen,YEM,1967,527970
Yemen,YEM,1968,527970
Yemen,YEM,1969,527970
Yemen,YEM,1970,527970
Yemen,YEM,1971,527970
Yemen,YEM,1972,527970
Yemen,YEM,1973,527970
Yemen,YEM,1974,527970
Yemen,YEM,1975,527970
Yemen,YEM,1976,527970
Yemen,YEM,1977,527970
Yemen,YEM,1978,527970
Yemen,YEM,1979,527970
Yemen,YEM,1980,527970
Yemen,YEM,1981,527970
Yemen,YEM,1982,527970
Yemen,YEM,1983,527970
Yemen,YEM,1984,527970
Yemen,YEM,1985,527970
Yemen,YEM,1986,527970
Yemen,YEM,1987,527970
Yemen,YEM,1988,527970
Yemen,YEM,1989,527970
Yemen,YEM,1990,527970
Yemen,YEM,1991,527970
Yemen,YEM,1992,527970
Yemen,YEM,1993,527970
Yemen,YEM,1994,527970
Yemen,YEM,1995,527970
Yemen,YEM,1996,527970
Yemen,YEM,1997,527970
Yemen,YEM,1998,527970
Yemen,YEM,1999,527970
Yemen,YEM,2000,527970
Yemen,YEM,2001,527970
Yemen,YEM,2002,527970
Yemen,YEM,2003,527970
Yemen,YEM,2004,527970
Yemen,YEM,2005,527970
Yemen,YEM,2006,527970
Yemen,YEM,2007,527970
Yemen,YEM,2008,527970
Yemen,YEM,2009,527970
Yemen,YEM,2010,527970
Yemen,YEM,2011,527970
Yemen,YEM,2012,527970
Yemen,YEM,2013,527970
Yemen,YEM,2014,527970
Yemen,YEM,2015,527970
Yemen,YEM,2016,527970
Yemen,YEM,2017,527970
Yemen,YEM,2018,527970
Yemen,YEM,2019,527970
Yemen,YEM,2020,527970
Yemen,YEM,2021,527970
