Entity,Code,Year,0_0_PotashPerHa
Yemen,YEM,1998,0.51
Yemen,YEM,1999,0.16
Yemen,YEM,2000,0.18
Yemen,YEM,2001,0.19
Yemen,YEM,2002,0.18
Yemen,YEM,2003,0.48
Yemen,YEM,2004,0.6
Yemen,YEM,2005,0.06
Yemen,YEM,2006,1.56
Yemen,YEM,2007,1.84
Yemen,YEM,2008,0.79
Yemen,YEM,2009,0.21
Yemen,YEM,2010,0.76
Yemen,YEM,2011,0.41
Yemen,YEM,2012,1.46
Yemen,YEM,2013,0.8
Yemen,YEM,2014,0.77
Yemen,YEM,2015,0.39
Yemen,YEM,2016,0.62
Yemen,YEM,2017,0.47
Yemen,YEM,2018,0.13
Yemen,YEM,2019,0.99
Yemen,YEM,2020,1.01
