Entity,Code,Year,1_1_CerealsYield_t_ha
Saudi Arabia,SAU,2020,4.8568997
Saudi Arabia,SAU,2021,5.0217
Syria,SYR,1961,0.5286
Syria,SYR,1962,0.98709995
Syria,SYR,1963,0.8203
Syria,SYR,1964,0.7624
Syria,SYR,1965,0.8939
Syria,SYR,1966,0.6184
Syria,SYR,1967,0.8699
Syria,SYR,1968,0.71819997
Syria,SYR,1969,0.8619
Syria,SYR,1970,0.34649998
Syria,SYR,1971,0.5887
Syria,SYR,1972,1.2566
Syria,SYR,1973,0.2938
Syria,SYR,1974,1.0019
Syria,SYR,1975,0.78819996
Syria,SYR,1976,1.0277
Syria,SYR,1977,0.6227
Syria,SYR,1978,0.92149997
Syria,SYR,1979,0.6732
Syria,SYR,1980,1.4204
Syria,SYR,1981,1.3299999
Syria,SYR,1982,0.792
Syria,SYR,1983,0.936
Syria,SYR,1984,0.5845
Syria,SYR,1985,0.93509996
Syria,SYR,1986,1.1669999
Syria,SYR,1987,0.8147
Syria,SYR,1988,1.6606
Syria,SYR,1989,0.3347
Syria,SYR,1990,0.75
Syria,SYR,1991,0.9224
Syria,SYR,1992,1.1747999
Syria,SYR,1993,1.4893
Syria,SYR,1994,1.5365
Syria,SYR,1995,1.6610999
Syria,SYR,1996,1.8532
Syria,SYR,1997,1.2731999
Syria,SYR,1998,1.5849999
Syria,SYR,1999,1.0724
Syria,SYR,2000,1.1486
Syria,SYR,2001,1.6926
Syria,SYR,2002,1.9935
Syria,SYR,2003,1.999
Syria,SYR,2004,1.6574999
Syria,SYR,2005,1.7113999
Syria,SYR,2006,2.0023
Syria,SYR,2007,1.6223999
Syria,SYR,2008,0.89669997
Syria,SYR,2009,1.7077
Syria,SYR,2010,1.2319
Syria,SYR,2011,1.6789999
Syria,SYR,2012,1.6435
Syria,SYR,2013,1.576
Syria,SYR,2014,1.0631
Syria,SYR,2015,1.9058
Syria,SYR,2016,1.1089
Syria,SYR,2017,1.2334
Syria,SYR,2018,0.75
Syria,SYR,2019,2.2038999
Syria,SYR,2020,1.8323
Syria,SYR,2021,0.8204
Turkey,TUR,1961,0.98939997
Turkey,TUR,1962,1.1359999
Turkey,TUR,1963,1.3434
Turkey,TUR,1964,1.1179
Turkey,TUR,1965,1.1386
Turkey,TUR,1966,1.2727
Turkey,TUR,1967,1.3033999
Turkey,TUR,1968,1.2156999
Turkey,TUR,1969,1.2917
Turkey,TUR,1970,1.2149999
Turkey,TUR,1971,1.5734999
Turkey,TUR,1972,1.4351
Turkey,TUR,1973,1.2380999
Turkey,TUR,1974,1.2942
Turkey,TUR,1975,1.6323999
Turkey,TUR,1976,1.8054999
Turkey,TUR,1977,1.7917
Turkey,TUR,1978,1.8246
Turkey,TUR,1979,1.8801
Turkey,TUR,1980,1.8550999
Turkey,TUR,1981,1.8716999
Turkey,TUR,1982,1.9786999
Turkey,TUR,1983,1.8384
Turkey,TUR,1984,1.9711
Turkey,TUR,1985,1.931
Turkey,TUR,1986,2.1355
Turkey,TUR,1987,2.1374
Turkey,TUR,1988,2.2502
Turkey,TUR,1989,1.7421
Turkey,TUR,1990,2.2142
Turkey,TUR,1991,2.2405
Turkey,TUR,1992,2.1244
Turkey,TUR,1993,2.2559
Turkey,TUR,1994,1.9223
Turkey,TUR,1995,2.0572999
Turkey,TUR,1996,2.1123
Turkey,TUR,1997,2.1513
Turkey,TUR,1998,2.3875
Turkey,TUR,1999,2.0997999
Turkey,TUR,2000,2.3706
Turkey,TUR,2001,2.1783
Turkey,TUR,2002,2.2419999
Turkey,TUR,2003,2.3086
Turkey,TUR,2004,2.4779
Turkey,TUR,2005,2.6344
Turkey,TUR,2006,2.6619
Turkey,TUR,2007,2.4101999
Turkey,TUR,2008,2.6013
Turkey,TUR,2009,2.8079998
Turkey,TUR,2010,2.7271
Turkey,TUR,2011,2.97
Turkey,TUR,2012,2.9582999
Turkey,TUR,2013,3.2568998
Turkey,TUR,2014,2.8314998
Turkey,TUR,2015,3.3077998
Turkey,TUR,2016,3.1053998
Turkey,TUR,2017,3.2574
Turkey,TUR,2018,3.1639
Turkey,TUR,2019,3.2008
Turkey,TUR,2020,3.3414998
Turkey,TUR,2021,2.9185
Turkmenistan,TKM,1992,2.2106
Turkmenistan,TKM,1993,2.3336
Turkmenistan,TKM,1994,2.6107
Turkmenistan,TKM,1995,1.7006999
Turkmenistan,TKM,1996,0.8242
Turkmenistan,TKM,1997,1.1863999
Turkmenistan,TKM,1998,2.1485999
Turkmenistan,TKM,1999,2.2707
Turkmenistan,TKM,2000,2.1224
Turkmenistan,TKM,2001,2.319
Turkmenistan,TKM,2002,2.9211
Turkmenistan,TKM,2003,2.7695
Turkmenistan,TKM,2004,2.9315999
Turkmenistan,TKM,2005,2.9266999
Turkmenistan,TKM,2006,3.2884
Turkmenistan,TKM,2007,1.3
Turkmenistan,TKM,2008,1.1
Turkmenistan,TKM,2009,1.5999999
Turkmenistan,TKM,2010,1.6999999
Turkmenistan,TKM,2011,1.3659999
Turkmenistan,TKM,2012,1.2724
Turkmenistan,TKM,2013,1.2003
Turkmenistan,TKM,2014,1.2444
Turkmenistan,TKM,2015,1.2085999
Turkmenistan,TKM,2016,1.4189
Turkmenistan,TKM,2017,1.2156
Turkmenistan,TKM,2018,1.7287999
Turkmenistan,TKM,2019,2.2141
Turkmenistan,TKM,2020,2.1914
Turkmenistan,TKM,2021,2.0335999
United Arab Emirates,ARE,1977,1.1667
United Arab Emirates,ARE,1978,1.4667
United Arab Emirates,ARE,1979,2.2429
United Arab Emirates,ARE,1980,2.4096
United Arab Emirates,ARE,1981,2.0187
United Arab Emirates,ARE,1982,2
United Arab Emirates,ARE,1983,1.4178
United Arab Emirates,ARE,1984,1.6134
United Arab Emirates,ARE,1985,1.3402
United Arab Emirates,ARE,1986,1.1856999
United Arab Emirates,ARE,1987,1.1063
United Arab Emirates,ARE,1988,0.80829996
United Arab Emirates,ARE,1989,1.9246999
United Arab Emirates,ARE,1990,2.2165
United Arab Emirates,ARE,1991,3.4940999
United Arab Emirates,ARE,1992,4.3683
United Arab Emirates,ARE,1993,4.1647
United Arab Emirates,ARE,1994,6.4144998
United Arab Emirates,ARE,1995,6.474
United Arab Emirates,ARE,1996,6.5021
United Arab Emirates,ARE,1997,15.894
United Arab Emirates,ARE,1998,17.7463
United Arab Emirates,ARE,1999,17.1658
United Arab Emirates,ARE,2000,17.5047
United Arab Emirates,ARE,2001,17.4769
United Arab Emirates,ARE,2002,18.0646
United Arab Emirates,ARE,2003,20.9278
United Arab Emirates,ARE,2004,20.3736
United Arab Emirates,ARE,2005,20.2152
United Arab Emirates,ARE,2006,20.900799
United Arab Emirates,ARE,2007,21.4286
United Arab Emirates,ARE,2008,22.2659
United Arab Emirates,ARE,2009,24.716599
United Arab Emirates,ARE,2010,18.0698
United Arab Emirates,ARE,2011,24.064299
United Arab Emirates,ARE,2012,12.1122
United Arab Emirates,ARE,2013,36.761898
United Arab Emirates,ARE,2014,14.2383995
United Arab Emirates,ARE,2015,35.291298
United Arab Emirates,ARE,2016,33.3965
United Arab Emirates,ARE,2017,30.8018
United Arab Emirates,ARE,2018,20.8533
United Arab Emirates,ARE,2019,23.842299
United Arab Emirates,ARE,2020,25.980299
United Arab Emirates,ARE,2021,26.2262
Uzbekistan,UZB,1992,2.0047998
Uzbekistan,UZB,1993,1.7852999
Uzbekistan,UZB,1994,1.7205
Uzbekistan,UZB,1995,2.0525
Uzbekistan,UZB,1996,2.0091
Uzbekistan,UZB,1997,2.1671
Uzbekistan,UZB,1998,2.5878
Uzbekistan,UZB,1999,2.6308
Uzbekistan,UZB,2000,2.6843
Uzbekistan,UZB,2001,3.0428998
Uzbekistan,UZB,2002,3.7659
Uzbekistan,UZB,2003,3.5224
Uzbekistan,UZB,2004,3.5960999
Uzbekistan,UZB,2005,4.0421
Uzbekistan,UZB,2006,4.1032
Uzbekistan,UZB,2007,4.3968997
Uzbekistan,UZB,2008,4.2853
Uzbekistan,UZB,2009,4.5531
Uzbekistan,UZB,2010,4.4342
Uzbekistan,UZB,2011,4.4144998
Uzbekistan,UZB,2012,4.5979
Uzbekistan,UZB,2013,4.7464
Uzbekistan,UZB,2014,4.8066
Uzbekistan,UZB,2015,4.8352
Uzbekistan,UZB,2016,4.8269997
Uzbekistan,UZB,2017,4.2981997
Uzbekistan,UZB,2018,4.1024
Uzbekistan,UZB,2019,4.5336
Uzbekistan,UZB,2020,4.4811
Uzbekistan,UZB,2021,4.7359
Yemen,YEM,1961,0.78249997
Yemen,YEM,1962,0.78069997
Yemen,YEM,1963,0.7718
Yemen,YEM,1964,0.7761
Yemen,YEM,1965,0.7736
Yemen,YEM,1966,0.777
Yemen,YEM,1967,0.7942
Yemen,YEM,1968,0.79359996
Yemen,YEM,1969,0.8102
Yemen,YEM,1970,0.7808
Yemen,YEM,1971,0.8537
Yemen,YEM,1972,0.78709996
Yemen,YEM,1973,0.8437
Yemen,YEM,1974,0.7998
Yemen,YEM,1975,0.951
Yemen,YEM,1976,0.8232
Yemen,YEM,1977,0.8833
Yemen,YEM,1978,0.9565
Yemen,YEM,1979,0.99729997
Yemen,YEM,1980,1.0165
Yemen,YEM,1981,1.099
Yemen,YEM,1982,0.9614
Yemen,YEM,1983,0.52639997
Yemen,YEM,1984,0.5331
Yemen,YEM,1985,0.5183
Yemen,YEM,1986,0.80399996
Yemen,YEM,1987,0.8402
Yemen,YEM,1988,0.9705
Yemen,YEM,1989,1.005
Yemen,YEM,1990,0.9077
Yemen,YEM,1991,0.6997
Yemen,YEM,1992,1.1103
Yemen,YEM,1993,1.1093
Yemen,YEM,1994,1.0916
Yemen,YEM,1995,1.105
Yemen,YEM,1996,0.9371
Yemen,YEM,1997,0.8954
Yemen,YEM,1998,1.0814999
Yemen,YEM,1999,1.1112
Yemen,YEM,2000,1.0849999
Yemen,YEM,2001,1.0643
Yemen,YEM,2002,0.9438
Yemen,YEM,2003,0.7852
Yemen,YEM,2004,0.7152
Yemen,YEM,2005,0.71309996
Yemen,YEM,2006,0.9302
Yemen,YEM,2007,1.0195
Yemen,YEM,2008,0.93909997
Yemen,YEM,2009,0.9952
Yemen,YEM,2010,1.0924
Yemen,YEM,2011,1.0224999
Yemen,YEM,2012,1.0644
Yemen,YEM,2013,1.0081999
Yemen,YEM,2014,0.96269995
Yemen,YEM,2015,0.78419995
Yemen,YEM,2016,0.687
Yemen,YEM,2017,0.699
Yemen,YEM,2018,0.6828
Yemen,YEM,2019,0.8649
Yemen,YEM,2020,0.86109996
Yemen,YEM,2021,0.79179996
