Entity,Code,Year,1_1_ArableLand_ha_pop
United Arab Emirates,ARE,2009,0.006302599
United Arab Emirates,ARE,2010,0.00591813
United Arab Emirates,ARE,2011,0.005040921
United Arab Emirates,ARE,2012,0.004058371
United Arab Emirates,ARE,2013,0.004077014
United Arab Emirates,ARE,2014,0.004775248
United Arab Emirates,ARE,2015,0.00476093
United Arab Emirates,ARE,2016,0.004753778
United Arab Emirates,ARE,2017,0.004690527
United Arab Emirates,ARE,2018,0.004392083
Uzbekistan,UZB,1992,0.20858781
Uzbekistan,UZB,1993,0.203764468
Uzbekistan,UZB,1994,0.199669302
Uzbekistan,UZB,1995,0.196401134
Uzbekistan,UZB,1996,0.192723364
Uzbekistan,UZB,1997,0.189166352
Uzbekistan,UZB,1998,0.186187685
Uzbekistan,UZB,1999,0.184232667
Uzbekistan,UZB,2000,0.181741476
Uzbekistan,UZB,2001,0.179495245
Uzbekistan,UZB,2002,0.177430615
Uzbekistan,UZB,2003,0.173852503
Uzbekistan,UZB,2004,0.170350313
Uzbekistan,UZB,2005,0.166889593
Uzbekistan,UZB,2006,0.163393199
Uzbekistan,UZB,2007,0.15963228
Uzbekistan,UZB,2008,0.155661687
Uzbekistan,UZB,2009,0.151652664
Uzbekistan,UZB,2010,0.146066159
Uzbekistan,UZB,2011,0.140868589
Uzbekistan,UZB,2012,0.137500212
Uzbekistan,UZB,2013,0.134079725
Uzbekistan,UZB,2014,0.131479278
Uzbekistan,UZB,2015,0.130918339
Uzbekistan,UZB,2016,0.128473148
Uzbekistan,UZB,2017,0.125828221
Uzbekistan,UZB,2018,0.123330735
Yemen,YEM,1961,0.23400557
Yemen,YEM,1962,0.232567862
Yemen,YEM,1963,0.231249571
Yemen,YEM,1964,0.229544893
Yemen,YEM,1965,0.227838352
Yemen,YEM,1966,0.225231379
Yemen,YEM,1967,0.222922876
Yemen,YEM,1968,0.22026512
Yemen,YEM,1969,0.217646524
Yemen,YEM,1970,0.215068385
Yemen,YEM,1971,0.213024139
Yemen,YEM,1972,0.210466266
Yemen,YEM,1973,0.207666457
Yemen,YEM,1974,0.204373971
Yemen,YEM,1975,0.200893208
Yemen,YEM,1976,0.195610061
Yemen,YEM,1977,0.189867988
Yemen,YEM,1978,0.184106991
Yemen,YEM,1979,0.178103462
Yemen,YEM,1980,0.171999082
Yemen,YEM,1981,0.166182682
Yemen,YEM,1982,0.160157248
Yemen,YEM,1983,0.154238805
Yemen,YEM,1984,0.148484573
Yemen,YEM,1985,0.143332183
Yemen,YEM,1986,0.138012871
Yemen,YEM,1987,0.133306935
Yemen,YEM,1988,0.128228262
Yemen,YEM,1989,0.123154633
Yemen,YEM,1990,0.130059928
Yemen,YEM,1991,0.124206163
Yemen,YEM,1992,0.106375121
Yemen,YEM,1993,0.118966572
Yemen,YEM,1994,0.113795184
Yemen,YEM,1995,0.109499477
Yemen,YEM,1996,0.106469117
Yemen,YEM,1997,0.100590423
Yemen,YEM,1998,0.095074221
Yemen,YEM,1999,0.091424011
Yemen,YEM,2000,0.088746838
Yemen,YEM,2001,0.081815481
Yemen,YEM,2002,0.076720029
Yemen,YEM,2003,0.065946795
Yemen,YEM,2004,0.067809291
Yemen,YEM,2005,0.064006232
Yemen,YEM,2006,0.066416442
Yemen,YEM,2007,0.064137161
Yemen,YEM,2008,0.056869704
Yemen,YEM,2009,0.05200639
Yemen,YEM,2010,0.055755049
Yemen,YEM,2011,0.048765969
Yemen,YEM,2012,0.04919672
Yemen,YEM,2013,0.047758963
Yemen,YEM,2014,0.044672508
Yemen,YEM,2015,0.042931736
Yemen,YEM,2016,0.040333904
Yemen,YEM,2017,0.039436229
Yemen,YEM,2018,0.038517568
