Entity,Code,Year,5_0_BattleDeath
135,BDI,2011,1
136,BDI,2012,9
137,BDI,2013,9
138,BDI,2014,70
139,BDI,2015,260
140,BDI,2016,81
141,BDI,2017,43
142,BDI,2018,113
143,BDI,2019,75
144,BDI,2020,145
145,BDI,2021,81
146,BEL,2016,34
147,BEL,2018,4
148,BEN,2019,1
149,BFA,2016,26
150,BFA,2017,54
151,BFA,2018,195
152,BFA,2019,1246
153,BFA,2020,1167
154,BFA,2021,1445
155,BGD,1989,81
156,BGD,1990,94
157,BGD,1991,107
158,BGD,1992,225
159,BGD,1993,43
160,BGD,1994,32
161,BGD,1995,14
162,BGD,1996,46
163,BGD,1997,16
164,BGD,1998,21
165,BGD,1999,14
166,BGD,2000,105
167,BGD,2001,62
168,BGD,2002,6
169,BGD,2003,8
170,BGD,2004,51
171,BGD,2005,80
172,BGD,2006,96
173,BGD,2007,18
174,BGD,2008,13
175,BGD,2009,10
176,BGD,2010,5
177,BGD,2011,0
178,BGD,2012,2
179,BGD,2013,54
180,BGD,2014,2
181,BGD,2015,10
182,BGD,2016,73
183,BGD,2017,48
184,BGD,2018,28
185,BGD,2019,3
186,BGD,2020,4
187,BGD,2021,2
188,BHR,2011,26
189,BIH,1992,25168
190,BIH,1993,13698
191,BIH,1994,5219
192,BIH,1995,9755
193,BRA,1993,42
194,BRA,1994,29
195,BRA,1995,51
196,BRA,1996,20
197,BRA,1997,38
198,BRA,1998,14
199,BRA,1999,62
200,BRA,2000,46
201,BRA,2001,74
202,BRA,2002,61
203,BRA,2003,43
204,BRA,2004,86
205,BRA,2005,54
206,BRA,2006,22
207,BRA,2007,40
208,BRA,2008,20
209,BRA,2009,40
210,BRA,2010,4
211,BRA,2011,34
212,BRA,2012,270
213,BRA,2013,4
214,BRA,2014,1
215,BRA,2015,18
216,BRA,2016,34
217,BRA,2017,2803
218,BRA,2018,2380
219,BRA,2019,1308
220,BRA,2020,2212
221,BRA,2021,2291
222,BTN,1997,4
223,BTN,1998,2
224,BTN,2000,50
225,BTN,2004,0
226,BTN,2021,1
227,BWA,1990,1
228,CAF,1991,0
229,CAF,1992,3
230,CAF,1993,4
231,CAF,1999,5
232,CAF,2000,6
233,CAF,2001,216
234,CAF,2002,152
235,CAF,2003,19
236,CAF,2004,23
237,CAF,2005,8
238,CAF,2006,190
239,CAF,2007,143
240,CAF,2008,8
241,CAF,2009,244
242,CAF,2010,148
243,CAF,2011,195
244,CAF,2012,132
245,CAF,2013,3396
246,CAF,2014,3494
247,CAF,2015,743
248,CAF,2016,688
249,CAF,2017,1849
250,CAF,2018,640
251,CAF,2019,491
252,CAF,2020,299
253,CAF,2021,1082
254,CAN,1994,3
255,CAN,1995,24
256,CAN,1996,2
257,CAN,1997,2
258,CAN,1998,27
259,CAN,1999,11
260,CAN,2000,23
261,CAN,2001,1
262,CHN,1989,2600
263,CHN,1990,22
264,CHN,1997,4
265,CHN,1999,0
266,CHN,2005,12
267,CHN,2007,0
268,CHN,2008,87
269,CHN,2009,189
270,CHN,2015,5
271,CHN,2017,6
272,CIV,1990,9
273,CIV,1991,0
274,CIV,1993,1
275,CIV,1994,4
276,CIV,1995,37
277,CIV,1996,5
278,CIV,1998,0
279,CIV,1999,0
280,CIV,2000,132
281,CIV,2001,2
282,CIV,2002,1028
283,CIV,2003,492
284,CIV,2004,304
285,CIV,2005,153
286,CIV,2006,11
287,CIV,2007,3
288,CIV,2008,4
289,CIV,2009,1
290,CIV,2010,80
291,CIV,2011,1256
292,CIV,2012,21
293,CIV,2013,4
294,CIV,2016,49
295,CIV,2020,3
296,CMR,1990,6
297,CMR,1991,50
298,CMR,1992,25
299,CMR,1993,47
300,CMR,1994,102
301,CMR,1996,56
302,CMR,1998,52
303,CMR,2000,2
304,CMR,2001,0
305,CMR,2004,0
306,CMR,2005,0
307,CMR,2008,0
308,CMR,2009,0
309,CMR,2013,1
310,CMR,2014,1047
311,CMR,2015,1263
312,CMR,2016,491
313,CMR,2017,410
314,CMR,2018,1007
315,CMR,2019,868
316,CMR,2020,792
317,CMR,2021,806
318,COD,1989,28
319,COD,1990,147
320,COD,1991,32
321,COD,1992,67
322,COD,1993,3288
323,COD,1994,330
324,COD,1995,523
325,COD,1996,34564
326,COD,1997,13895
327,COD,1998,8019
328,COD,1999,7541
329,COD,2000,3052
330,COD,2001,1391
331,COD,2002,7931
332,COD,2003,4328
333,COD,2004,795
334,COD,2005,314
335,COD,2006,390
336,COD,2007,879
337,COD,2008,1740
338,COD,2009,5069
339,COD,2010,799
340,COD,2011,511
341,COD,2012,1842
342,COD,2013,2196
343,COD,2014,1622
344,COD,2015,737
345,COD,2016,2194
346,COD,2017,6031
347,COD,2018,3130
348,COD,2019,2506
349,COD,2020,3905
350,COD,2021,3625
351,COG,1992,2
352,COG,1993,135
353,COG,1994,18
354,COG,1995,2
355,COG,1996,1
356,COG,1997,10412
357,COG,1998,3763
358,COG,1999,948
359,COG,2001,3
360,COG,2002,234
361,COG,2003,33
362,COG,2005,15
363,COG,2007,2
364,COG,2008,1
365,COG,2011,1
366,COG,2012,2
367,COG,2015,0
368,COG,2016,73
369,COG,2017,20
370,COG,2019,0
371,COG,2020,0
372,COL,1989,384
373,COL,1990,712
374,COL,1991,872
375,COL,1992,1500
376,COL,1993,302
377,COL,1994,1211
378,COL,1995,943
379,COL,1996,1401
380,COL,1997,891
381,COL,1998,1646
382,COL,1999,2093
383,COL,2000,4293
384,COL,2001,4592
385,COL,2002,4346
386,COL,2003,1183
387,COL,2004,1781
388,COL,2005,1725
389,COL,2006,588
390,COL,2007,362
391,COL,2008,252
392,COL,2009,419
393,COL,2010,442
394,COL,2011,227
395,COL,2012,227
396,COL,2013,140
397,COL,2014,156
398,COL,2015,143
399,COL,2016,38
400,COL,2017,87
401,COL,2018,245
402,COL,2019,175
403,COL,2020,168
404,COL,2021,211
405,COM,1989,29
406,COM,1997,56
407,COM,1998,40
408,DEU,1989,3
409,DEU,1990,1
410,DEU,1992,4
