Entity,Code,Year,2_1_Trade_share_GDP
Bhutan,BTN,2008,109.40325927734375
Bhutan,BTN,2009,109.5695571899414
Bhutan,BTN,2010,115.92449951171875
Bhutan,BTN,2011,114.40083312988281
Bhutan,BTN,2012,104.18684387207031
Bhutan,BTN,2013,105.19930267333984
Bhutan,BTN,2014,96.32561492919922
Bhutan,BTN,2015,97.8809585571289
Bhutan,BTN,2016,83.40888214111328
Bhutan,BTN,2017,81.20674133300781
Bhutan,BTN,2018,84.18701171875
Bhutan,BTN,2019,82.12860870361328
Bhutan,BTN,2020,76.24070739746094
Brunei,BRN,1974,107.4076919555664
Brunei,BRN,1975,113.48542022705078
Brunei,BRN,1976,111.91376495361328
Brunei,BRN,1977,110.72206115722656
Brunei,BRN,1978,109.48541259765625
Brunei,BRN,1979,109.19945526123047
Brunei,BRN,1980,105.02577209472656
Brunei,BRN,1981,106.85674285888672
Brunei,BRN,1982,106.56950378417969
Brunei,BRN,1983,107.2514419555664
Brunei,BRN,1989,97.01921081542969
Brunei,BRN,1990,99.07537841796875
Brunei,BRN,1991,106.8490982055664
Brunei,BRN,1992,105.78136444091797
Brunei,BRN,1993,106.52698516845703
Brunei,BRN,1994,99.4874267578125
Brunei,BRN,1995,115.54396057128906
Brunei,BRN,1996,120.57396697998047
Brunei,BRN,1997,115.6796646118164
Brunei,BRN,1998,107.87610626220703
Brunei,BRN,1999,104.21957397460938
Brunei,BRN,2000,103.17162322998047
Brunei,BRN,2001,108.7188720703125
Brunei,BRN,2002,108.74797058105469
Brunei,BRN,2003,105.25846862792969
Brunei,BRN,2004,100.58956909179688
Brunei,BRN,2005,97.4576187133789
Brunei,BRN,2006,96.94114685058594
Brunei,BRN,2007,95.7504653930664
Brunei,BRN,2008,105.9138412475586
Brunei,BRN,2009,108.57263946533203
Brunei,BRN,2010,95.36894226074219
Brunei,BRN,2011,99.53653717041016
Brunei,BRN,2012,105.64102172851562
Brunei,BRN,2013,110.93688201904297
Brunei,BRN,2014,102.42096710205078
Brunei,BRN,2015,89.89379119873047
Brunei,BRN,2016,87.31826782226562
Brunei,BRN,2017,85.17675018310547
Brunei,BRN,2018,93.89631652832031
Brunei,BRN,2019,108.50965881347656
Brunei,BRN,2020,110.29100036621094
Cambodia,KHM,1960,35.87443923950195
Cambodia,KHM,1961,31.55555534362793
Cambodia,KHM,1962,36.79653549194336
Cambodia,KHM,1963,38.039215087890625
Cambodia,KHM,1964,30.656936645507812
Cambodia,KHM,1965,24.013158798217773
Cambodia,KHM,1966,20.625
Cambodia,KHM,1967,18.991098403930664
Cambodia,KHM,1968,19.302949905395508
Cambodia,KHM,1969,17.50599479675293
Cambodia,KHM,1970,13.533834457397461
Cambodia,KHM,1993,48.72425842285156
Cambodia,KHM,1994,64.46803283691406
Cambodia,KHM,1995,77.76673126220703
Cambodia,KHM,1996,69.16156768798828
Cambodia,KHM,1997,78.93464660644531
Cambodia,KHM,1998,75.61947631835938
Cambodia,KHM,1999,94.17688751220703
Cambodia,KHM,2000,111.60953521728516
Cambodia,KHM,2001,114.14105224609375
Cambodia,KHM,2002,119.69293975830078
Cambodia,KHM,2003,123.080810546875
Cambodia,KHM,2004,134.51141357421875
Cambodia,KHM,2005,136.83192443847656
Cambodia,KHM,2006,144.6144561767578
Cambodia,KHM,2007,138.2681427001953
Cambodia,KHM,2008,133.3202667236328
Cambodia,KHM,2009,105.13847351074219
Cambodia,KHM,2010,113.60372161865234
Cambodia,KHM,2011,113.58184051513672
Cambodia,KHM,2012,120.5974349975586
Cambodia,KHM,2013,130.04649353027344
Cambodia,KHM,2014,129.6122283935547
Cambodia,KHM,2015,127.86406707763672
Cambodia,KHM,2016,126.95002746582031
Cambodia,KHM,2017,124.78777313232422
Cambodia,KHM,2018,124.89861297607422
Cambodia,KHM,2019,123.55652618408203
Cambodia,KHM,2020,123.8104019165039
China,CHN,1960,8.734099388122559
China,CHN,1961,7.360220909118652
China,CHN,1962,6.960936069488525
China,CHN,1963,6.865336894989014
China,CHN,1964,6.63310432434082
China,CHN,1965,6.828143119812012
China,CHN,1966,6.729496479034424
China,CHN,1967,6.253483295440674
China,CHN,1968,6.220973491668701
China,CHN,1969,5.453063011169434
China,CHN,1970,4.95240592956543
China,CHN,1971,4.920835018157959
China,CHN,1972,5.755367279052734
China,CHN,1973,8.000144958496094
China,CHN,1974,10.333486557006836
China,CHN,1975,9.554203033447266
China,CHN,1976,8.8369140625
China,CHN,1977,8.384614944458008
China,CHN,1978,9.650141716003418
China,CHN,1979,11.086578369140625
China,CHN,1980,12.424848556518555
China,CHN,1981,14.897181510925293
China,CHN,1982,19.692968368530273
China,CHN,1983,17.92110252380371
China,CHN,1984,19.032611846923828
China,CHN,1985,20.712854385375977
China,CHN,1986,19.881479263305664
China,CHN,1987,24.857666015625
China,CHN,1988,30.064769744873047
China,CHN,1989,25.105695724487305
China,CHN,1990,24.27313232421875
China,CHN,1991,25.949724197387695
China,CHN,1992,30.145715713500977
China,CHN,1993,36.05607604980469
China,CHN,1994,35.769813537597656
China,CHN,1995,34.27409744262695
China,CHN,1996,33.81474685668945
China,CHN,1997,34.533016204833984
China,CHN,1998,32.42469787597656
China,CHN,1999,33.524566650390625
China,CHN,2000,39.41053771972656
China,CHN,2001,38.52735900878906
China,CHN,2002,42.74740219116211
China,CHN,2003,51.80398941040039
China,CHN,2004,59.505523681640625
China,CHN,2005,62.20789337158203
China,CHN,2006,64.4788818359375
China,CHN,2007,62.193363189697266
China,CHN,2008,57.61271667480469
China,CHN,2009,45.184871673583984
China,CHN,2010,50.717079162597656
China,CHN,2011,50.74090576171875
China,CHN,2012,48.267520904541016
China,CHN,2013,46.74437713623047
China,CHN,2014,44.905216217041016
China,CHN,2015,39.464168548583984
China,CHN,2016,36.89441680908203
China,CHN,2017,37.63241195678711
China,CHN,2018,37.5657844543457
China,CHN,2019,35.89009475708008
China,CHN,2020,34.50688934326172
Hong Kong,HKG,1961,173.68209838867188
Hong Kong,HKG,1962,165.0051727294922
Hong Kong,HKG,1963,153.275146484375
Hong Kong,HKG,1964,153.5077362060547
Hong Kong,HKG,1965,141.0879364013672
Hong Kong,HKG,1966,155.34939575195312
Hong Kong,HKG,1967,156.60096740722656
Hong Kong,HKG,1968,175.04385375976562
Hong Kong,HKG,1969,181.11334228515625
Hong Kong,HKG,1970,178.67221069335938
Hong Kong,HKG,1971,174.50994873046875
Hong Kong,HKG,1972,160.83258056640625
Hong Kong,HKG,1973,164.52923583984375
Hong Kong,HKG,1974,168.47586059570312
Hong Kong,HKG,1975,161.20712280273438
Hong Kong,HKG,1976,168.20413208007812
Hong Kong,HKG,1977,160.19049072265625
Hong Kong,HKG,1978,170.15457153320312
Hong Kong,HKG,1979,177.97073364257812
Hong Kong,HKG,1980,178.00709533691406
Hong Kong,HKG,1981,182.58477783203125
Hong Kong,HKG,1982,169.17323303222656
Hong Kong,HKG,1983,186.3292236328125
Hong Kong,HKG,1984,199.9114532470703
Hong Kong,HKG,1985,197.80029296875
Hong Kong,HKG,1986,200.30731201171875
Hong Kong,HKG,1987,215.12728881835938
Hong Kong,HKG,1988,231.3403778076172
Hong Kong,HKG,1989,225.1956024169922
Hong Kong,HKG,1990,226.000244140625
Hong Kong,HKG,1991,231.86512756347656
Hong Kong,HKG,1992,240.1328125
Hong Kong,HKG,1993,233.96913146972656
Hong Kong,HKG,1994,237.42799377441406
Hong Kong,HKG,1995,256.89825439453125
Hong Kong,HKG,1996,244.853759765625
Hong Kong,HKG,1997,233.44029235839844
Hong Kong,HKG,1998,221.13328552246094
Hong Kong,HKG,1999,220.27230834960938
Hong Kong,HKG,2000,247.65402221679688
Hong Kong,HKG,2001,240.84898376464844
Hong Kong,HKG,2002,255.9964599609375
Hong Kong,HKG,2003,292.45465087890625
Hong Kong,HKG,2004,326.841064453125
Hong Kong,HKG,2005,342.689208984375
Hong Kong,HKG,2006,359.2086486816406
Hong Kong,HKG,2007,362.14947509765625
Hong Kong,HKG,2008,376.65679931640625
Hong Kong,HKG,2009,348.3975524902344
Hong Kong,HKG,2010,404.77056884765625
Hong Kong,HKG,2011,421.8547058105469
Hong Kong,HKG,2012,430.56854248046875
Hong Kong,HKG,2013,442.6200256347656
Hong Kong,HKG,2014,425.9758605957031
Hong Kong,HKG,2015,389.40594482421875
Hong Kong,HKG,2016,371.7510986328125
Hong Kong,HKG,2017,376.82781982421875
Hong Kong,HKG,2018,376.9339904785156
Hong Kong,HKG,2019,353.794677734375
Hong Kong,HKG,2020,351.66400146484375
India,IND,1960,11.296833038330078
India,IND,1961,10.261162757873535
India,IND,1962,10.200790405273438
India,IND,1963,10.187337875366211
India,IND,1964,9.41054916381836
India,IND,1965,8.519034385681152
India,IND,1966,10.814237594604492
India,IND,1967,9.981062889099121
India,IND,1968,8.981744766235352
India,IND,1969,7.744776725769043
India,IND,1970,7.661769390106201
India,IND,1971,7.669606685638428
India,IND,1972,7.7363996505737305
India,IND,1973,8.932096481323242
India,IND,1974,10.851890563964844
India,IND,1975,12.293977737426758
India,IND,1976,12.801202774047852
India,IND,1977,12.648100852966309
India,IND,1978,12.9030122756958
India,IND,1979,14.918804168701172
India,IND,1980,15.384576797485352
India,IND,1981,14.507265090942383
India,IND,1982,14.125927925109863
India,IND,1983,13.690593719482422
India,IND,1984,14.00937557220459
India,IND,1985,12.900035858154297
India,IND,1986,12.219271659851074
India,IND,1987,12.584814071655273
India,IND,1988,13.490449905395508
India,IND,1989,15.168131828308105
India,IND,1990,15.506261825561523
India,IND,1991,16.98772621154785
India,IND,1992,18.4330997467041
India,IND,1993,19.651538848876953
India,IND,1994,20.078144073486328
India,IND,1995,22.867448806762695
India,IND,1996,21.929487228393555
India,IND,1997,22.619386672973633
India,IND,1998,23.69947052001953
India,IND,1999,24.815597534179688
India,IND,2000,26.900922775268555
India,IND,2001,25.993255615234375
India,IND,2002,29.508663177490234
India,IND,2003,30.592435836791992
India,IND,2004,37.503814697265625
India,IND,2005,42.001670837402344
India,IND,2006,45.72447967529297
India,IND,2007,45.6862678527832
India,IND,2008,53.368221282958984
India,IND,2009,46.27286911010742
India,IND,2010,49.25520706176758
India,IND,2011,55.623878479003906
India,IND,2012,55.79372024536133
India,IND,2013,53.84413146972656
India,IND,2014,48.922183990478516
India,IND,2015,41.92291259765625
India,IND,2016,40.08248519897461
India,IND,2017,40.742496490478516
India,IND,2018,43.598655700683594
India,IND,2019,39.38677215576172
India,IND,2020,37.87099838256836
Indonesia,IDN,1960,24.0902099609375
Indonesia,IDN,1961,24.675600051879883
Indonesia,IDN,1962,10.561006546020508
Indonesia,IDN,1963,18.418100357055664
Indonesia,IDN,1964,25.31716537475586
Indonesia,IDN,1965,11.01223087310791
Indonesia,IDN,1966,34.85280227661133
Indonesia,IDN,1967,25.642839431762695
Indonesia,IDN,1968,26.446319580078125
Indonesia,IDN,1969,23.8410587310791
Indonesia,IDN,1970,28.682634353637695
Indonesia,IDN,1971,31.062091827392578
Indonesia,IDN,1972,35.41191864013672
Indonesia,IDN,1973,39.53416061401367
Indonesia,IDN,1974,50.41837692260742
Indonesia,IDN,1975,44.52125930786133
Indonesia,IDN,1976,43.006587982177734
Indonesia,IDN,1977,43.57019805908203
Indonesia,IDN,1978,42.71476364135742
Indonesia,IDN,1979,53.65553665161133
Indonesia,IDN,1980,52.65404510498047
Indonesia,IDN,1981,53.17729949951172
Indonesia,IDN,1982,48.67622756958008
Indonesia,IDN,1983,56.55923843383789
Indonesia,IDN,1984,50.110618591308594
Indonesia,IDN,1985,44.7183723449707
Indonesia,IDN,1986,41.00953674316406
Indonesia,IDN,1987,46.974246978759766
Indonesia,IDN,1988,47.25456237792969
Indonesia,IDN,1989,49.08188247680664
Indonesia,IDN,1990,52.89186096191406
Indonesia,IDN,1991,54.83956527709961
Indonesia,IDN,1992,57.427433013916016
Indonesia,IDN,1993,50.52338409423828
Indonesia,IDN,1994,51.87710189819336
Indonesia,IDN,1995,53.95859146118164
Indonesia,IDN,1996,52.26474380493164
Indonesia,IDN,1997,55.993858337402344
Indonesia,IDN,1998,96.18619537353516
Indonesia,IDN,1999,62.943912506103516
Indonesia,IDN,2000,71.43687438964844
Indonesia,IDN,2001,69.79320526123047
Indonesia,IDN,2002,59.07946014404297
Indonesia,IDN,2003,53.616493225097656
Indonesia,IDN,2004,59.761295318603516
Indonesia,IDN,2005,63.98793411254883
Indonesia,IDN,2006,56.657127380371094
Indonesia,IDN,2007,54.82925033569336
Indonesia,IDN,2008,58.5614013671875
Indonesia,IDN,2009,45.512123107910156
Indonesia,IDN,2010,46.70127487182617
Indonesia,IDN,2011,50.18001174926758
Indonesia,IDN,2012,49.5828971862793
Indonesia,IDN,2013,48.63737106323242
Indonesia,IDN,2014,48.080177307128906
Indonesia,IDN,2015,41.93764114379883
Indonesia,IDN,2016,37.42134094238281
Indonesia,IDN,2017,39.35549545288086
Indonesia,IDN,2018,43.074310302734375
Indonesia,IDN,2019,37.44878005981445
Indonesia,IDN,2020,33.190589904785156
Japan,JPN,1970,19.566144943237305
Japan,JPN,1971,19.91811752319336
Japan,JPN,1972,18.145164489746094
Japan,JPN,1973,19.298131942749023
Japan,JPN,1974,26.904354095458984
Japan,JPN,1975,24.597970962524414
Japan,JPN,1976,25.326261520385742
Japan,JPN,1977,23.629087448120117
Japan,JPN,1978,19.727306365966797
Japan,JPN,1979,23.144075393676758
Japan,JPN,1980,27.22776222229004
Japan,JPN,1981,27.62883758544922
Japan,JPN,1982,27.293210983276367
Japan,JPN,1983,25.060115814208984
Japan,JPN,1984,26.34058380126953
Japan,JPN,1985,24.595996856689453
Japan,JPN,1986,18.151090621948242
Japan,JPN,1987,17.10636329650879
Japan,JPN,1988,17.185386657714844
Japan,JPN,1989,18.872211456298828
Japan,JPN,1990,19.662748336791992
Japan,JPN,1991,18.073942184448242
Japan,JPN,1992,17.329803466796875
Japan,JPN,1993,16.013877868652344
Japan,JPN,1994,15.810306549072266
Japan,JPN,1995,16.390104293823242
Japan,JPN,1996,18.253868103027344
Japan,JPN,1997,19.783517837524414
Japan,JPN,1998,19.003185272216797
Japan,JPN,1999,18.12563133239746
Japan,JPN,2000,19.5623722076416
Japan,JPN,2001,19.55960464477539
Japan,JPN,2002,20.44712257385254
Japan,JPN,2003,21.326126098632812
Japan,JPN,2004,23.66435432434082
Japan,JPN,2005,26.22995376586914
Japan,JPN,2006,30.016376495361328
Japan,JPN,2007,32.81657791137695
Japan,JPN,2008,34.12947463989258
Japan,JPN,2009,24.390167236328125
Japan,JPN,2010,28.498472213745117
Japan,JPN,2011,30.194961547851562
Japan,JPN,2012,30.470911026000977
Japan,JPN,2013,33.97876739501953
Japan,JPN,2014,37.431434631347656
Japan,JPN,2015,35.42741012573242
Japan,JPN,2016,31.31024742126465
Japan,JPN,2017,34.423213958740234
Japan,JPN,2018,36.6389274597168
Japan,JPN,2019,34.76097869873047
Japan,JPN,2020,31.07269287109375
Laos,LAO,1984,9.105690956115723
Laos,LAO,1985,13.802817344665527
Laos,LAO,1986,11.315165519714355
Laos,LAO,1987,20.11554527282715
Laos,LAO,1988,45.528106689453125
Laos,LAO,1989,44.1268310546875
Laos,LAO,1990,35.84720993041992
Laos,LAO,1991,38.18232345581055
Laos,LAO,1992,44.130760192871094
Laos,LAO,1993,52.62881088256836
Laos,LAO,1994,64.80927276611328
Laos,LAO,1995,60.554466247558594
Laos,LAO,1996,63.75717544555664
Laos,LAO,1997,65.15696716308594
Laos,LAO,1998,84.26953887939453
Laos,LAO,1999,80.05845642089844
Laos,LAO,2000,68.8373031616211
Laos,LAO,2001,65.8994369506836
Laos,LAO,2002,67.2549057006836
Laos,LAO,2003,60.57209777832031
Laos,LAO,2004,66.07975006103516
Laos,LAO,2005,71.79264831542969
Laos,LAO,2006,81.96137237548828
Laos,LAO,2007,79.21263122558594
Laos,LAO,2008,81.84918212890625
Laos,LAO,2009,76.93082427978516
Laos,LAO,2010,84.7203369140625
Laos,LAO,2011,91.69869232177734
Laos,LAO,2012,98.18512725830078
Laos,LAO,2013,98.17914581298828
Laos,LAO,2014,99.05973815917969
Laos,LAO,2015,85.79832458496094
Laos,LAO,2016,75.09188842773438
Macao,MAC,1982,210.0941925048828
Macao,MAC,1983,214.16578674316406
Macao,MAC,1984,211.4397430419922
Macao,MAC,1985,198.14593505859375
Macao,MAC,1986,205.05824279785156
Macao,MAC,1987,202.07257080078125
Macao,MAC,1988,195.73439025878906
Macao,MAC,1989,190.9877166748047
Macao,MAC,1990,175.66436767578125
Macao,MAC,1991,168.5247802734375
Macao,MAC,1992,147.12217712402344
Macao,MAC,1993,134.5738983154297
Macao,MAC,1994,130.41262817382812
Macao,MAC,1995,125.36603546142578
Macao,MAC,1996,122.34407043457031
Macao,MAC,1997,123.2656478881836
Macao,MAC,1998,124.85710906982422
Macao,MAC,1999,132.23704528808594
Macao,MAC,2000,147.76251220703125
Macao,MAC,2001,150.02359008789062
Macao,MAC,2002,152.3826446533203
Macao,MAC,2003,150.78839111328125
Macao,MAC,2004,148.90374755859375
Macao,MAC,2005,136.37222290039062
Macao,MAC,2006,128.7856903076172
Macao,MAC,2007,130.67059326171875
Macao,MAC,2008,126.60713195800781
Macao,MAC,2009,113.55511474609375
Macao,MAC,2010,119.9400863647461
Macao,MAC,2011,122.88838958740234
Macao,MAC,2012,123.71334075927734
Macao,MAC,2013,121.42255401611328
Macao,MAC,2014,118.6353530883789
Macao,MAC,2015,118.49833679199219
Macao,MAC,2016,112.1844711303711
Macao,MAC,2017,114.75796508789062
Macao,MAC,2018,115.63066864013672
Macao,MAC,2019,114.39229583740234
Macao,MAC,2020,121.25189208984375
Malaysia,MYS,1960,92.32867431640625
Malaysia,MYS,1961,90.05496215820312
Malaysia,MYS,1962,89.17904663085938
Malaysia,MYS,1963,89.70587921142578
Malaysia,MYS,1964,86.42970275878906
Malaysia,MYS,1965,85.3149185180664
Malaysia,MYS,1966,81.07658386230469
Malaysia,MYS,1967,79.49190521240234
Malaysia,MYS,1968,82.93280792236328
Malaysia,MYS,1969,84.23961639404297
Malaysia,MYS,1970,86.87969970703125
Malaysia,MYS,1971,79.49054718017578
Malaysia,MYS,1972,73.37552642822266
Malaysia,MYS,1973,77.33269500732422
Malaysia,MYS,1974,96.38638305664062
Malaysia,MYS,1975,90.64571380615234
Malaysia,MYS,1976,93.1956558227539
Malaysia,MYS,1977,92.77674865722656
Malaysia,MYS,1978,92.54605865478516
Malaysia,MYS,1979,103.1535415649414
Malaysia,MYS,1980,112.58722686767578
Malaysia,MYS,1981,110.86212921142578
Malaysia,MYS,1982,110.45863342285156
Malaysia,MYS,1983,108.01629638671875
Malaysia,MYS,1984,106.62979125976562
Malaysia,MYS,1985,104.68310546875
Malaysia,MYS,1986,106.49774932861328
Malaysia,MYS,1987,111.91959381103516
Malaysia,MYS,1988,122.62422943115234
Malaysia,MYS,1989,136.68905639648438
Malaysia,MYS,1990,146.8882598876953
Malaysia,MYS,1991,159.3114471435547
Malaysia,MYS,1992,150.61122131347656
Malaysia,MYS,1993,157.94046020507812
Malaysia,MYS,1994,179.90493774414062
Malaysia,MYS,1995,192.1132049560547
Malaysia,MYS,1996,181.76698303222656
Malaysia,MYS,1997,185.6651153564453
Malaysia,MYS,1998,209.49220275878906
Malaysia,MYS,1999,217.5709228515625
Malaysia,MYS,2000,220.4067840576172
Malaysia,MYS,2001,203.36463928222656
Malaysia,MYS,2002,199.35623168945312
Malaysia,MYS,2003,194.19512939453125
Malaysia,MYS,2004,210.374267578125
Malaysia,MYS,2005,203.85464477539062
Malaysia,MYS,2006,202.5771484375
Malaysia,MYS,2007,192.4654998779297
Malaysia,MYS,2008,176.66831970214844
Malaysia,MYS,2009,162.55897521972656
Malaysia,MYS,2010,157.94476318359375
Malaysia,MYS,2011,154.93768310546875
Malaysia,MYS,2012,147.8417510986328
Malaysia,MYS,2013,142.7209930419922
Malaysia,MYS,2014,138.31222534179688
Malaysia,MYS,2015,131.3700714111328
Malaysia,MYS,2016,126.89900970458984
Malaysia,MYS,2017,133.15516662597656
Malaysia,MYS,2018,130.40264892578125
Malaysia,MYS,2019,122.99443817138672
Malaysia,MYS,2020,116.42504119873047
Maldives,MDV,1980,358.66033935546875
Maldives,MDV,1981,375.37860107421875
Maldives,MDV,1982,355.2665100097656
Maldives,MDV,1983,299.4996337890625
Maldives,MDV,1984,164.10427856445312
Maldives,MDV,1985,138.49246215820312
Maldives,MDV,1986,128.8212127685547
Maldives,MDV,1987,145.89190673828125
Maldives,MDV,1988,144.53431701660156
Maldives,MDV,1989,153.16400146484375
Maldives,MDV,1990,168.07962036132812
Maldives,MDV,1991,159.79164123535156
Maldives,MDV,1992,161.33261108398438
Maldives,MDV,1993,146.85394287109375
Maldives,MDV,1994,156.94613647460938
Maldives,MDV,2014,165.979248046875
Maldives,MDV,2015,149.52378845214844
Maldives,MDV,2016,149.052490234375
Maldives,MDV,2017,151.5636444091797
Maldives,MDV,2018,153.83255004882812
Maldives,MDV,2019,147.89418029785156
Maldives,MDV,2020,117.88984680175781
Mongolia,MNG,1981,94.90463256835938
Mongolia,MNG,1982,90.71632385253906
Mongolia,MNG,1983,89.02993774414062
Mongolia,MNG,1984,94.2512435913086
Mongolia,MNG,1985,94.93634033203125
Mongolia,MNG,1986,111.57131958007812
Mongolia,MNG,1987,103.06555938720703
Mongolia,MNG,1988,94.47149658203125
Mongolia,MNG,1989,76.36414337158203
Mongolia,MNG,1990,58.62189483642578
Mongolia,MNG,1991,136.60379028320312
Mongolia,MNG,1992,65.29564666748047
Mongolia,MNG,1993,129.7420654296875
Mongolia,MNG,1994,99.15729522705078
Mongolia,MNG,1995,82.1036605834961
Mongolia,MNG,1996,77.97407531738281
Mongolia,MNG,1997,99.99144744873047
Mongolia,MNG,1998,107.35121154785156
Mongolia,MNG,1999,112.24134063720703
Mongolia,MNG,2000,121.88661193847656
Mongolia,MNG,2001,115.81832885742188
Mongolia,MNG,2002,118.51725006103516
Mongolia,MNG,2003,120.29939270019531
Mongolia,MNG,2004,131.32931518554688
Mongolia,MNG,2005,122.38146209716797
Mongolia,MNG,2006,112.92998504638672
Mongolia,MNG,2007,117.88042449951172
