Entity,Code,Year,4_0_RichestShare
Taiwan,TWN,1981,24.286677860007767
Taiwan,TWN,1986,24.36894870475747
Taiwan,TWN,1991,24.18019544481611
Taiwan,TWN,1995,24.60475774000452
Taiwan,TWN,1997,24.54194894393987
Taiwan,TWN,2000,24.83317049132845
Taiwan,TWN,2005,25.57348022470871
Taiwan,TWN,2007,25.288716294725187
Taiwan,TWN,2010,25.84981052214339
Taiwan,TWN,2013,25.76938562651162
Taiwan,TWN,2016,25.12497514572108
Thailand,THA,1981,35.507809180971165
Thailand,THA,1988,35.328519446805366
Thailand,THA,1990,36.3621767698483
Thailand,THA,1992,38.649380754337855
Thailand,THA,1994,34.88896679087406
Thailand,THA,1996,34.27697404539683
Thailand,THA,1998,32.31338032863606
Thailand,THA,1999,34.063129863763145
Thailand,THA,2000,33.68774590163301
Thailand,THA,2002,33.1771571327118
Thailand,THA,2004,33.78971662557644
Thailand,THA,2006,32.48851793718785
Thailand,THA,2007,30.836022549400948
Thailand,THA,2008,31.13423827813227
Thailand,THA,2009,30.60277794092051
Thailand,THA,2010,30.716863847805843
Thailand,THA,2011,29.90149432492874
Thailand,THA,2012,30.42985632314507
Thailand,THA,2013,29.22679378021349
Thailand,THA,2014,28.67958495553567
Thailand,THA,2015,28.39726561712883
Thailand,THA,2016,28.916938697413556
Thailand,THA,2017,28.42626991927541
Thailand,THA,2018,28.148732515177738
Thailand,THA,2019,27.216695313937862
Thailand,THA,2020,27.01213169356536
Vietnam,VNM,1992,28.6391196483033
Vietnam,VNM,1997,29.05268070082353
Vietnam,VNM,2002,29.84658562081295
Vietnam,VNM,2004,28.771598044520342
Vietnam,VNM,2006,27.72311451552084
Vietnam,VNM,2008,28.03239929660431
Vietnam,VNM,2010,30.872983881911082
Vietnam,VNM,2012,27.69024476141085
Vietnam,VNM,2014,26.84189771782742
Vietnam,VNM,2016,27.11811105517214
Vietnam,VNM,2018,27.46196500242722
