Entity,Code,Year,freeassoc_vdem_owid,freeassoc_vdem_high_owid,freeassoc_vdem_low_owid
India,IND,1925,0.33,0.42,0.213
India,IND,1926,0.329,0.421,0.215
India,IND,1927,0.323,0.427,0.22
India,IND,1928,0.323,0.427,0.22
India,IND,1929,0.323,0.427,0.22
India,IND,1930,0.324,0.427,0.221
India,IND,1931,0.326,0.426,0.225
India,IND,1932,0.326,0.426,0.225
India,IND,1933,0.326,0.426,0.225
India,IND,1934,0.325,0.453,0.238
India,IND,1935,0.531,0.637,0.402
India,IND,1936,0.531,0.637,0.402
India,IND,1937,0.531,0.637,0.402
India,IND,1938,0.531,0.637,0.402
India,IND,1939,0.531,0.637,0.402
India,IND,1940,0.531,0.637,0.402
India,IND,1941,0.531,0.637,0.402
India,IND,1942,0.531,0.637,0.402
India,IND,1943,0.531,0.637,0.402
India,IND,1944,0.531,0.637,0.402
India,IND,1945,0.527,0.641,0.408
India,IND,1946,0.529,0.64,0.395
India,IND,1947,0.616,0.729,0.51
India,IND,1948,0.66,0.765,0.547
India,IND,1949,0.671,0.769,0.554
India,IND,1950,0.671,0.769,0.554
India,IND,1951,0.681,0.781,0.568
India,IND,1952,0.725,0.83,0.627
India,IND,1953,0.725,0.83,0.627
India,IND,1954,0.725,0.83,0.627
India,IND,1955,0.725,0.83,0.627
India,IND,1956,0.725,0.83,0.627
India,IND,1957,0.762,0.843,0.654
India,IND,1958,0.768,0.845,0.659
India,IND,1959,0.768,0.845,0.659
India,IND,1960,0.768,0.845,0.659
India,IND,1961,0.768,0.845,0.659
India,IND,1962,0.737,0.829,0.62
India,IND,1963,0.732,0.827,0.614
India,IND,1964,0.719,0.801,0.588
India,IND,1965,0.719,0.801,0.588
India,IND,1966,0.733,0.82,0.617
India,IND,1967,0.775,0.851,0.662
India,IND,1968,0.781,0.856,0.669
India,IND,1969,0.781,0.856,0.669
India,IND,1970,0.77,0.856,0.667
India,IND,1971,0.759,0.844,0.651
India,IND,1972,0.775,0.848,0.67
India,IND,1973,0.775,0.848,0.67
India,IND,1974,0.763,0.843,0.656
India,IND,1975,0.583,0.705,0.482
India,IND,1976,0.567,0.666,0.437
India,IND,1977,0.607,0.718,0.491
India,IND,1978,0.795,0.862,0.689
India,IND,1979,0.795,0.862,0.689
India,IND,1980,0.795,0.865,0.695
India,IND,1981,0.781,0.858,0.687
India,IND,1982,0.783,0.859,0.689
India,IND,1983,0.793,0.868,0.695
India,IND,1984,0.794,0.868,0.695
India,IND,1985,0.794,0.874,0.707
India,IND,1986,0.806,0.883,0.721
India,IND,1987,0.806,0.883,0.721
India,IND,1988,0.799,0.877,0.719
India,IND,1989,0.798,0.876,0.716
India,IND,1990,0.797,0.867,0.7
India,IND,1991,0.808,0.874,0.713
India,IND,1992,0.812,0.875,0.714
India,IND,1993,0.816,0.878,0.725
India,IND,1994,0.816,0.878,0.725
India,IND,1995,0.816,0.878,0.725
India,IND,1996,0.811,0.883,0.723
India,IND,1997,0.808,0.885,0.722
India,IND,1998,0.817,0.888,0.739
India,IND,1999,0.808,0.877,0.716
India,IND,2000,0.792,0.865,0.69
India,IND,2001,0.792,0.865,0.69
India,IND,2002,0.798,0.875,0.704
India,IND,2003,0.79,0.869,0.699
India,IND,2004,0.796,0.87,0.699
India,IND,2005,0.77,0.842,0.66
India,IND,2006,0.774,0.858,0.681
India,IND,2007,0.774,0.858,0.681
India,IND,2008,0.774,0.858,0.681
India,IND,2009,0.785,0.867,0.701
India,IND,2010,0.788,0.86,0.691
India,IND,2011,0.788,0.86,0.691
India,IND,2012,0.778,0.854,0.686
India,IND,2013,0.78,0.859,0.694
India,IND,2014,0.766,0.834,0.656
India,IND,2015,0.729,0.809,0.615
India,IND,2016,0.729,0.809,0.615
India,IND,2017,0.705,0.79,0.597
India,IND,2018,0.689,0.78,0.566
India,IND,2019,0.64,0.744,0.53
India,IND,2020,0.629,0.726,0.503
India,IND,2021,0.605,0.697,0.467
India,IND,2022,0.569,0.681,0.459
Indonesia,IDN,1800,0.061,0.109,0.035
Indonesia,IDN,1801,0.061,0.109,0.035
Indonesia,IDN,1802,0.061,0.109,0.035
Indonesia,IDN,1803,0.061,0.109,0.035
Indonesia,IDN,1804,0.061,0.109,0.035
Indonesia,IDN,1805,0.061,0.109,0.035
Indonesia,IDN,1806,0.061,0.109,0.035
Indonesia,IDN,1807,0.061,0.109,0.035
Indonesia,IDN,1808,0.061,0.109,0.035
Indonesia,IDN,1809,0.061,0.109,0.035
Indonesia,IDN,1810,0.061,0.109,0.035
Indonesia,IDN,1811,0.061,0.109,0.035
Indonesia,IDN,1812,0.061,0.109,0.035
Indonesia,IDN,1813,0.061,0.109,0.035
Indonesia,IDN,1814,0.061,0.109,0.035
Indonesia,IDN,1815,0.061,0.109,0.035
Indonesia,IDN,1816,0.061,0.109,0.035
Indonesia,IDN,1817,0.061,0.109,0.035
Indonesia,IDN,1818,0.061,0.109,0.035
Indonesia,IDN,1819,0.061,0.109,0.035
Indonesia,IDN,1820,0.061,0.109,0.035
Indonesia,IDN,1821,0.061,0.109,0.035
Indonesia,IDN,1822,0.061,0.109,0.035
Indonesia,IDN,1823,0.061,0.109,0.035
Indonesia,IDN,1824,0.061,0.109,0.035
Indonesia,IDN,1825,0.061,0.109,0.035
Indonesia,IDN,1826,0.061,0.109,0.035
Indonesia,IDN,1827,0.061,0.109,0.035
Indonesia,IDN,1828,0.061,0.109,0.035
Indonesia,IDN,1829,0.061,0.109,0.035
Indonesia,IDN,1830,0.061,0.109,0.035
Indonesia,IDN,1831,0.061,0.109,0.035
Indonesia,IDN,1832,0.061,0.109,0.035
Indonesia,IDN,1833,0.061,0.109,0.035
Indonesia,IDN,1834,0.061,0.109,0.035
Indonesia,IDN,1835,0.061,0.109,0.035
Indonesia,IDN,1836,0.061,0.109,0.035
Indonesia,IDN,1837,0.061,0.109,0.035
Indonesia,IDN,1838,0.061,0.109,0.035
Indonesia,IDN,1839,0.061,0.109,0.035
Indonesia,IDN,1840,0.061,0.109,0.035
Indonesia,IDN,1841,0.061,0.109,0.035
Indonesia,IDN,1842,0.061,0.109,0.035
Indonesia,IDN,1843,0.061,0.109,0.035
Indonesia,IDN,1844,0.061,0.109,0.035
Indonesia,IDN,1845,0.061,0.109,0.035
Indonesia,IDN,1846,0.061,0.109,0.035
Indonesia,IDN,1847,0.061,0.109,0.035
Indonesia,IDN,1848,0.061,0.109,0.035
Indonesia,IDN,1849,0.061,0.109,0.035
Indonesia,IDN,1850,0.061,0.109,0.035
Indonesia,IDN,1851,0.061,0.109,0.035
Indonesia,IDN,1852,0.061,0.109,0.035
Indonesia,IDN,1853,0.061,0.109,0.035
Indonesia,IDN,1854,0.061,0.109,0.035
Indonesia,IDN,1855,0.061,0.109,0.035
Indonesia,IDN,1856,0.061,0.109,0.035
Indonesia,IDN,1857,0.061,0.109,0.035
Indonesia,IDN,1858,0.061,0.109,0.035
Indonesia,IDN,1859,0.061,0.109,0.035
Indonesia,IDN,1860,0.061,0.109,0.035
Indonesia,IDN,1861,0.061,0.109,0.035
Indonesia,IDN,1862,0.061,0.109,0.035
Indonesia,IDN,1863,0.061,0.109,0.035
Indonesia,IDN,1864,0.061,0.109,0.035
Indonesia,IDN,1865,0.061,0.109,0.035
Indonesia,IDN,1866,0.061,0.109,0.035
Indonesia,IDN,1867,0.061,0.109,0.035
Indonesia,IDN,1868,0.061,0.109,0.035
Indonesia,IDN,1869,0.061,0.109,0.035
Indonesia,IDN,1870,0.061,0.109,0.035
Indonesia,IDN,1871,0.061,0.109,0.035
Indonesia,IDN,1872,0.061,0.109,0.035
Indonesia,IDN,1873,0.061,0.109,0.035
Indonesia,IDN,1874,0.061,0.109,0.035
Indonesia,IDN,1875,0.061,0.109,0.035
Indonesia,IDN,1876,0.061,0.109,0.035
Indonesia,IDN,1877,0.061,0.109,0.035
Indonesia,IDN,1878,0.061,0.109,0.035
Indonesia,IDN,1879,0.061,0.109,0.035
Indonesia,IDN,1880,0.061,0.109,0.035
Indonesia,IDN,1881,0.061,0.109,0.035
Indonesia,IDN,1882,0.061,0.109,0.035
Indonesia,IDN,1883,0.061,0.109,0.035
Indonesia,IDN,1884,0.061,0.109,0.035
Indonesia,IDN,1885,0.061,0.109,0.035
Indonesia,IDN,1886,0.061,0.109,0.035
Indonesia,IDN,1887,0.061,0.109,0.035
Indonesia,IDN,1888,0.061,0.109,0.035
Indonesia,IDN,1889,0.061,0.109,0.035
Indonesia,IDN,1890,0.061,0.109,0.035
Indonesia,IDN,1891,0.061,0.109,0.035
Indonesia,IDN,1892,0.061,0.109,0.035
Indonesia,IDN,1893,0.061,0.109,0.035
Indonesia,IDN,1894,0.061,0.109,0.035
Indonesia,IDN,1895,0.061,0.109,0.035
Indonesia,IDN,1896,0.061,0.109,0.035
Indonesia,IDN,1897,0.061,0.109,0.035
Indonesia,IDN,1898,0.061,0.109,0.035
Indonesia,IDN,1899,0.061,0.109,0.035
Indonesia,IDN,1900,0.079,0.135,0.045
Indonesia,IDN,1901,0.079,0.135,0.045
Indonesia,IDN,1902,0.079,0.135,0.045
Indonesia,IDN,1903,0.079,0.135,0.045
Indonesia,IDN,1904,0.079,0.135,0.045
Indonesia,IDN,1905,0.079,0.135,0.045
Indonesia,IDN,1906,0.079,0.135,0.045
Indonesia,IDN,1907,0.079,0.135,0.045
Indonesia,IDN,1908,0.125,0.201,0.079
Indonesia,IDN,1909,0.129,0.195,0.076
Indonesia,IDN,1910,0.13,0.196,0.075
Indonesia,IDN,1911,0.13,0.196,0.075
Indonesia,IDN,1912,0.13,0.196,0.075
Indonesia,IDN,1913,0.13,0.196,0.075
Indonesia,IDN,1914,0.13,0.196,0.075
Indonesia,IDN,1915,0.13,0.196,0.075
Indonesia,IDN,1916,0.13,0.196,0.075
Indonesia,IDN,1917,0.13,0.196,0.075
Indonesia,IDN,1918,0.13,0.196,0.075
Indonesia,IDN,1919,0.165,0.239,0.1
Indonesia,IDN,1920,0.165,0.239,0.1
Indonesia,IDN,1921,0.165,0.239,0.1
Indonesia,IDN,1922,0.165,0.239,0.1
Indonesia,IDN,1923,0.165,0.239,0.1
Indonesia,IDN,1924,0.165,0.239,0.1
Indonesia,IDN,1925,0.165,0.239,0.1
Indonesia,IDN,1926,0.158,0.239,0.1
Indonesia,IDN,1927,0.158,0.239,0.1
Indonesia,IDN,1928,0.128,0.201,0.078
Indonesia,IDN,1929,0.128,0.201,0.078
Indonesia,IDN,1930,0.128,0.201,0.078
Indonesia,IDN,1931,0.11,0.176,0.065
Indonesia,IDN,1932,0.11,0.176,0.065
Indonesia,IDN,1933,0.11,0.176,0.065
Indonesia,IDN,1934,0.11,0.176,0.065
Indonesia,IDN,1935,0.11,0.176,0.065
Indonesia,IDN,1936,0.11,0.176,0.065
Indonesia,IDN,1937,0.11,0.176,0.065
Indonesia,IDN,1938,0.11,0.176,0.065
Indonesia,IDN,1939,0.11,0.176,0.065
Indonesia,IDN,1940,0.11,0.176,0.065
Indonesia,IDN,1941,0.11,0.176,0.065
Indonesia,IDN,1942,0.072,0.117,0.039
Indonesia,IDN,1943,0.072,0.117,0.039
Indonesia,IDN,1944,0.072,0.117,0.039
Indonesia,IDN,1945,0.235,0.329,0.153
Indonesia,IDN,1946,0.616,0.717,0.477
Indonesia,IDN,1947,0.616,0.717,0.477
Indonesia,IDN,1948,0.616,0.717,0.477
Indonesia,IDN,1949,0.826,0.893,0.741
Indonesia,IDN,1950,0.836,0.905,0.753
Indonesia,IDN,1951,0.836,0.905,0.753
Indonesia,IDN,1952,0.836,0.905,0.753
Indonesia,IDN,1953,0.836,0.905,0.753
Indonesia,IDN,1954,0.836,0.905,0.753
Indonesia,IDN,1955,0.852,0.914,0.775
Indonesia,IDN,1956,0.894,0.943,0.831
Indonesia,IDN,1957,0.79,0.87,0.693
Indonesia,IDN,1958,0.686,0.797,0.581
Indonesia,IDN,1959,0.604,0.717,0.483
Indonesia,IDN,1960,0.427,0.54,0.315
Indonesia,IDN,1961,0.341,0.452,0.236
Indonesia,IDN,1962,0.341,0.452,0.236
Indonesia,IDN,1963,0.341,0.452,0.236
Indonesia,IDN,1964,0.341,0.452,0.236
Indonesia,IDN,1965,0.296,0.395,0.198
Indonesia,IDN,1966,0.223,0.324,0.144
Indonesia,IDN,1967,0.23,0.324,0.15
Indonesia,IDN,1968,0.233,0.327,0.152
Indonesia,IDN,1969,0.233,0.327,0.152
Indonesia,IDN,1970,0.187,0.269,0.12
Indonesia,IDN,1971,0.199,0.295,0.133
Indonesia,IDN,1972,0.223,0.325,0.152
Indonesia,IDN,1973,0.206,0.294,0.134
Indonesia,IDN,1974,0.199,0.303,0.137
Indonesia,IDN,1975,0.194,0.285,0.125
Indonesia,IDN,1976,0.194,0.285,0.125
Indonesia,IDN,1977,0.155,0.233,0.099
Indonesia,IDN,1978,0.149,0.225,0.095
Indonesia,IDN,1979,0.149,0.225,0.095
Indonesia,IDN,1980,0.149,0.225,0.095
Indonesia,IDN,1981,0.149,0.225,0.095
Indonesia,IDN,1982,0.147,0.219,0.092
Indonesia,IDN,1983,0.146,0.216,0.091
Indonesia,IDN,1984,0.146,0.216,0.091
Indonesia,IDN,1985,0.146,0.216,0.091
Indonesia,IDN,1986,0.146,0.216,0.091
Indonesia,IDN,1987,0.148,0.221,0.089
Indonesia,IDN,1988,0.149,0.223,0.088
Indonesia,IDN,1989,0.149,0.223,0.088
Indonesia,IDN,1990,0.142,0.209,0.084
Indonesia,IDN,1991,0.142,0.209,0.084
Indonesia,IDN,1992,0.141,0.216,0.09
Indonesia,IDN,1993,0.141,0.214,0.089
Indonesia,IDN,1994,0.141,0.214,0.089
Indonesia,IDN,1995,0.141,0.214,0.089
Indonesia,IDN,1996,0.141,0.214,0.089
Indonesia,IDN,1997,0.16,0.236,0.099
Indonesia,IDN,1998,0.341,0.448,0.235
Indonesia,IDN,1999,0.745,0.827,0.636
Indonesia,IDN,2000,0.803,0.872,0.719
Indonesia,IDN,2001,0.803,0.872,0.719
Indonesia,IDN,2002,0.803,0.872,0.719
Indonesia,IDN,2003,0.803,0.872,0.719
Indonesia,IDN,2004,0.786,0.858,0.691
Indonesia,IDN,2005,0.786,0.857,0.689
Indonesia,IDN,2006,0.786,0.857,0.689
Indonesia,IDN,2007,0.786,0.857,0.689
Indonesia,IDN,2008,0.782,0.851,0.675
Indonesia,IDN,2009,0.789,0.857,0.694
Indonesia,IDN,2010,0.788,0.86,0.705
Indonesia,IDN,2011,0.788,0.86,0.705
Indonesia,IDN,2012,0.788,0.86,0.705
Indonesia,IDN,2013,0.784,0.851,0.686
Indonesia,IDN,2014,0.783,0.855,0.695
Indonesia,IDN,2015,0.771,0.836,0.667
Indonesia,IDN,2016,0.757,0.832,0.653
Indonesia,IDN,2017,0.747,0.825,0.658
Indonesia,IDN,2018,0.731,0.813,0.626
Indonesia,IDN,2019,0.722,0.811,0.62
Indonesia,IDN,2020,0.704,0.787,0.592
Indonesia,IDN,2021,0.687,0.77,0.571
Indonesia,IDN,2022,0.707,0.798,0.608
Japan,JPN,1789,0.065,0.113,0.034
Japan,JPN,1790,0.065,0.113,0.034
Japan,JPN,1791,0.065,0.113,0.034
Japan,JPN,1792,0.065,0.113,0.034
Japan,JPN,1793,0.065,0.113,0.034
Japan,JPN,1794,0.065,0.113,0.034
Japan,JPN,1795,0.065,0.113,0.034
Japan,JPN,1796,0.065,0.113,0.034
Japan,JPN,1797,0.065,0.113,0.034
Japan,JPN,1798,0.065,0.113,0.034
Japan,JPN,1799,0.065,0.113,0.034
Japan,JPN,1800,0.065,0.113,0.034
Japan,JPN,1801,0.065,0.113,0.034
Japan,JPN,1802,0.065,0.113,0.034
Japan,JPN,1803,0.065,0.113,0.034
Japan,JPN,1804,0.065,0.113,0.034
Japan,JPN,1805,0.065,0.113,0.034
Japan,JPN,1806,0.065,0.113,0.034
Japan,JPN,1807,0.065,0.113,0.034
Japan,JPN,1808,0.065,0.113,0.034
Japan,JPN,1809,0.065,0.113,0.034
Japan,JPN,1810,0.065,0.113,0.034
Japan,JPN,1811,0.065,0.113,0.034
Japan,JPN,1812,0.065,0.113,0.034
Japan,JPN,1813,0.065,0.113,0.034
Japan,JPN,1814,0.065,0.113,0.034
Japan,JPN,1815,0.065,0.113,0.034
Japan,JPN,1816,0.065,0.113,0.034
Japan,JPN,1817,0.065,0.113,0.034
Japan,JPN,1818,0.065,0.113,0.034
Japan,JPN,1819,0.065,0.113,0.034
Japan,JPN,1820,0.065,0.113,0.034
Japan,JPN,1821,0.065,0.113,0.034
Japan,JPN,1822,0.065,0.113,0.034
Japan,JPN,1823,0.065,0.113,0.034
Japan,JPN,1824,0.065,0.113,0.034
Japan,JPN,1825,0.065,0.113,0.034
Japan,JPN,1826,0.065,0.113,0.034
Japan,JPN,1827,0.065,0.113,0.034
Japan,JPN,1828,0.065,0.113,0.034
Japan,JPN,1829,0.065,0.113,0.034
Japan,JPN,1830,0.065,0.113,0.034
Japan,JPN,1831,0.065,0.113,0.034
Japan,JPN,1832,0.065,0.113,0.034
Japan,JPN,1833,0.065,0.113,0.034
Japan,JPN,1834,0.065,0.113,0.034
Japan,JPN,1835,0.065,0.113,0.034
Japan,JPN,1836,0.065,0.113,0.034
Japan,JPN,1837,0.065,0.113,0.034
Japan,JPN,1838,0.065,0.113,0.034
Japan,JPN,1839,0.065,0.113,0.034
Japan,JPN,1840,0.065,0.113,0.034
Japan,JPN,1841,0.065,0.113,0.034
Japan,JPN,1842,0.065,0.113,0.034
Japan,JPN,1843,0.065,0.113,0.034
Japan,JPN,1844,0.065,0.113,0.034
Japan,JPN,1845,0.065,0.113,0.034
Japan,JPN,1846,0.065,0.113,0.034
Japan,JPN,1847,0.065,0.113,0.034
Japan,JPN,1848,0.065,0.113,0.034
Japan,JPN,1849,0.065,0.113,0.034
Japan,JPN,1850,0.065,0.113,0.034
Japan,JPN,1851,0.065,0.113,0.034
Japan,JPN,1852,0.065,0.113,0.034
Japan,JPN,1853,0.065,0.113,0.034
Japan,JPN,1854,0.065,0.113,0.034
Japan,JPN,1855,0.065,0.113,0.034
Japan,JPN,1856,0.065,0.113,0.034
Japan,JPN,1857,0.065,0.113,0.034
Japan,JPN,1858,0.065,0.113,0.034
Japan,JPN,1859,0.065,0.113,0.034
Japan,JPN,1860,0.065,0.113,0.034
Japan,JPN,1861,0.065,0.113,0.034
Japan,JPN,1862,0.065,0.113,0.034
Japan,JPN,1863,0.065,0.113,0.034
Japan,JPN,1864,0.065,0.113,0.034
Japan,JPN,1865,0.065,0.113,0.034
Japan,JPN,1866,0.065,0.113,0.034
Japan,JPN,1867,0.065,0.113,0.034
Japan,JPN,1868,0.065,0.113,0.034
Japan,JPN,1869,0.075,0.126,0.04
Japan,JPN,1870,0.291,0.411,0.207
Japan,JPN,1871,0.291,0.411,0.207
Japan,JPN,1872,0.291,0.411,0.207
Japan,JPN,1873,0.291,0.411,0.207
Japan,JPN,1874,0.291,0.411,0.207
Japan,JPN,1875,0.291,0.411,0.207
Japan,JPN,1876,0.291,0.411,0.207
Japan,JPN,1877,0.291,0.411,0.207
Japan,JPN,1878,0.291,0.411,0.207
Japan,JPN,1879,0.291,0.411,0.207
Japan,JPN,1880,0.291,0.411,0.207
Japan,JPN,1881,0.291,0.411,0.207
Japan,JPN,1882,0.291,0.411,0.207
Japan,JPN,1883,0.291,0.411,0.207
Japan,JPN,1884,0.291,0.411,0.207
Japan,JPN,1885,0.291,0.411,0.207
Japan,JPN,1886,0.291,0.411,0.207
Japan,JPN,1887,0.291,0.411,0.207
Japan,JPN,1888,0.291,0.411,0.207
Japan,JPN,1889,0.291,0.411,0.207
Japan,JPN,1890,0.36,0.477,0.259
Japan,JPN,1891,0.408,0.538,0.303
Japan,JPN,1892,0.479,0.608,0.373
Japan,JPN,1893,0.477,0.607,0.372
Japan,JPN,1894,0.474,0.602,0.361
Japan,JPN,1895,0.474,0.602,0.359
Japan,JPN,1896,0.474,0.602,0.359
Japan,JPN,1897,0.474,0.602,0.359
Japan,JPN,1898,0.471,0.589,0.36
Japan,JPN,1899,0.451,0.571,0.349
Japan,JPN,1900,0.446,0.547,0.324
Japan,JPN,1901,0.45,0.558,0.337
Japan,JPN,1902,0.449,0.555,0.337
Japan,JPN,1903,0.446,0.551,0.336
Japan,JPN,1904,0.446,0.551,0.336
Japan,JPN,1905,0.446,0.551,0.336
Japan,JPN,1906,0.447,0.559,0.338
Japan,JPN,1907,0.447,0.559,0.338
Japan,JPN,1908,0.444,0.558,0.335
Japan,JPN,1909,0.442,0.557,0.333
Japan,JPN,1910,0.443,0.559,0.337
Japan,JPN,1911,0.443,0.559,0.337
Japan,JPN,1912,0.443,0.557,0.338
Japan,JPN,1913,0.443,0.556,0.338
Japan,JPN,1914,0.443,0.556,0.338
Japan,JPN,1915,0.44,0.556,0.336
Japan,JPN,1916,0.439,0.556,0.336
Japan,JPN,1917,0.445,0.559,0.341
Japan,JPN,1918,0.448,0.561,0.343
Japan,JPN,1919,0.448,0.561,0.343
Japan,JPN,1920,0.446,0.559,0.334
Japan,JPN,1921,0.445,0.557,0.329
Japan,JPN,1922,0.445,0.557,0.329
Japan,JPN,1923,0.445,0.557,0.329
Japan,JPN,1924,0.44,0.551,0.327
Japan,JPN,1925,0.428,0.533,0.316
Japan,JPN,1926,0.426,0.533,0.303
Japan,JPN,1927,0.426,0.533,0.303
Japan,JPN,1928,0.427,0.544,0.317
Japan,JPN,1929,0.427,0.545,0.32
Japan,JPN,1930,0.412,0.52,0.302
Japan,JPN,1931,0.408,0.535,0.311
Japan,JPN,1932,0.409,0.529,0.308
Japan,JPN,1933,0.409,0.528,0.307
Japan,JPN,1934,0.409,0.528,0.307
Japan,JPN,1935,0.409,0.528,0.307
Japan,JPN,1936,0.41,0.524,0.302
Japan,JPN,1937,0.365,0.478,0.26
Japan,JPN,1938,0.356,0.453,0.244
Japan,JPN,1939,0.356,0.453,0.244
Japan,JPN,1940,0.238,0.337,0.157
Japan,JPN,1941,0.222,0.303,0.142
Japan,JPN,1942,0.195,0.283,0.129
Japan,JPN,1943,0.181,0.268,0.12
Japan,JPN,1944,0.181,0.268,0.12
Japan,JPN,1945,0.315,0.427,0.218
Japan,JPN,1946,0.775,0.851,0.675
Japan,JPN,1947,0.815,0.882,0.721
Japan,JPN,1948,0.824,0.889,0.736
Japan,JPN,1949,0.824,0.89,0.741
Japan,JPN,1950,0.824,0.897,0.75
Japan,JPN,1951,0.824,0.897,0.75
Japan,JPN,1952,0.825,0.898,0.751
Japan,JPN,1953,0.847,0.902,0.76
Japan,JPN,1954,0.847,0.902,0.76
Japan,JPN,1955,0.881,0.936,0.82
Japan,JPN,1956,0.895,0.938,0.83
Japan,JPN,1957,0.895,0.938,0.83
Japan,JPN,1958,0.893,0.938,0.831
Japan,JPN,1959,0.891,0.938,0.832
Japan,JPN,1960,0.891,0.938,0.832
Japan,JPN,1961,0.894,0.939,0.831
Japan,JPN,1962,0.894,0.939,0.831
Japan,JPN,1963,0.894,0.939,0.831
Japan,JPN,1964,0.894,0.936,0.829
Japan,JPN,1965,0.894,0.936,0.829
Japan,JPN,1966,0.894,0.936,0.829
Japan,JPN,1967,0.89,0.935,0.818
Japan,JPN,1968,0.89,0.934,0.818
Japan,JPN,1969,0.89,0.934,0.818
Japan,JPN,1970,0.898,0.945,0.842
Japan,JPN,1971,0.901,0.945,0.842
Japan,JPN,1972,0.901,0.945,0.841
Japan,JPN,1973,0.897,0.939,0.828
Japan,JPN,1974,0.897,0.939,0.828
Japan,JPN,1975,0.897,0.939,0.828
Japan,JPN,1976,0.898,0.94,0.829
Japan,JPN,1977,0.9,0.945,0.839
Japan,JPN,1978,0.9,0.945,0.839
Japan,JPN,1979,0.9,0.945,0.838
Japan,JPN,1980,0.902,0.943,0.837
Japan,JPN,1981,0.902,0.943,0.837
Japan,JPN,1982,0.902,0.943,0.837
Japan,JPN,1983,0.902,0.943,0.837
Japan,JPN,1984,0.9,0.943,0.839
Japan,JPN,1985,0.9,0.943,0.839
Japan,JPN,1986,0.9,0.943,0.84
Japan,JPN,1987,0.899,0.944,0.841
Japan,JPN,1988,0.899,0.944,0.841
Japan,JPN,1989,0.899,0.944,0.841
Japan,JPN,1990,0.899,0.942,0.84
Japan,JPN,1991,0.899,0.942,0.84
Japan,JPN,1992,0.899,0.942,0.84
Japan,JPN,1993,0.899,0.941,0.84
Japan,JPN,1994,0.899,0.941,0.841
Japan,JPN,1995,0.899,0.941,0.841
Japan,JPN,1996,0.899,0.94,0.839
Japan,JPN,1997,0.898,0.939,0.831
Japan,JPN,1998,0.898,0.939,0.831
Japan,JPN,1999,0.898,0.939,0.831
Japan,JPN,2000,0.898,0.941,0.835
Japan,JPN,2001,0.898,0.944,0.839
Japan,JPN,2002,0.898,0.944,0.839
Japan,JPN,2003,0.899,0.944,0.839
Japan,JPN,2004,0.9,0.941,0.838
Japan,JPN,2005,0.901,0.94,0.835
Japan,JPN,2006,0.902,0.939,0.828
Japan,JPN,2007,0.902,0.939,0.828
Japan,JPN,2008,0.902,0.94,0.834
Japan,JPN,2009,0.909,0.947,0.851
Japan,JPN,2010,0.909,0.947,0.845
Japan,JPN,2011,0.909,0.947,0.845
Japan,JPN,2012,0.904,0.943,0.836
Japan,JPN,2013,0.906,0.949,0.85
Japan,JPN,2014,0.906,0.949,0.849
Japan,JPN,2015,0.907,0.947,0.845
Japan,JPN,2016,0.907,0.947,0.845
Japan,JPN,2017,0.907,0.946,0.844
Japan,JPN,2018,0.931,0.966,0.882
Japan,JPN,2019,0.925,0.96,0.871
Japan,JPN,2020,0.925,0.96,0.871
Japan,JPN,2021,0.925,0.96,0.871
Japan,JPN,2022,0.924,0.96,0.871
Laos,LAO,1789,0.054,0.098,0.029
Laos,LAO,1790,0.054,0.098,0.029
Laos,LAO,1791,0.054,0.098,0.029
Laos,LAO,1792,0.054,0.098,0.029
Laos,LAO,1793,0.054,0.098,0.029
Laos,LAO,1794,0.054,0.098,0.029
Laos,LAO,1795,0.054,0.098,0.029
Laos,LAO,1796,0.054,0.098,0.029
Laos,LAO,1797,0.054,0.098,0.029
Laos,LAO,1798,0.054,0.098,0.029
Laos,LAO,1799,0.054,0.098,0.029
Laos,LAO,1800,0.054,0.098,0.029
Laos,LAO,1801,0.054,0.098,0.029
Laos,LAO,1802,0.054,0.098,0.029
Laos,LAO,1803,0.054,0.098,0.029
Laos,LAO,1804,0.054,0.098,0.029
Laos,LAO,1805,0.054,0.098,0.029
Laos,LAO,1806,0.054,0.098,0.029
Laos,LAO,1807,0.054,0.098,0.029
Laos,LAO,1808,0.054,0.098,0.029
Laos,LAO,1809,0.054,0.098,0.029
Laos,LAO,1810,0.054,0.098,0.029
Laos,LAO,1811,0.054,0.098,0.029
Laos,LAO,1812,0.054,0.098,0.029
Laos,LAO,1813,0.054,0.098,0.029
Laos,LAO,1814,0.054,0.098,0.029
Laos,LAO,1815,0.054,0.098,0.029
Laos,LAO,1816,0.054,0.098,0.029
Laos,LAO,1817,0.054,0.098,0.029
Laos,LAO,1818,0.054,0.098,0.029
Laos,LAO,1819,0.054,0.098,0.029
Laos,LAO,1820,0.054,0.098,0.029
Laos,LAO,1821,0.054,0.098,0.029
Laos,LAO,1822,0.054,0.098,0.029
Laos,LAO,1823,0.054,0.098,0.029
Laos,LAO,1824,0.054,0.098,0.029
Laos,LAO,1825,0.054,0.098,0.029
Laos,LAO,1826,0.054,0.098,0.029
Laos,LAO,1827,0.054,0.098,0.029
Laos,LAO,1828,0.054,0.098,0.029
Laos,LAO,1829,0.054,0.098,0.029
Laos,LAO,1830,0.06,0.113,0.033
Laos,LAO,1831,0.06,0.113,0.033
Laos,LAO,1832,0.06,0.113,0.033
