Entity,Code,Year,2_1_EnergyPC
India,IND,2004,3826.2058
India,IND,2005,3987.057
India,IND,2006,4136.6675
India,IND,2007,4423.9287
India,IND,2008,4616.339
India,IND,2009,4906.0464
India,IND,2010,5053.5146
India,IND,2011,5288.3257
India,IND,2012,5530.136
India,IND,2013,5649.5728
India,IND,2014,5966.5664
India,IND,2015,6070.304
India,IND,2016,6259.2656
India,IND,2017,6425.252
India,IND,2018,6764.3013
India,IND,2019,6858.1797
India,IND,2020,6403.6064
India,IND,2021,6991.664
Indonesia,IDN,1965,835.4863
Indonesia,IDN,1966,810.11194
Indonesia,IDN,1967,780.1305
Indonesia,IDN,1968,810.21
Indonesia,IDN,1969,889.76154
Indonesia,IDN,1970,928.2073
Indonesia,IDN,1971,861.0435
Indonesia,IDN,1972,889.41046
Indonesia,IDN,1973,977.2646
Indonesia,IDN,1974,1020.7836
Indonesia,IDN,1975,1218.8126
Indonesia,IDN,1976,1248.6306
Indonesia,IDN,1977,1610.9282
Indonesia,IDN,1978,1768.8732
Indonesia,IDN,1979,1965.9764
Indonesia,IDN,1980,2062.4712
Indonesia,IDN,1981,2160.0718
Indonesia,IDN,1982,2152.163
Indonesia,IDN,1983,2228.0264
Indonesia,IDN,1984,2399.01
Indonesia,IDN,1985,2490.985
Indonesia,IDN,1986,2607.5312
Indonesia,IDN,1987,2699.753
Indonesia,IDN,1988,2796.916
Indonesia,IDN,1989,3044.827
Indonesia,IDN,1990,3294.7917
Indonesia,IDN,1991,3522.5183
Indonesia,IDN,1992,3801.7942
Indonesia,IDN,1993,3983.7986
Indonesia,IDN,1994,4102.256
Indonesia,IDN,1995,4392.2646
Indonesia,IDN,1996,4633.9023
Indonesia,IDN,1997,4948.957
Indonesia,IDN,1998,4789.7163
Indonesia,IDN,1999,5151.6665
Indonesia,IDN,2000,5435.4355
Indonesia,IDN,2001,5740.435
Indonesia,IDN,2002,5815.386
Indonesia,IDN,2003,6224.942
Indonesia,IDN,2004,6086.9487
Indonesia,IDN,2005,6184.545
Indonesia,IDN,2006,6232.4453
Indonesia,IDN,2007,6595.5625
Indonesia,IDN,2008,6570.3774
Indonesia,IDN,2009,6693.478
Indonesia,IDN,2010,7247.499
Indonesia,IDN,2011,7627.47
Indonesia,IDN,2012,7802.655
Indonesia,IDN,2013,7434.578
Indonesia,IDN,2014,7441.9414
Indonesia,IDN,2015,7508.265
Indonesia,IDN,2016,7502.662
Indonesia,IDN,2017,7761.6694
Indonesia,IDN,2018,8523.528
Indonesia,IDN,2019,9011.873
Indonesia,IDN,2020,8275.018
Indonesia,IDN,2021,8431.905
Japan,JPN,1965,18333.033
Japan,JPN,1966,20045.064
Japan,JPN,1967,22703.479
Japan,JPN,1968,24992.418
Japan,JPN,1969,28117.81
Japan,JPN,1970,31032.793
Japan,JPN,1971,32622.006
Japan,JPN,1972,33721.758
Japan,JPN,1973,36916.08
Japan,JPN,1974,36618.08
Japan,JPN,1975,34575.215
Japan,JPN,1976,35455.48
Japan,JPN,1977,35349.86
Japan,JPN,1978,36491.08
Japan,JPN,1979,37622.473
Japan,JPN,1980,36254.54
Japan,JPN,1981,35516.242
Japan,JPN,1982,33955.08
Japan,JPN,1983,34213.547
Japan,JPN,1984,36907.6
Japan,JPN,1985,36996.742
Japan,JPN,1986,36868.168
Japan,JPN,1987,37437.76
Japan,JPN,1988,39642.125
Japan,JPN,1989,40848.023
Japan,JPN,1990,42192.62
Japan,JPN,1991,43008.56
Japan,JPN,1992,43327.996
Japan,JPN,1993,43862.707
Japan,JPN,1994,45380.566
Japan,JPN,1995,47580.195
Japan,JPN,1996,48386.64
Japan,JPN,1997,49199.973
Japan,JPN,1998,48110.82
Japan,JPN,1999,48803.297
Japan,JPN,2000,49229.383
Japan,JPN,2001,48662.785
Japan,JPN,2002,48643.8
Japan,JPN,2003,48392.926
Japan,JPN,2004,48887.336
Japan,JPN,2005,49007.164
Japan,JPN,2006,48855.34
Japan,JPN,2007,48292.94
Japan,JPN,2008,47418.414
Japan,JPN,2009,43254.305
Japan,JPN,2010,46114.938
Japan,JPN,2011,43712.98
Japan,JPN,2012,43428.844
Japan,JPN,2013,43171.46
Japan,JPN,2014,42146.168
Japan,JPN,2015,41622.668
Japan,JPN,2016,41172.285
Japan,JPN,2017,41783.035
Japan,JPN,2018,41694.16
Japan,JPN,2019,40868.69
Japan,JPN,2020,37996.54
Japan,JPN,2021,39545.414
Laos,LAO,1980,1151.9299
Laos,LAO,1981,976.8953
Laos,LAO,1982,978.1488
Laos,LAO,1983,889.89777
Laos,LAO,1984,774.86176
Laos,LAO,1985,725.85706
Laos,LAO,1986,727.64856
Laos,LAO,1987,558.7224
Laos,LAO,1988,510.87933
Laos,LAO,1989,630.2758
Laos,LAO,1990,691.41486
Laos,LAO,1991,731.76855
Laos,LAO,1992,710.09534
Laos,LAO,1993,711.1363
Laos,LAO,1994,689.24896
Laos,LAO,1995,796.1571
Laos,LAO,1996,886.9237
Laos,LAO,1997,880.1169
Laos,LAO,1998,1099.9237
Laos,LAO,1999,1277.631
Laos,LAO,2000,2086.755
Laos,LAO,2001,2181.866
Laos,LAO,2002,2136.59
Laos,LAO,2003,2052.7878
Laos,LAO,2004,2100.1213
Laos,LAO,2005,2393.1812
Laos,LAO,2006,2667.1423
Laos,LAO,2007,2575.5598
Laos,LAO,2008,2873.2812
Laos,LAO,2009,2970.4678
Laos,LAO,2010,4625.6934
Laos,LAO,2011,5997.1875
Laos,LAO,2012,6164.582
Laos,LAO,2013,7166.971
Laos,LAO,2014,7185.512
Laos,LAO,2015,10405.498
Laos,LAO,2016,17432.156
Laos,LAO,2017,17345.1
Laos,LAO,2018,17773.72
Laos,LAO,2019,21322.256
Macao,MAC,1980,8237.567
Macao,MAC,1981,7850.5674
Macao,MAC,1982,8096.8696
Macao,MAC,1983,10881.221
Macao,MAC,1984,11506.683
Macao,MAC,1985,9138.74
Macao,MAC,1986,12547.931
Macao,MAC,1987,13121.109
Macao,MAC,1988,12263.211
Macao,MAC,1989,12561.806
Macao,MAC,1990,12762.234
Macao,MAC,1991,12156.421
Macao,MAC,1992,12235.194
Macao,MAC,1993,13134.948
Macao,MAC,1994,13728.948
Macao,MAC,1995,13935.989
Macao,MAC,1996,15103.862
Macao,MAC,1997,15209.331
Macao,MAC,1998,15979.731
Macao,MAC,1999,16700.1
Macao,MAC,2000,15977.8125
Macao,MAC,2001,16188.216
Macao,MAC,2002,17029.46
Macao,MAC,2003,16996.396
Macao,MAC,2004,19637.254
Macao,MAC,2005,19636.117
Macao,MAC,2006,20359.129
Macao,MAC,2007,20300.041
Macao,MAC,2008,17604.602
Macao,MAC,2009,18303.113
Macao,MAC,2010,18400.9
Macao,MAC,2011,18063.021
Macao,MAC,2012,17832.598
Macao,MAC,2013,17761.412
Macao,MAC,2014,18849.732
Macao,MAC,2015,21063.752
Macao,MAC,2016,20401.303
Macao,MAC,2017,24657.23
Macao,MAC,2018,22952.04
Macao,MAC,2019,23023.49
Malaysia,MYS,1965,3639.4614
Malaysia,MYS,1966,4097.59
Malaysia,MYS,1967,4289.4683
Malaysia,MYS,1968,4327.6025
Malaysia,MYS,1969,4634.87
Malaysia,MYS,1970,4294.6675
Malaysia,MYS,1971,4685.3276
Malaysia,MYS,1972,5098.5034
Malaysia,MYS,1973,5245.301
Malaysia,MYS,1974,5189.881
Malaysia,MYS,1975,5222.444
Malaysia,MYS,1976,5688.449
Malaysia,MYS,1977,6485.843
Malaysia,MYS,1978,8392.0625
Malaysia,MYS,1979,9403.491
Malaysia,MYS,1980,9580.384
Malaysia,MYS,1981,9649.489
Malaysia,MYS,1982,10068.276
Malaysia,MYS,1983,11261.694
Malaysia,MYS,1984,11811.673
Malaysia,MYS,1985,11376.897
Malaysia,MYS,1986,12125.577
Malaysia,MYS,1987,12132.97
Malaysia,MYS,1988,12381.6875
Malaysia,MYS,1989,13454.195
Malaysia,MYS,1990,13757.189
Malaysia,MYS,1991,16754.078
Malaysia,MYS,1992,18381.809
Malaysia,MYS,1993,17979.701
Malaysia,MYS,1994,18568.719
Malaysia,MYS,1995,19762.299
Malaysia,MYS,1996,21473.818
Malaysia,MYS,1997,24257.473
Malaysia,MYS,1998,22715.674
Malaysia,MYS,1999,23668.324
Malaysia,MYS,2000,26641.578
Malaysia,MYS,2001,26586.07
Malaysia,MYS,2002,27301.998
Malaysia,MYS,2003,28866.639
Malaysia,MYS,2004,30458.582
Malaysia,MYS,2005,32213.627
Malaysia,MYS,2006,31867.139
Malaysia,MYS,2007,33259.7
Malaysia,MYS,2008,33718.01
Malaysia,MYS,2009,32011.06
Malaysia,MYS,2010,32475.027
Malaysia,MYS,2011,32513.375
Malaysia,MYS,2012,34999.082
Malaysia,MYS,2013,36051.26
Malaysia,MYS,2014,35851.527
Malaysia,MYS,2015,35867.03
Malaysia,MYS,2016,37200.777
Malaysia,MYS,2017,37164.074
Malaysia,MYS,2018,37330.33
Malaysia,MYS,2019,37846.984
Malaysia,MYS,2020,34321.6
Malaysia,MYS,2021,34673.914
Maldives,MDV,1980,375.3471
Maldives,MDV,1981,363.7831
Maldives,MDV,1982,353.6657
Maldives,MDV,1983,344.1572
Maldives,MDV,1984,1342.6335
Maldives,MDV,1985,1296.7568
Maldives,MDV,1986,1450.6243
Maldives,MDV,1987,1400.6931
Maldives,MDV,1988,1654.0004
Maldives,MDV,1989,1598.6647
Maldives,MDV,1990,1875.4272
Maldives,MDV,1991,1817.4015
Maldives,MDV,1992,1768.5521
Maldives,MDV,1993,2007.3478
Maldives,MDV,1994,3927.181
Maldives,MDV,1995,5271.3096
Maldives,MDV,1996,5397.8564
Maldives,MDV,1997,4573.3916
Maldives,MDV,1998,4949.162
Maldives,MDV,1999,4872.386
Maldives,MDV,2000,10129.736
Maldives,MDV,2001,8351.583
Maldives,MDV,2002,9816.173
Maldives,MDV,2003,8392.205
Maldives,MDV,2004,10799.323
Maldives,MDV,2005,9621.824
Maldives,MDV,2006,11906.826
Maldives,MDV,2007,11930.126
Maldives,MDV,2008,12517.4
Maldives,MDV,2009,12835.753
Maldives,MDV,2010,12524.812
Maldives,MDV,2011,13070.632
Maldives,MDV,2012,16074.46
Maldives,MDV,2013,16392.89
Maldives,MDV,2014,21117.277
Maldives,MDV,2015,15108.322
Maldives,MDV,2016,15348.207
Maldives,MDV,2017,15287.203
Maldives,MDV,2018,16887.44
Maldives,MDV,2019,18410.123
Mongolia,MNG,1980,25680.953
Mongolia,MNG,1981,21203.541
Mongolia,MNG,1982,25851.371
Mongolia,MNG,1983,25632.742
Mongolia,MNG,1984,24734.777
Mongolia,MNG,1985,28329.633
Mongolia,MNG,1986,30051.963
Mongolia,MNG,1987,30621.645
Mongolia,MNG,1988,31394.03
Mongolia,MNG,1989,29109.637
Mongolia,MNG,1990,26418.062
Mongolia,MNG,1991,26932.64
Mongolia,MNG,1992,23671.002
Mongolia,MNG,1993,21398.938
Mongolia,MNG,1994,19678.45
Mongolia,MNG,1995,18526.11
Mongolia,MNG,1996,18857.643
Mongolia,MNG,1997,17051.783
Mongolia,MNG,1998,17177.256
Mongolia,MNG,1999,17113.32
Mongolia,MNG,2000,17691.607
Mongolia,MNG,2001,17502.184
Mongolia,MNG,2002,18501.777
Mongolia,MNG,2003,17411.361
Mongolia,MNG,2004,16947.145
Mongolia,MNG,2005,17428.03
Mongolia,MNG,2006,18611.67
Mongolia,MNG,2007,19353.18
Mongolia,MNG,2008,18919.375
Mongolia,MNG,2009,18921.092
Mongolia,MNG,2010,18202.336
Mongolia,MNG,2011,18659.502
Mongolia,MNG,2012,19704.566
Mongolia,MNG,2013,20522.166
Mongolia,MNG,2014,19699.465
Mongolia,MNG,2015,19186.037
Mongolia,MNG,2016,19691.234
Mongolia,MNG,2017,21044.006
Mongolia,MNG,2018,22470.287
Mongolia,MNG,2019,24283.242
Myanmar,MMR,1980,605.1257
Myanmar,MMR,1981,612.0581
Myanmar,MMR,1982,661.05475
Myanmar,MMR,1983,663.2304
Myanmar,MMR,1984,706.11053
Myanmar,MMR,1985,699.129
Myanmar,MMR,1986,698.7062
Myanmar,MMR,1987,678.9151
Myanmar,MMR,1988,642.3325
Myanmar,MMR,1989,655.9231
Myanmar,MMR,1990,626.5227
Myanmar,MMR,1991,611.5023
Myanmar,MMR,1992,630.84467
Myanmar,MMR,1993,665.22644
Myanmar,MMR,1994,768.1933
Myanmar,MMR,1995,804.47095
Myanmar,MMR,1996,802.511
Myanmar,MMR,1997,844.2114
Myanmar,MMR,1998,923.9542
Myanmar,MMR,1999,925.74817
Myanmar,MMR,2000,1055.1344
Myanmar,MMR,2001,963.84076
Myanmar,MMR,2002,1107.3801
Myanmar,MMR,2003,1236.4875
Myanmar,MMR,2004,1285.3595
Myanmar,MMR,2005,1642.7948
Myanmar,MMR,2006,1538.9808
Myanmar,MMR,2007,1648.7915
Myanmar,MMR,2008,1504.8369
Myanmar,MMR,2009,1377.901
Myanmar,MMR,2010,1386.8824
Myanmar,MMR,2011,1505.1958
Myanmar,MMR,2012,1768.9735
Myanmar,MMR,2013,2031.3105
Myanmar,MMR,2014,2355.998
Myanmar,MMR,2015,2180.483
Myanmar,MMR,2016,2488.822
Myanmar,MMR,2017,3268.397
Myanmar,MMR,2018,3472.8574
Myanmar,MMR,2019,3189.0923
Nepal,NPL,1980,140.71605
Nepal,NPL,1981,137.74971
Nepal,NPL,1982,174.85509
Nepal,NPL,1983,195.14613
Nepal,NPL,1984,192.87585
Nepal,NPL,1985,172.61325
Nepal,NPL,1986,227.17126
Nepal,NPL,1987,253.22533
Nepal,NPL,1988,245.2523
Nepal,NPL,1989,240.75
Nepal,NPL,1990,282.64832
Nepal,NPL,1991,314.0623
Nepal,NPL,1992,322.01544
Nepal,NPL,1993,320.27237
Nepal,NPL,1994,350.8241
Nepal,NPL,1995,379.11972
Nepal,NPL,1996,421.09924
Nepal,NPL,1997,445.4051
Nepal,NPL,1998,531.4146
Nepal,NPL,1999,589.571
Nepal,NPL,2000,599.056
Nepal,NPL,2001,622.0788
Nepal,NPL,2002,645.2906
Nepal,NPL,2003,669.50134
Nepal,NPL,2004,660.4656
Nepal,NPL,2005,678.4753
Nepal,NPL,2006,663.4546
Nepal,NPL,2007,653.86755
Nepal,NPL,2008,719.46136
Nepal,NPL,2009,818.67523
Nepal,NPL,2010,868.6695
Nepal,NPL,2011,922.1434
Nepal,NPL,2012,967.2062
Nepal,NPL,2013,1020.5796
Nepal,NPL,2014,1099.4447
Nepal,NPL,2015,979.0958
Nepal,NPL,2016,1426.1302
Nepal,NPL,2017,1610.3488
Nepal,NPL,2018,1749.5182
Nepal,NPL,2019,1517.7913
North Korea,PRK,1980,16497.375
North Korea,PRK,1981,16898.523
North Korea,PRK,1982,17391.94
North Korea,PRK,1983,17918.28
North Korea,PRK,1984,18140.62
North Korea,PRK,1985,15171.988
North Korea,PRK,1986,15078.648
North Korea,PRK,1987,14618.195
North Korea,PRK,1988,16947.54
North Korea,PRK,1989,13814.66
North Korea,PRK,1990,13826.28
North Korea,PRK,1991,13556.981
North Korea,PRK,1992,11222.831
North Korea,PRK,1993,12159.411
North Korea,PRK,1994,11737.855
North Korea,PRK,1995,13665.021
North Korea,PRK,1996,13033.166
