Entity,Code,Year,libdem_vdem_owid,libdem_vdem_low_owid,libdem_vdem_high_owid
Afghanistan,AFG,1789,0.029,0.015,0.04
Afghanistan,AFG,1790,0.029,0.015,0.04
Afghanistan,AFG,1791,0.029,0.015,0.04
Afghanistan,AFG,1792,0.029,0.015,0.04
Afghanistan,AFG,1793,0.029,0.015,0.04
Afghanistan,AFG,1794,0.029,0.015,0.04
Afghanistan,AFG,1795,0.029,0.015,0.04
Afghanistan,AFG,1796,0.029,0.015,0.04
Afghanistan,AFG,1797,0.029,0.015,0.04
Afghanistan,AFG,1798,0.029,0.015,0.04
Afghanistan,AFG,1799,0.029,0.015,0.04
Afghanistan,AFG,1800,0.029,0.015,0.04
Afghanistan,AFG,1801,0.029,0.015,0.04
Afghanistan,AFG,1802,0.029,0.015,0.04
Afghanistan,AFG,1803,0.029,0.015,0.04
Afghanistan,AFG,1804,0.029,0.015,0.04
Afghanistan,AFG,1805,0.029,0.015,0.04
Afghanistan,AFG,1806,0.029,0.015,0.04
Afghanistan,AFG,1807,0.029,0.015,0.04
Afghanistan,AFG,1808,0.029,0.015,0.04
Afghanistan,AFG,1809,0.029,0.015,0.04
Afghanistan,AFG,1810,0.029,0.015,0.04
Afghanistan,AFG,1811,0.029,0.015,0.04
Afghanistan,AFG,1812,0.029,0.015,0.04
Afghanistan,AFG,1813,0.029,0.015,0.04
Afghanistan,AFG,1814,0.029,0.015,0.04
Afghanistan,AFG,1815,0.029,0.015,0.04
Afghanistan,AFG,1816,0.029,0.015,0.04
Afghanistan,AFG,1817,0.029,0.015,0.04
Afghanistan,AFG,1818,0.029,0.015,0.04
Afghanistan,AFG,1819,0.029,0.015,0.04
Afghanistan,AFG,1820,0.029,0.015,0.04
Afghanistan,AFG,1821,0.029,0.015,0.04
Afghanistan,AFG,1822,0.029,0.015,0.04
Afghanistan,AFG,1823,0.029,0.015,0.04
Afghanistan,AFG,1824,0.029,0.015,0.04
Afghanistan,AFG,1825,0.029,0.015,0.04
Afghanistan,AFG,1826,0.029,0.015,0.04
Afghanistan,AFG,1827,0.029,0.015,0.04
Afghanistan,AFG,1828,0.029,0.015,0.04
Afghanistan,AFG,1829,0.029,0.015,0.04
Afghanistan,AFG,1830,0.029,0.015,0.04
Afghanistan,AFG,1831,0.029,0.015,0.04
Afghanistan,AFG,1832,0.029,0.015,0.04
Afghanistan,AFG,1833,0.029,0.015,0.04
Afghanistan,AFG,1834,0.029,0.015,0.04
Afghanistan,AFG,1835,0.029,0.015,0.04
Afghanistan,AFG,1836,0.029,0.015,0.04
Afghanistan,AFG,1837,0.029,0.015,0.04
Afghanistan,AFG,1838,0.029,0.015,0.04
Afghanistan,AFG,1839,0.029,0.015,0.04
Afghanistan,AFG,1840,0.029,0.015,0.04
Afghanistan,AFG,1841,0.029,0.015,0.04
Afghanistan,AFG,1842,0.029,0.015,0.04
Afghanistan,AFG,1843,0.029,0.015,0.04
Afghanistan,AFG,1844,0.029,0.015,0.04
Afghanistan,AFG,1845,0.029,0.015,0.04
Afghanistan,AFG,1846,0.029,0.015,0.04
Afghanistan,AFG,1847,0.029,0.015,0.04
Afghanistan,AFG,1848,0.029,0.015,0.04
Afghanistan,AFG,1849,0.029,0.015,0.04
Afghanistan,AFG,1850,0.029,0.015,0.04
Afghanistan,AFG,1851,0.029,0.015,0.04
Afghanistan,AFG,1852,0.029,0.015,0.04
Afghanistan,AFG,1853,0.029,0.015,0.04
Afghanistan,AFG,1854,0.029,0.015,0.04
Afghanistan,AFG,1855,0.029,0.015,0.04
Afghanistan,AFG,1856,0.029,0.015,0.04
Afghanistan,AFG,1857,0.029,0.015,0.04
Afghanistan,AFG,1858,0.029,0.015,0.04
Afghanistan,AFG,1859,0.029,0.015,0.04
Afghanistan,AFG,1860,0.029,0.015,0.04
Afghanistan,AFG,1861,0.029,0.015,0.04
Afghanistan,AFG,1862,0.029,0.015,0.04
Afghanistan,AFG,1863,0.029,0.015,0.04
Afghanistan,AFG,1864,0.029,0.015,0.04
Afghanistan,AFG,1865,0.029,0.015,0.04
Afghanistan,AFG,1866,0.029,0.015,0.04
Afghanistan,AFG,1867,0.029,0.015,0.04
Afghanistan,AFG,1868,0.029,0.015,0.04
Afghanistan,AFG,1869,0.029,0.015,0.04
Afghanistan,AFG,1870,0.029,0.015,0.04
Afghanistan,AFG,1871,0.029,0.015,0.04
Afghanistan,AFG,1872,0.029,0.015,0.04
Afghanistan,AFG,1873,0.029,0.015,0.04
Afghanistan,AFG,1874,0.029,0.015,0.04
Afghanistan,AFG,1875,0.029,0.015,0.04
Afghanistan,AFG,1876,0.029,0.015,0.04
Afghanistan,AFG,1877,0.029,0.015,0.04
Afghanistan,AFG,1878,0.029,0.015,0.04
Afghanistan,AFG,1879,0.029,0.015,0.04
Afghanistan,AFG,1880,0.027,0.014,0.038
Afghanistan,AFG,1881,0.027,0.014,0.038
Afghanistan,AFG,1882,0.027,0.014,0.038
Afghanistan,AFG,1883,0.027,0.014,0.038
Afghanistan,AFG,1884,0.027,0.014,0.038
Afghanistan,AFG,1885,0.027,0.014,0.038
Afghanistan,AFG,1886,0.027,0.014,0.038
Afghanistan,AFG,1887,0.027,0.014,0.038
Afghanistan,AFG,1888,0.027,0.014,0.038
Afghanistan,AFG,1889,0.027,0.014,0.038
Afghanistan,AFG,1890,0.027,0.014,0.038
Afghanistan,AFG,1891,0.025,0.012,0.035
Afghanistan,AFG,1892,0.025,0.012,0.035
Afghanistan,AFG,1893,0.025,0.012,0.035
Afghanistan,AFG,1894,0.025,0.012,0.035
Afghanistan,AFG,1895,0.025,0.012,0.035
Afghanistan,AFG,1896,0.025,0.012,0.035
Afghanistan,AFG,1897,0.025,0.012,0.035
Afghanistan,AFG,1898,0.025,0.012,0.035
Afghanistan,AFG,1899,0.025,0.012,0.035
Afghanistan,AFG,1900,0.031,0.019,0.04
Afghanistan,AFG,1901,0.031,0.019,0.04
Afghanistan,AFG,1902,0.038,0.025,0.049
Afghanistan,AFG,1903,0.039,0.025,0.048
Afghanistan,AFG,1904,0.039,0.025,0.048
Afghanistan,AFG,1905,0.039,0.025,0.048
Afghanistan,AFG,1906,0.039,0.025,0.048
Afghanistan,AFG,1907,0.039,0.025,0.048
Afghanistan,AFG,1908,0.039,0.025,0.048
Afghanistan,AFG,1909,0.039,0.025,0.048
Afghanistan,AFG,1910,0.039,0.026,0.05
Afghanistan,AFG,1911,0.039,0.026,0.05
Afghanistan,AFG,1912,0.039,0.026,0.05
Afghanistan,AFG,1913,0.039,0.026,0.05
Afghanistan,AFG,1914,0.039,0.026,0.05
Afghanistan,AFG,1915,0.039,0.026,0.05
Afghanistan,AFG,1916,0.039,0.026,0.05
Afghanistan,AFG,1917,0.039,0.026,0.05
Afghanistan,AFG,1918,0.039,0.026,0.05
Afghanistan,AFG,1919,0.044,0.029,0.055
Afghanistan,AFG,1920,0.052,0.039,0.067
Afghanistan,AFG,1921,0.053,0.039,0.067
Afghanistan,AFG,1922,0.053,0.038,0.065
Afghanistan,AFG,1923,0.071,0.05,0.084
Afghanistan,AFG,1924,0.082,0.062,0.097
Afghanistan,AFG,1925,0.081,0.06,0.095
Afghanistan,AFG,1926,0.081,0.06,0.095
Afghanistan,AFG,1927,0.081,0.062,0.096
Afghanistan,AFG,1928,0.081,0.062,0.096
Afghanistan,AFG,1929,0.08,0.062,0.097
Afghanistan,AFG,1930,0.075,0.055,0.089
Afghanistan,AFG,1931,0.078,0.061,0.094
Afghanistan,AFG,1932,0.073,0.056,0.088
Afghanistan,AFG,1933,0.074,0.059,0.092
Afghanistan,AFG,1934,0.077,0.062,0.096
Afghanistan,AFG,1935,0.077,0.062,0.096
Afghanistan,AFG,1936,0.077,0.062,0.096
Afghanistan,AFG,1937,0.077,0.062,0.096
Afghanistan,AFG,1938,0.078,0.062,0.095
Afghanistan,AFG,1939,0.078,0.062,0.095
Afghanistan,AFG,1940,0.077,0.06,0.095
Afghanistan,AFG,1941,0.077,0.06,0.095
Afghanistan,AFG,1942,0.077,0.06,0.095
Afghanistan,AFG,1943,0.076,0.061,0.095
Afghanistan,AFG,1944,0.076,0.061,0.095
Afghanistan,AFG,1945,0.076,0.061,0.095
Afghanistan,AFG,1946,0.077,0.061,0.096
Afghanistan,AFG,1947,0.077,0.06,0.095
Afghanistan,AFG,1948,0.077,0.06,0.095
Afghanistan,AFG,1949,0.078,0.06,0.095
Afghanistan,AFG,1950,0.079,0.063,0.098
Afghanistan,AFG,1951,0.079,0.063,0.098
Afghanistan,AFG,1952,0.077,0.06,0.095
Afghanistan,AFG,1953,0.077,0.06,0.095
Afghanistan,AFG,1954,0.076,0.062,0.096
Afghanistan,AFG,1955,0.076,0.063,0.097
Afghanistan,AFG,1956,0.076,0.062,0.096
Afghanistan,AFG,1957,0.076,0.062,0.096
Afghanistan,AFG,1958,0.076,0.061,0.095
Afghanistan,AFG,1959,0.076,0.061,0.095
Afghanistan,AFG,1960,0.076,0.059,0.094
Afghanistan,AFG,1961,0.076,0.063,0.097
Afghanistan,AFG,1962,0.076,0.063,0.098
Afghanistan,AFG,1963,0.082,0.06,0.096
Afghanistan,AFG,1964,0.104,0.079,0.12
Afghanistan,AFG,1965,0.108,0.085,0.126
Afghanistan,AFG,1966,0.11,0.09,0.131
Afghanistan,AFG,1967,0.111,0.088,0.13
Afghanistan,AFG,1968,0.111,0.088,0.13
Afghanistan,AFG,1969,0.11,0.088,0.13
Afghanistan,AFG,1970,0.109,0.09,0.132
Afghanistan,AFG,1971,0.109,0.09,0.132
Afghanistan,AFG,1972,0.108,0.088,0.129
Afghanistan,AFG,1973,0.092,0.071,0.108
Afghanistan,AFG,1974,0.059,0.045,0.073
Afghanistan,AFG,1975,0.059,0.045,0.073
Afghanistan,AFG,1976,0.059,0.045,0.073
Afghanistan,AFG,1977,0.059,0.045,0.073
Afghanistan,AFG,1978,0.058,0.038,0.07
Afghanistan,AFG,1979,0.053,0.035,0.065
Afghanistan,AFG,1980,0.05,0.034,0.062
Afghanistan,AFG,1981,0.051,0.035,0.064
Afghanistan,AFG,1982,0.051,0.037,0.066
Afghanistan,AFG,1983,0.052,0.037,0.066
Afghanistan,AFG,1984,0.051,0.038,0.067
Afghanistan,AFG,1985,0.051,0.037,0.066
Afghanistan,AFG,1986,0.051,0.037,0.066
Afghanistan,AFG,1987,0.051,0.037,0.066
Afghanistan,AFG,1988,0.053,0.035,0.066
Afghanistan,AFG,1989,0.053,0.036,0.067
Afghanistan,AFG,1990,0.051,0.033,0.063
Afghanistan,AFG,1991,0.047,0.032,0.06
Afghanistan,AFG,1992,0.038,0.022,0.049
Afghanistan,AFG,1993,0.028,0.016,0.036
Afghanistan,AFG,1994,0.028,0.016,0.036
Afghanistan,AFG,1995,0.027,0.017,0.037
Afghanistan,AFG,1996,0.027,0.015,0.035
Afghanistan,AFG,1997,0.031,0.019,0.042
Afghanistan,AFG,1998,0.031,0.019,0.042
Afghanistan,AFG,1999,0.031,0.019,0.042
Afghanistan,AFG,2000,0.031,0.019,0.042
Afghanistan,AFG,2001,0.036,0.022,0.047
Afghanistan,AFG,2002,0.1,0.083,0.118
Afghanistan,AFG,2003,0.103,0.084,0.119
Afghanistan,AFG,2004,0.108,0.09,0.127
Afghanistan,AFG,2005,0.137,0.114,0.157
Afghanistan,AFG,2006,0.229,0.191,0.258
Afghanistan,AFG,2007,0.231,0.197,0.262
Afghanistan,AFG,2008,0.232,0.199,0.264
Afghanistan,AFG,2009,0.231,0.2,0.266
Afghanistan,AFG,2010,0.226,0.193,0.254
Afghanistan,AFG,2011,0.228,0.192,0.255
Afghanistan,AFG,2012,0.228,0.195,0.257
Afghanistan,AFG,2013,0.233,0.195,0.256
Afghanistan,AFG,2014,0.231,0.198,0.259
Afghanistan,AFG,2015,0.234,0.204,0.267
Afghanistan,AFG,2016,0.213,0.182,0.239
Afghanistan,AFG,2017,0.21,0.18,0.239
Afghanistan,AFG,2018,0.203,0.175,0.236
Afghanistan,AFG,2019,0.188,0.158,0.218
Afghanistan,AFG,2020,0.197,0.165,0.226
Afghanistan,AFG,2021,0.043,0.028,0.053
Afghanistan,AFG,2022,0.028,0.014,0.036
Africa,,1789,0.037333332,0.025333334,0.048666667
Africa,,1790,0.037333332,0.025,0.048333332
Africa,,1791,0.037333332,0.025,0.048333332
Africa,,1792,0.037333332,0.025,0.048333332
Africa,,1793,0.037333332,0.025,0.048333332
Africa,,1794,0.037333332,0.025,0.048333332
Africa,,1795,0.037333332,0.025,0.048333332
Africa,,1796,0.037333332,0.025,0.048333332
Africa,,1797,0.037333332,0.025,0.048333332
Africa,,1798,0.031,0.017333332,0.039666668
Africa,,1799,0.031,0.017666666,0.040333334
Africa,,1800,0.031,0.017666666,0.040333334
Africa,,1801,0.031,0.017666666,0.040333334
Africa,,1802,0.031,0.017666666,0.040333334
Africa,,1803,0.031,0.017666666,0.040333334
Africa,,1804,0.031,0.017666666,0.040333334
Africa,,1805,0.031,0.017666666,0.040333334
Africa,,1806,0.031,0.017666666,0.040333334
Africa,,1807,0.031,0.017666666,0.040333334
Africa,,1808,0.031,0.017666666,0.040333334
Africa,,1809,0.031,0.017666666,0.040333334
Africa,,1810,0.031,0.017666666,0.040333334
Africa,,1811,0.031,0.017666666,0.040333334
Africa,,1812,0.031,0.017666666,0.040333334
Africa,,1813,0.031,0.017666666,0.040333334
Africa,,1814,0.031,0.017666666,0.040333334
Africa,,1815,0.031,0.017666666,0.040333334
Africa,,1816,0.031,0.017666666,0.040333334
Africa,,1817,0.02725,0.0155,0.0355
Africa,,1818,0.02725,0.0155,0.0355
Africa,,1819,0.02725,0.0155,0.0355
Africa,,1820,0.02725,0.0155,0.0355
Africa,,1821,0.037833333,0.023,0.048666667
Africa,,1822,0.037833333,0.023,0.048666667
Africa,,1823,0.037833333,0.023,0.048666667
Africa,,1824,0.037833333,0.023,0.048666667
Africa,,1825,0.037833333,0.023,0.048666667
Africa,,1826,0.037833333,0.023,0.048666667
Africa,,1827,0.037833333,0.023,0.048666667
Africa,,1828,0.037333332,0.0225,0.048166666
Africa,,1829,0.0365,0.022,0.047166668
Africa,,1830,0.0365,0.022,0.047166668
Africa,,1831,0.0365,0.022,0.047166668
Africa,,1832,0.0365,0.022,0.047166668
Africa,,1833,0.0365,0.022,0.047166668
Africa,,1834,0.0365,0.022,0.047166668
Africa,,1835,0.0365,0.022,0.047166668
Africa,,1836,0.0365,0.022,0.047166668
Africa,,1837,0.0365,0.022,0.047166668
Africa,,1838,0.0365,0.022,0.047166668
Africa,,1839,0.03842857,0.024142858,0.04957143
Africa,,1840,0.038857143,0.02542857,0.05
Africa,,1841,0.038857143,0.02542857,0.05
Africa,,1842,0.040142857,0.026285714,0.05085714
Africa,,1843,0.040142857,0.026285714,0.05085714
Africa,,1844,0.040142857,0.026285714,0.05085714
Africa,,1845,0.040142857,0.026285714,0.05085714
Africa,,1846,0.040285714,0.026285714,0.051
Africa,,1847,0.047285713,0.03242857,0.058714285
Africa,,1848,0.057142857,0.041571427,0.069714285
Africa,,1849,0.06671429,0.05242857,0.08228572
Africa,,1850,0.065714285,0.049142856,0.079
Africa,,1851,0.06557143,0.050571427,0.08
Africa,,1852,0.06557143,0.05085714,0.08042857
Africa,,1853,0.06542857,0.050428573,0.07971428
Africa,,1854,0.06528571,0.05014286,0.07942857
Africa,,1855,0.06542857,0.050428573,0.08
Africa,,1856,0.06557143,0.050714284,0.08028571
Africa,,1857,0.06814285,0.05214286,0.08285714
Africa,,1858,0.068,0.052,0.08271429
Africa,,1859,0.06842857,0.053,0.08385714
Africa,,1860,0.068571426,0.053714287,0.08442857
Africa,,1861,0.071,0.055428572,0.08728571
Africa,,1862,0.072714284,0.056571428,0.088857144
Africa,,1863,0.071428575,0.052285716,0.08485714
Africa,,1864,0.06657143,0.048142858,0.07942857
Africa,,1865,0.064571425,0.046428572,0.07642857
Africa,,1866,0.05375,0.0395,0.0635
Africa,,1867,0.074857146,0.059428573,0.088285714
Africa,,1868,0.075,0.05957143,0.08857143
Africa,,1869,0.07442857,0.059285715,0.088285714
Africa,,1870,0.075571425,0.062,0.091142856
Africa,,1871,0.07571428,0.06157143,0.09042857
Africa,,1872,0.07571428,0.061285716,0.09014285
Africa,,1873,0.07585714,0.061714284,0.090571426
Africa,,1874,0.07571428,0.061428573,0.09042857
Africa,,1875,0.07571428,0.06157143,0.09042857
Africa,,1876,0.07571428,0.061714284,0.09042857
Africa,,1877,0.07642857,0.062142856,0.09085714
Africa,,1878,0.076714285,0.062,0.09128571
Africa,,1879,0.06728572,0.053,0.08214286
Africa,,1880,0.069714285,0.05557143,0.085
Africa,,1881,0.054,0.041,0.0645
Africa,,1882,0.09314286,0.077,0.109714285
Africa,,1883,0.101,0.083714284,0.11857143
Africa,,1884,0.10185714,0.08271429,0.11728571
Africa,,1885,0.0774,0.061,0.09
Africa,,1886,0.0774,0.0608,0.0898
Africa,,1887,0.0766,0.0602,0.0888
Africa,,1888,0.0768,0.0604,0.089
Africa,,1889,0.0766,0.0608,0.0894
Africa,,1890,0.0766,0.0612,0.0896
Africa,,1891,0.0774,0.0622,0.091
Africa,,1892,0.0778,0.0628,0.0916
Africa,,1893,0.0772,0.0622,0.0908
Africa,,1894,0.077,0.0618,0.0904
Africa,,1895,0.0764,0.0608,0.0894
Africa,,1896,0.0762,0.0604,0.089
Africa,,1897,0.0762,0.061,0.0898
Africa,,1898,0.0828,0.0658,0.0984
Africa,,1899,0.0828,0.0656,0.0982
Africa,,1900,0.059567567,0.046054054,0.07145946
Africa,,1901,0.059945945,0.046567567,0.07208108
Africa,,1902,0.061157893,0.047763158,0.07334211
Africa,,1903,0.0617,0.048225,0.073975
Africa,,1904,0.06154762,0.048,0.07380953
Africa,,1905,0.06152381,0.047857143,0.073714286
Africa,,1906,0.06157143,0.04792857,0.0737619
Africa,,1907,0.061904762,0.048261903,0.07421429
Africa,,1908,0.06302381,0.04909524,0.07554762
Africa,,1909,0.06340476,0.04938095,0.07592857
Africa,,1910,0.06253488,0.048604652,0.074930236
Africa,,1911,0.06286363,0.04893182,0.075363636
Africa,,1912,0.0624,0.04842222,0.074777775
Africa,,1913,0.06173333,0.047822222,0.07406667
Africa,,1914,0.062022224,0.048044443,0.0744
Africa,,1915,0.06173913,0.04780435,0.07415217
Africa,,1916,0.059816327,0.045959182,0.07189796
Africa,,1917,0.05977551,0.046020407,0.07195918
Africa,,1918,0.0597551,0.04612245,0.07204082
Africa,,1919,0.06048,0.04682,0.07284
Africa,,1920,0.059596155,0.04603846,0.07182692
Africa,,1921,0.060442306,0.046711538,0.07280769
Africa,,1922,0.060679246,0.04683019,0.07296226
Africa,,1923,0.06273585,0.048490565,0.07507547
Africa,,1924,0.063849054,0.04943396,0.07611321
Africa,,1925,0.06386793,0.04943396,0.07611321
Africa,,1926,0.06539623,0.05088679,0.078
Africa,,1927,0.06562264,0.05109434,0.07828302
Africa,,1928,0.06569811,0.051150944,0.07828302
Africa,,1929,0.06564151,0.051037736,0.07824528
Africa,,1930,0.06590566,0.051301885,0.07862264
Africa,,1931,0.066018865,0.051509432,0.07886793
Africa,,1932,0.065576926,0.05096154,0.07828846
Africa,,1933,0.065557696,0.05101923,0.078346156
Africa,,1934,0.064396225,0.050037734,0.077018864
Africa,,1935,0.0644151,0.05016981,0.07711321
Africa,,1936,0.0644717,0.050301887,0.07720755
Africa,,1937,0.0645283,0.05045283,0.07728302
Africa,,1938,0.064698115,0.050509434,0.077471696
Africa,,1939,0.06462264,0.050415095,0.07730189
Africa,,1940,0.065037735,0.050849058,0.07798113
Africa,,1941,0.065283015,0.051169813,0.078415096
Africa,,1942,0.067403845,0.053076923,0.08090384
Africa,,1943,0.06751923,0.053096153,0.08096154
Africa,,1944,0.06696154,0.052673075,0.08036538
Africa,,1945,0.067365386,0.052826922,0.080653846
Africa,,1946,0.06984906,0.05498113,0.08364151
Africa,,1947,0.07574074,0.060074072,0.09040741
Africa,,1948,0.07748148,0.061611112,0.092185184
Africa,,1949,0.08161111,0.06522222,0.09653704
Africa,,1950,0.08211111,0.065703705,0.09714815
Africa,,1951,0.0838,0.06725454,0.099072725
Africa,,1952,0.085072726,0.06847273,0.10065454
Africa,,1953,0.08521818,0.068381816,0.10078182
Africa,,1954,0.086272724,0.06970909,0.10223636
Africa,,1955,0.08649091,0.069927275,0.102418184
Africa,,1956,0.0914,0.07410909,0.10754546
Africa,,1957,0.09741818,0.079127274,0.11401818
Africa,,1958,0.09987273,0.08163636,0.117163636
Africa,,1959,0.09681481,0.07896296,0.11338889
Africa,,1960,0.11151852,0.09233333,0.12883334
Africa,,1961,0.11943636,0.09949091,0.138
Africa,,1962,0.12527272,0.104363635,0.14414546
Africa,,1963,0.13041818,0.10896364,0.14958182
Africa,,1964,0.12877777,0.10772222,0.14775926
Africa,,1965,0.12998149,0.10888889,0.14879629
Africa,,1966,0.121927276,0.10192727,0.13985455
Africa,,1967,0.1206,0.101127274,0.13905455
Africa,,1968,0.12270909,0.1026,0.14136364
Africa,,1969,0.11596364,0.09658182,0.13392727
Africa,,1970,0.11556364,0.09670909,0.1328
Africa,,1971,0.11661818,0.09750909,0.13381818
Africa,,1972,0.11161818,0.092854545,0.12827273
Africa,,1973,0.1116,0.09290909,0.1284
Africa,,1974,0.10890909,0.090636365,0.12587273
Africa,,1975,0.11072727,0.09269091,0.1280909
Africa,,1976,0.112,0.09392727,0.12925455
Africa,,1977,0.11252727,0.09429091,0.12958182
Africa,,1978,0.11283636,0.09461818,0.12992728
Africa,,1979,0.1192963,0.10081481,0.13705556
Africa,,1980,0.1274,0.10761818,0.14612727
Africa,,1981,0.1279091,0.10790909,0.1465091
Africa,,1982,0.12601818,0.10589091,0.14410909
Africa,,1983,0.1261091,0.10609091,0.14434545
Africa,,1984,0.12561817,0.10581818,0.14401819
Africa,,1985,0.12763636,0.107327275,0.14590909
Africa,,1986,0.13129091,0.11074545,0.15001819
Africa,,1987,0.13292727,0.112509094,0.15216364
Africa,,1988,0.1323091,0.112,0.15149091
Africa,,1989,0.12961818,0.10990909,0.14869091
Africa,,1990,0.14778182,0.12612727,0.16778181
Africa,,1991,0.17430358,0.14975,0.19719642
Africa,,1992,0.19205357,0.16555357,0.216375
Africa,,1993,0.21530357,0.185375,0.24141072
Africa,,1994,0.22426786,0.19364285,0.25173214
Africa,,1995,0.23542857,0.20401786,0.2644643
Africa,,1996,0.23642857,0.20567857,0.26592857
Africa,,1997,0.23423214,0.20342857,0.26314285
Africa,,1998,0.23621428,0.20514286,0.26578572
Africa,,1999,0.23696429,0.20589286,0.2659107
Africa,,2000,0.24310714,0.21148214,0.27232143
Africa,,2001,0.24533929,0.21364285,0.27464285
Africa,,2002,0.2532857,0.22123215,0.28355357
Africa,,2003,0.25925,0.22591071,0.290125
Africa,,2004,0.26517856,0.23167858,0.29648215
Africa,,2005,0.271375,0.23760714,0.30355358
Africa,,2006,0.27983928,0.24558929,0.31348214
Africa,,2007,0.28269643,0.247375,0.316
Africa,,2008,0.28021428,0.24535714,0.31330356
Africa,,2009,0.27573213,0.24105357,0.3075357
Africa,,2010,0.277625,0.24294643,0.30882144
Africa,,2011,0.2862143,0.25091073,0.31853572
Africa,,2012,0.29460713,0.25889286,0.32791072
Africa,,2013,0.294375,0.25892857,0.32875
Africa,,2014,0.29835713,0.26144642,0.33332142
Africa,,2015,0.298,0.26219642,0.33282143
Africa,,2016,0.29967856,0.26258928,0.33458927
Africa,,2017,0.30071428,0.26301786,0.33464286
Africa,,2018,0.29851785,0.26125,0.33398214
Africa,,2019,0.2924643,0.2553393,0.32694644
Africa,,2020,0.28716072,0.2500357,0.3212143
Africa,,2021,0.27653572,0.24071428,0.31032142
Africa,,2022,0.267875,0.23328571,0.301
Albania,ALB,1914,0.132,0.111,0.15
Albania,ALB,1915,0.09,0.071,0.109
Albania,ALB,1916,0.092,0.074,0.11
Albania,ALB,1917,0.092,0.074,0.11
Albania,ALB,1918,0.097,0.081,0.119
Albania,ALB,1919,0.123,0.101,0.141
Albania,ALB,1920,0.14,0.121,0.164
Albania,ALB,1921,0.16,0.136,0.182
Albania,ALB,1922,0.18,0.157,0.204
Albania,ALB,1923,0.169,0.148,0.19
Albania,ALB,1924,0.095,0.08,0.111
Albania,ALB,1925,0.137,0.114,0.158
Albania,ALB,1926,0.133,0.112,0.154
Albania,ALB,1927,0.134,0.111,0.154
Albania,ALB,1928,0.131,0.113,0.156
Albania,ALB,1929,0.127,0.11,0.151
Albania,ALB,1930,0.128,0.108,0.148
Albania,ALB,1931,0.128,0.108,0.148
Albania,ALB,1932,0.13,0.11,0.151
Albania,ALB,1933,0.134,0.116,0.157
Albania,ALB,1934,0.135,0.115,0.157
Albania,ALB,1935,0.135,0.113,0.154
Albania,ALB,1936,0.135,0.113,0.154
Albania,ALB,1937,0.1,0.084,0.118
Albania,ALB,1938,0.091,0.077,0.108
Albania,ALB,1939,0.083,0.07,0.099
Albania,ALB,1940,0.06,0.048,0.075
Albania,ALB,1941,0.06,0.045,0.074
Albania,ALB,1942,0.06,0.045,0.074
Albania,ALB,1943,0.052,0.037,0.065
Albania,ALB,1944,0.059,0.045,0.072
Albania,ALB,1945,0.031,0.017,0.042
Albania,ALB,1946,0.04,0.024,0.052
Albania,ALB,1947,0.055,0.037,0.069
Albania,ALB,1948,0.055,0.038,0.069
Albania,ALB,1949,0.056,0.037,0.068
Albania,ALB,1950,0.057,0.037,0.069
Albania,ALB,1951,0.057,0.037,0.069
Albania,ALB,1952,0.057,0.037,0.069
Albania,ALB,1953,0.057,0.037,0.069
Albania,ALB,1954,0.057,0.039,0.07
Albania,ALB,1955,0.057,0.04,0.071
Albania,ALB,1956,0.057,0.04,0.071
Albania,ALB,1957,0.057,0.04,0.071
Albania,ALB,1958,0.058,0.038,0.07
Albania,ALB,1959,0.058,0.037,0.069
Albania,ALB,1960,0.058,0.038,0.07
Albania,ALB,1961,0.058,0.038,0.07
Albania,ALB,1962,0.058,0.038,0.07
Albania,ALB,1963,0.057,0.038,0.07
Albania,ALB,1964,0.057,0.038,0.07
Albania,ALB,1965,0.057,0.038,0.07
Albania,ALB,1966,0.057,0.038,0.07
Albania,ALB,1967,0.057,0.04,0.072
Albania,ALB,1968,0.057,0.04,0.072
Albania,ALB,1969,0.057,0.04,0.072
Albania,ALB,1970,0.057,0.04,0.072
Albania,ALB,1971,0.057,0.039,0.072
Albania,ALB,1972,0.057,0.039,0.072
Albania,ALB,1973,0.057,0.038,0.071
Albania,ALB,1974,0.057,0.038,0.071
Albania,ALB,1975,0.057,0.038,0.07
Albania,ALB,1976,0.059,0.04,0.072
Albania,ALB,1977,0.059,0.04,0.072
Albania,ALB,1978,0.059,0.04,0.072
Albania,ALB,1979,0.059,0.04,0.072
Albania,ALB,1980,0.059,0.04,0.072
Albania,ALB,1981,0.059,0.04,0.072
Albania,ALB,1982,0.059,0.04,0.072
Albania,ALB,1983,0.059,0.041,0.073
Albania,ALB,1984,0.059,0.041,0.073
Albania,ALB,1985,0.059,0.042,0.074
Albania,ALB,1986,0.06,0.042,0.073
Albania,ALB,1987,0.06,0.042,0.073
Albania,ALB,1988,0.06,0.042,0.073
Albania,ALB,1989,0.06,0.042,0.073
Albania,ALB,1990,0.075,0.055,0.09
Albania,ALB,1991,0.264,0.229,0.299
Albania,ALB,1992,0.334,0.29,0.365
Albania,ALB,1993,0.319,0.275,0.353
Albania,ALB,1994,0.336,0.296,0.373
Albania,ALB,1995,0.345,0.299,0.38
Albania,ALB,1996,0.319,0.282,0.35
Albania,ALB,1997,0.311,0.277,0.341
Albania,ALB,1998,0.323,0.286,0.352
Albania,ALB,1999,0.327,0.289,0.354
Albania,ALB,2000,0.341,0.301,0.37
Albania,ALB,2001,0.365,0.325,0.401
