Entity,Code,Year,libdem_vdem_owid,libdem_vdem_low_owid,libdem_vdem_high_owid
Morocco,MAR,2013,0.237,0.213,0.261
Morocco,MAR,2014,0.236,0.212,0.259
Morocco,MAR,2015,0.234,0.211,0.259
Morocco,MAR,2016,0.237,0.216,0.26
Morocco,MAR,2017,0.243,0.222,0.267
Morocco,MAR,2018,0.245,0.222,0.268
Morocco,MAR,2019,0.243,0.223,0.27
Morocco,MAR,2020,0.238,0.216,0.262
Morocco,MAR,2021,0.24,0.218,0.265
Morocco,MAR,2022,0.251,0.226,0.27
Mozambique,MOZ,1900,0.022,0.011,0.029
Mozambique,MOZ,1901,0.022,0.011,0.029
Mozambique,MOZ,1902,0.022,0.011,0.029
Mozambique,MOZ,1903,0.022,0.011,0.029
Mozambique,MOZ,1904,0.022,0.011,0.029
Mozambique,MOZ,1905,0.022,0.011,0.029
Mozambique,MOZ,1906,0.022,0.011,0.029
Mozambique,MOZ,1907,0.022,0.011,0.029
Mozambique,MOZ,1908,0.022,0.011,0.029
Mozambique,MOZ,1909,0.022,0.011,0.029
Mozambique,MOZ,1910,0.022,0.011,0.029
Mozambique,MOZ,1911,0.022,0.011,0.029
Mozambique,MOZ,1912,0.022,0.011,0.029
Mozambique,MOZ,1913,0.022,0.011,0.029
Mozambique,MOZ,1914,0.022,0.011,0.029
Mozambique,MOZ,1915,0.022,0.011,0.029
Mozambique,MOZ,1916,0.022,0.011,0.029
Mozambique,MOZ,1917,0.022,0.011,0.029
Mozambique,MOZ,1918,0.022,0.011,0.029
Mozambique,MOZ,1919,0.022,0.011,0.029
Mozambique,MOZ,1920,0.022,0.011,0.029
Mozambique,MOZ,1921,0.022,0.011,0.029
Mozambique,MOZ,1922,0.022,0.011,0.029
Mozambique,MOZ,1923,0.022,0.011,0.029
Mozambique,MOZ,1924,0.022,0.011,0.029
Mozambique,MOZ,1925,0.022,0.011,0.029
Mozambique,MOZ,1926,0.022,0.011,0.029
Mozambique,MOZ,1927,0.022,0.011,0.029
Mozambique,MOZ,1928,0.022,0.011,0.029
Mozambique,MOZ,1929,0.022,0.011,0.029
Mozambique,MOZ,1930,0.022,0.011,0.029
Mozambique,MOZ,1931,0.022,0.011,0.029
Mozambique,MOZ,1932,0.022,0.011,0.029
Mozambique,MOZ,1933,0.021,0.011,0.028
Mozambique,MOZ,1934,0.021,0.011,0.028
Mozambique,MOZ,1935,0.021,0.011,0.028
Mozambique,MOZ,1936,0.021,0.011,0.028
Mozambique,MOZ,1937,0.021,0.011,0.028
Mozambique,MOZ,1938,0.021,0.011,0.028
Mozambique,MOZ,1939,0.021,0.011,0.028
Mozambique,MOZ,1940,0.021,0.011,0.028
Mozambique,MOZ,1941,0.021,0.011,0.028
Mozambique,MOZ,1942,0.021,0.011,0.028
Mozambique,MOZ,1943,0.021,0.011,0.028
Mozambique,MOZ,1944,0.021,0.011,0.028
Mozambique,MOZ,1945,0.021,0.012,0.029
Mozambique,MOZ,1946,0.021,0.012,0.029
Mozambique,MOZ,1947,0.021,0.012,0.029
Mozambique,MOZ,1948,0.021,0.012,0.029
Mozambique,MOZ,1949,0.021,0.012,0.029
Mozambique,MOZ,1950,0.021,0.012,0.029
Mozambique,MOZ,1951,0.021,0.012,0.029
Mozambique,MOZ,1952,0.021,0.012,0.029
Mozambique,MOZ,1953,0.021,0.012,0.029
Mozambique,MOZ,1954,0.021,0.012,0.029
Mozambique,MOZ,1955,0.021,0.012,0.029
Mozambique,MOZ,1956,0.021,0.012,0.029
Mozambique,MOZ,1957,0.021,0.012,0.029
Mozambique,MOZ,1958,0.021,0.012,0.029
Mozambique,MOZ,1959,0.021,0.012,0.029
Mozambique,MOZ,1960,0.021,0.011,0.029
Mozambique,MOZ,1961,0.021,0.011,0.029
Mozambique,MOZ,1962,0.021,0.01,0.028
Mozambique,MOZ,1963,0.021,0.01,0.028
Mozambique,MOZ,1964,0.021,0.01,0.028
Mozambique,MOZ,1965,0.021,0.01,0.028
Mozambique,MOZ,1966,0.021,0.01,0.028
Mozambique,MOZ,1967,0.021,0.01,0.028
Mozambique,MOZ,1968,0.021,0.01,0.028
Mozambique,MOZ,1969,0.021,0.01,0.028
Mozambique,MOZ,1970,0.021,0.011,0.029
Mozambique,MOZ,1971,0.021,0.012,0.03
Mozambique,MOZ,1972,0.021,0.011,0.029
Mozambique,MOZ,1973,0.021,0.012,0.029
Mozambique,MOZ,1974,0.033,0.02,0.043
Mozambique,MOZ,1975,0.048,0.033,0.061
Mozambique,MOZ,1976,0.052,0.036,0.065
Mozambique,MOZ,1977,0.048,0.032,0.058
Mozambique,MOZ,1978,0.048,0.032,0.058
Mozambique,MOZ,1979,0.048,0.032,0.058
Mozambique,MOZ,1980,0.047,0.034,0.059
Mozambique,MOZ,1981,0.047,0.034,0.059
Mozambique,MOZ,1982,0.047,0.034,0.059
Mozambique,MOZ,1983,0.047,0.034,0.059
Mozambique,MOZ,1984,0.048,0.034,0.06
Mozambique,MOZ,1985,0.048,0.034,0.06
Mozambique,MOZ,1986,0.048,0.034,0.06
Mozambique,MOZ,1987,0.049,0.035,0.061
Mozambique,MOZ,1988,0.05,0.037,0.063
Mozambique,MOZ,1989,0.05,0.037,0.063
Mozambique,MOZ,1990,0.109,0.091,0.127
Mozambique,MOZ,1991,0.131,0.112,0.149
Mozambique,MOZ,1992,0.139,0.122,0.16
Mozambique,MOZ,1993,0.154,0.135,0.175
Mozambique,MOZ,1994,0.203,0.178,0.225
Mozambique,MOZ,1995,0.32,0.268,0.357
Mozambique,MOZ,1996,0.319,0.276,0.363
Mozambique,MOZ,1997,0.314,0.273,0.358
Mozambique,MOZ,1998,0.316,0.272,0.359
Mozambique,MOZ,1999,0.308,0.268,0.351
Mozambique,MOZ,2000,0.307,0.268,0.344
Mozambique,MOZ,2001,0.307,0.268,0.344
Mozambique,MOZ,2002,0.306,0.266,0.341
Mozambique,MOZ,2003,0.309,0.271,0.347
Mozambique,MOZ,2004,0.308,0.267,0.341
Mozambique,MOZ,2005,0.327,0.285,0.372
Mozambique,MOZ,2006,0.328,0.288,0.374
Mozambique,MOZ,2007,0.329,0.283,0.367
Mozambique,MOZ,2008,0.328,0.275,0.361
Mozambique,MOZ,2009,0.321,0.283,0.364
Mozambique,MOZ,2010,0.31,0.27,0.346
Mozambique,MOZ,2011,0.31,0.269,0.344
Mozambique,MOZ,2012,0.31,0.271,0.345
Mozambique,MOZ,2013,0.318,0.279,0.356
Mozambique,MOZ,2014,0.315,0.275,0.35
Mozambique,MOZ,2015,0.314,0.269,0.345
Mozambique,MOZ,2016,0.301,0.265,0.338
Mozambique,MOZ,2017,0.284,0.245,0.315
Mozambique,MOZ,2018,0.274,0.238,0.306
Mozambique,MOZ,2019,0.259,0.224,0.294
Mozambique,MOZ,2020,0.24,0.208,0.271
Mozambique,MOZ,2021,0.237,0.204,0.266
Mozambique,MOZ,2022,0.243,0.212,0.273
Myanmar,MMR,1789,0.036,0.019,0.047
Myanmar,MMR,1790,0.031,0.017,0.041
Myanmar,MMR,1791,0.031,0.017,0.041
Myanmar,MMR,1792,0.034,0.019,0.045
Myanmar,MMR,1793,0.034,0.019,0.045
Myanmar,MMR,1794,0.034,0.019,0.045
Myanmar,MMR,1795,0.034,0.019,0.045
Myanmar,MMR,1796,0.034,0.019,0.045
Myanmar,MMR,1797,0.034,0.019,0.045
Myanmar,MMR,1798,0.034,0.019,0.045
Myanmar,MMR,1799,0.034,0.019,0.045
Myanmar,MMR,1800,0.034,0.019,0.045
Myanmar,MMR,1801,0.034,0.019,0.045
Myanmar,MMR,1802,0.034,0.019,0.045
Myanmar,MMR,1803,0.034,0.019,0.045
Myanmar,MMR,1804,0.034,0.019,0.045
Myanmar,MMR,1805,0.034,0.019,0.045
Myanmar,MMR,1806,0.034,0.019,0.045
Myanmar,MMR,1807,0.034,0.019,0.045
Myanmar,MMR,1808,0.034,0.019,0.045
Myanmar,MMR,1809,0.034,0.019,0.045
Myanmar,MMR,1810,0.034,0.019,0.045
Myanmar,MMR,1811,0.034,0.019,0.045
Myanmar,MMR,1812,0.034,0.019,0.045
Myanmar,MMR,1813,0.034,0.019,0.045
Myanmar,MMR,1814,0.034,0.019,0.045
Myanmar,MMR,1815,0.034,0.019,0.045
Myanmar,MMR,1816,0.034,0.019,0.045
Myanmar,MMR,1817,0.034,0.019,0.045
Myanmar,MMR,1818,0.034,0.019,0.045
Myanmar,MMR,1819,0.034,0.019,0.045
Myanmar,MMR,1820,0.034,0.019,0.045
Myanmar,MMR,1821,0.034,0.019,0.045
Myanmar,MMR,1822,0.034,0.019,0.045
Myanmar,MMR,1823,0.034,0.019,0.045
Myanmar,MMR,1824,0.034,0.019,0.045
Myanmar,MMR,1825,0.034,0.019,0.045
Myanmar,MMR,1826,0.034,0.019,0.045
Myanmar,MMR,1827,0.034,0.019,0.045
Myanmar,MMR,1828,0.034,0.019,0.045
Myanmar,MMR,1829,0.034,0.019,0.045
Myanmar,MMR,1830,0.034,0.019,0.045
Myanmar,MMR,1831,0.034,0.019,0.045
Myanmar,MMR,1832,0.034,0.019,0.045
Myanmar,MMR,1833,0.034,0.019,0.045
Myanmar,MMR,1834,0.034,0.019,0.045
Myanmar,MMR,1835,0.034,0.019,0.045
Myanmar,MMR,1836,0.034,0.019,0.045
Myanmar,MMR,1837,0.035,0.02,0.045
Myanmar,MMR,1838,0.035,0.02,0.045
Myanmar,MMR,1839,0.035,0.02,0.045
Myanmar,MMR,1840,0.035,0.02,0.045
Myanmar,MMR,1841,0.035,0.02,0.045
Myanmar,MMR,1842,0.035,0.02,0.045
Myanmar,MMR,1843,0.035,0.02,0.045
Myanmar,MMR,1844,0.035,0.02,0.045
Myanmar,MMR,1845,0.035,0.02,0.045
Myanmar,MMR,1846,0.035,0.02,0.045
Myanmar,MMR,1847,0.035,0.02,0.045
Myanmar,MMR,1848,0.035,0.02,0.045
Myanmar,MMR,1849,0.035,0.02,0.045
Myanmar,MMR,1850,0.035,0.02,0.045
Myanmar,MMR,1851,0.035,0.02,0.045
Myanmar,MMR,1852,0.035,0.02,0.045
Myanmar,MMR,1853,0.035,0.02,0.045
Myanmar,MMR,1854,0.035,0.02,0.045
Myanmar,MMR,1855,0.035,0.02,0.045
Myanmar,MMR,1856,0.035,0.02,0.045
Myanmar,MMR,1857,0.035,0.02,0.045
Myanmar,MMR,1858,0.035,0.02,0.045
Myanmar,MMR,1859,0.035,0.02,0.045
Myanmar,MMR,1860,0.035,0.02,0.045
Myanmar,MMR,1861,0.035,0.02,0.045
Myanmar,MMR,1862,0.035,0.02,0.046
Myanmar,MMR,1863,0.035,0.02,0.046
Myanmar,MMR,1864,0.035,0.02,0.046
Myanmar,MMR,1865,0.035,0.02,0.046
Myanmar,MMR,1866,0.037,0.021,0.048
Myanmar,MMR,1867,0.037,0.021,0.048
Myanmar,MMR,1868,0.037,0.021,0.048
Myanmar,MMR,1869,0.037,0.021,0.048
Myanmar,MMR,1870,0.037,0.021,0.048
Myanmar,MMR,1871,0.037,0.021,0.048
Myanmar,MMR,1872,0.037,0.021,0.048
Myanmar,MMR,1873,0.039,0.023,0.05
Myanmar,MMR,1874,0.039,0.023,0.05
Myanmar,MMR,1875,0.039,0.023,0.05
Myanmar,MMR,1876,0.039,0.023,0.05
Myanmar,MMR,1877,0.039,0.023,0.05
Myanmar,MMR,1878,0.039,0.023,0.05
Myanmar,MMR,1879,0.039,0.023,0.05
Myanmar,MMR,1880,0.039,0.023,0.05
Myanmar,MMR,1881,0.039,0.023,0.05
Myanmar,MMR,1882,0.039,0.023,0.05
Myanmar,MMR,1883,0.039,0.023,0.05
Myanmar,MMR,1884,0.039,0.023,0.05
Myanmar,MMR,1885,0.039,0.023,0.05
Myanmar,MMR,1886,0.083,0.064,0.1
Myanmar,MMR,1887,0.083,0.064,0.1
Myanmar,MMR,1888,0.083,0.064,0.1
Myanmar,MMR,1889,0.083,0.064,0.1
Myanmar,MMR,1890,0.083,0.064,0.1
Myanmar,MMR,1891,0.091,0.075,0.11
Myanmar,MMR,1892,0.091,0.075,0.11
Myanmar,MMR,1893,0.091,0.075,0.11
Myanmar,MMR,1894,0.091,0.075,0.11
Myanmar,MMR,1895,0.091,0.075,0.11
Myanmar,MMR,1896,0.091,0.075,0.11
Myanmar,MMR,1897,0.091,0.075,0.11
Myanmar,MMR,1898,0.091,0.075,0.11
Myanmar,MMR,1899,0.091,0.075,0.11
Myanmar,MMR,1900,0.093,0.079,0.11
Myanmar,MMR,1901,0.093,0.079,0.11
Myanmar,MMR,1902,0.093,0.079,0.11
Myanmar,MMR,1903,0.093,0.079,0.11
Myanmar,MMR,1904,0.093,0.079,0.11
Myanmar,MMR,1905,0.093,0.079,0.11
Myanmar,MMR,1906,0.093,0.079,0.11
Myanmar,MMR,1907,0.093,0.079,0.11
Myanmar,MMR,1908,0.093,0.079,0.11
Myanmar,MMR,1909,0.093,0.079,0.11
Myanmar,MMR,1910,0.093,0.079,0.11
Myanmar,MMR,1911,0.093,0.079,0.11
Myanmar,MMR,1912,0.093,0.079,0.11
Myanmar,MMR,1913,0.093,0.079,0.11
Myanmar,MMR,1914,0.093,0.079,0.11
Myanmar,MMR,1915,0.093,0.079,0.11
Myanmar,MMR,1916,0.093,0.079,0.11
Myanmar,MMR,1917,0.093,0.079,0.11
Myanmar,MMR,1918,0.093,0.079,0.11
Myanmar,MMR,1919,0.093,0.079,0.11
Myanmar,MMR,1920,0.093,0.079,0.11
Myanmar,MMR,1921,0.094,0.08,0.111
Myanmar,MMR,1922,0.107,0.09,0.124
Myanmar,MMR,1923,0.134,0.113,0.153
Myanmar,MMR,1924,0.134,0.113,0.153
Myanmar,MMR,1925,0.134,0.113,0.153
Myanmar,MMR,1926,0.133,0.113,0.152
Myanmar,MMR,1927,0.133,0.113,0.152
Myanmar,MMR,1928,0.133,0.113,0.152
Myanmar,MMR,1929,0.133,0.113,0.154
Myanmar,MMR,1930,0.133,0.113,0.154
Myanmar,MMR,1931,0.133,0.113,0.154
Myanmar,MMR,1932,0.133,0.113,0.153
Myanmar,MMR,1933,0.134,0.11,0.149
Myanmar,MMR,1934,0.134,0.11,0.149
Myanmar,MMR,1935,0.136,0.117,0.158
Myanmar,MMR,1936,0.137,0.117,0.159
Myanmar,MMR,1937,0.142,0.12,0.163
Myanmar,MMR,1938,0.142,0.12,0.163
Myanmar,MMR,1939,0.142,0.12,0.163
Myanmar,MMR,1940,0.142,0.12,0.163
Myanmar,MMR,1941,0.14,0.119,0.159
Myanmar,MMR,1942,0.079,0.062,0.094
Myanmar,MMR,1943,0.065,0.051,0.078
Myanmar,MMR,1944,0.066,0.051,0.079
Myanmar,MMR,1945,0.081,0.067,0.098
Myanmar,MMR,1946,0.116,0.097,0.131
Myanmar,MMR,1947,0.125,0.109,0.144
Myanmar,MMR,1948,0.149,0.132,0.165
Myanmar,MMR,1949,0.15,0.133,0.166
Myanmar,MMR,1950,0.149,0.134,0.167
Myanmar,MMR,1951,0.16,0.143,0.178
Myanmar,MMR,1952,0.267,0.23,0.301
Myanmar,MMR,1953,0.291,0.249,0.329
Myanmar,MMR,1954,0.291,0.249,0.329
Myanmar,MMR,1955,0.291,0.249,0.329
Myanmar,MMR,1956,0.289,0.248,0.327
Myanmar,MMR,1957,0.289,0.248,0.326
Myanmar,MMR,1958,0.275,0.233,0.306
Myanmar,MMR,1959,0.275,0.232,0.306
Myanmar,MMR,1960,0.283,0.242,0.319
Myanmar,MMR,1961,0.282,0.24,0.318
Myanmar,MMR,1962,0.054,0.039,0.066
Myanmar,MMR,1963,0.018,0.013,0.023
Myanmar,MMR,1964,0.016,0.01,0.02
Myanmar,MMR,1965,0.016,0.01,0.02
Myanmar,MMR,1966,0.015,0.01,0.019
Myanmar,MMR,1967,0.015,0.01,0.019
Myanmar,MMR,1968,0.015,0.01,0.019
Myanmar,MMR,1969,0.015,0.01,0.019
Myanmar,MMR,1970,0.015,0.01,0.019
Myanmar,MMR,1971,0.015,0.01,0.019
Myanmar,MMR,1972,0.015,0.01,0.019
Myanmar,MMR,1973,0.015,0.01,0.019
Myanmar,MMR,1974,0.016,0.01,0.02
Myanmar,MMR,1975,0.019,0.013,0.025
Myanmar,MMR,1976,0.027,0.02,0.032
Myanmar,MMR,1977,0.027,0.02,0.032
Myanmar,MMR,1978,0.027,0.02,0.032
Myanmar,MMR,1979,0.027,0.02,0.032
Myanmar,MMR,1980,0.027,0.018,0.031
Myanmar,MMR,1981,0.027,0.019,0.031
Myanmar,MMR,1982,0.027,0.02,0.032
Myanmar,MMR,1983,0.027,0.02,0.032
Myanmar,MMR,1984,0.027,0.02,0.032
Myanmar,MMR,1985,0.027,0.02,0.032
Myanmar,MMR,1986,0.027,0.02,0.032
Myanmar,MMR,1987,0.027,0.02,0.033
Myanmar,MMR,1988,0.016,0.011,0.02
Myanmar,MMR,1989,0.017,0.011,0.021
Myanmar,MMR,1990,0.02,0.015,0.025
Myanmar,MMR,1991,0.018,0.013,0.022
Myanmar,MMR,1992,0.018,0.013,0.022
Myanmar,MMR,1993,0.018,0.013,0.022
Myanmar,MMR,1994,0.018,0.013,0.022
Myanmar,MMR,1995,0.018,0.013,0.022
Myanmar,MMR,1996,0.018,0.013,0.022
Myanmar,MMR,1997,0.018,0.013,0.022
Myanmar,MMR,1998,0.018,0.013,0.022
Myanmar,MMR,1999,0.018,0.013,0.022
Myanmar,MMR,2000,0.018,0.012,0.022
Myanmar,MMR,2001,0.018,0.012,0.022
Myanmar,MMR,2002,0.018,0.012,0.022
Myanmar,MMR,2003,0.018,0.012,0.022
Myanmar,MMR,2004,0.018,0.012,0.022
Myanmar,MMR,2005,0.018,0.012,0.022
Myanmar,MMR,2006,0.018,0.013,0.022
Myanmar,MMR,2007,0.018,0.012,0.022
Myanmar,MMR,2008,0.018,0.012,0.021
Myanmar,MMR,2009,0.019,0.013,0.023
Myanmar,MMR,2010,0.036,0.026,0.043
Myanmar,MMR,2011,0.102,0.081,0.123
Myanmar,MMR,2012,0.135,0.112,0.157
Myanmar,MMR,2013,0.164,0.139,0.193
Myanmar,MMR,2014,0.167,0.138,0.194
Myanmar,MMR,2015,0.192,0.156,0.217
Myanmar,MMR,2016,0.241,0.209,0.277
Myanmar,MMR,2017,0.241,0.206,0.276
Myanmar,MMR,2018,0.249,0.211,0.281
Myanmar,MMR,2019,0.267,0.229,0.306
Myanmar,MMR,2020,0.273,0.23,0.309
Myanmar,MMR,2021,0.05,0.034,0.063
Myanmar,MMR,2022,0.046,0.029,0.057
Namibia,NAM,1900,0.037,0.024,0.046
Namibia,NAM,1901,0.037,0.024,0.046
Namibia,NAM,1902,0.037,0.024,0.046
Namibia,NAM,1903,0.037,0.025,0.048
Namibia,NAM,1904,0.035,0.023,0.045
Namibia,NAM,1905,0.035,0.023,0.045
Namibia,NAM,1906,0.035,0.023,0.045
Namibia,NAM,1907,0.035,0.023,0.045
Namibia,NAM,1908,0.037,0.024,0.047
Namibia,NAM,1909,0.038,0.024,0.047
Namibia,NAM,1910,0.038,0.025,0.048
Namibia,NAM,1911,0.038,0.025,0.048
Namibia,NAM,1912,0.038,0.025,0.048
Namibia,NAM,1913,0.038,0.025,0.048
Namibia,NAM,1914,0.038,0.028,0.051
Namibia,NAM,1915,0.04,0.028,0.051
Namibia,NAM,1916,0.04,0.026,0.049
Namibia,NAM,1917,0.039,0.029,0.052
Namibia,NAM,1918,0.04,0.028,0.051
Namibia,NAM,1919,0.04,0.028,0.051
Namibia,NAM,1920,0.042,0.029,0.053
Namibia,NAM,1921,0.042,0.029,0.053
Namibia,NAM,1922,0.041,0.029,0.053
Namibia,NAM,1923,0.042,0.028,0.052
Namibia,NAM,1924,0.042,0.028,0.052
Namibia,NAM,1925,0.042,0.03,0.054
Namibia,NAM,1926,0.055,0.037,0.068
Namibia,NAM,1927,0.059,0.043,0.073
Namibia,NAM,1928,0.059,0.043,0.073
Namibia,NAM,1929,0.059,0.043,0.073
Namibia,NAM,1930,0.059,0.043,0.073
Namibia,NAM,1931,0.059,0.043,0.073
Namibia,NAM,1932,0.059,0.043,0.073
Namibia,NAM,1933,0.059,0.043,0.073
Namibia,NAM,1934,0.059,0.043,0.073
Namibia,NAM,1935,0.06,0.043,0.073
Namibia,NAM,1936,0.06,0.043,0.073
Namibia,NAM,1937,0.06,0.043,0.073
Namibia,NAM,1938,0.06,0.043,0.073
Namibia,NAM,1939,0.06,0.043,0.073
Namibia,NAM,1940,0.059,0.043,0.073
Namibia,NAM,1941,0.059,0.043,0.073
Namibia,NAM,1942,0.059,0.043,0.073
Namibia,NAM,1943,0.059,0.043,0.073
Namibia,NAM,1944,0.059,0.043,0.073
Namibia,NAM,1945,0.059,0.045,0.075
Namibia,NAM,1946,0.059,0.046,0.077
Namibia,NAM,1947,0.059,0.046,0.077
Namibia,NAM,1948,0.058,0.042,0.072
Namibia,NAM,1949,0.058,0.045,0.074
Namibia,NAM,1950,0.058,0.044,0.074
Namibia,NAM,1951,0.058,0.044,0.073
Namibia,NAM,1952,0.058,0.044,0.073
Namibia,NAM,1953,0.058,0.044,0.073
Namibia,NAM,1954,0.058,0.044,0.073
Namibia,NAM,1955,0.058,0.044,0.073
Namibia,NAM,1956,0.058,0.041,0.07
Namibia,NAM,1957,0.058,0.041,0.07
Namibia,NAM,1958,0.058,0.041,0.07
Namibia,NAM,1959,0.058,0.044,0.073
Namibia,NAM,1960,0.058,0.044,0.074
Namibia,NAM,1961,0.059,0.043,0.073
Namibia,NAM,1962,0.059,0.044,0.074
Namibia,NAM,1963,0.059,0.044,0.074
Namibia,NAM,1964,0.058,0.041,0.071
Namibia,NAM,1965,0.059,0.043,0.073
Namibia,NAM,1966,0.058,0.043,0.074
Namibia,NAM,1967,0.059,0.043,0.073
Namibia,NAM,1968,0.058,0.043,0.073
Namibia,NAM,1969,0.058,0.043,0.073
Namibia,NAM,1970,0.058,0.044,0.073
Namibia,NAM,1971,0.059,0.043,0.073
Namibia,NAM,1972,0.059,0.043,0.073
Namibia,NAM,1973,0.059,0.042,0.072
Namibia,NAM,1974,0.059,0.043,0.073
Namibia,NAM,1975,0.059,0.042,0.073
Namibia,NAM,1976,0.059,0.043,0.074
Namibia,NAM,1977,0.06,0.044,0.074
Namibia,NAM,1978,0.062,0.046,0.076
Namibia,NAM,1980,0.074,0.055,0.089
Namibia,NAM,1981,0.074,0.056,0.091
Namibia,NAM,1982,0.074,0.056,0.091
Namibia,NAM,1983,0.055,0.04,0.068
Namibia,NAM,1984,0.054,0.039,0.067
Namibia,NAM,1985,0.074,0.056,0.089
Namibia,NAM,1986,0.084,0.064,0.099
Namibia,NAM,1987,0.084,0.065,0.1
Namibia,NAM,1988,0.084,0.065,0.099
Namibia,NAM,1989,0.109,0.089,0.129
Namibia,NAM,1990,0.402,0.353,0.448
Namibia,NAM,1991,0.491,0.427,0.545
Namibia,NAM,1992,0.491,0.427,0.545
Namibia,NAM,1993,0.491,0.427,0.545
Namibia,NAM,1994,0.488,0.432,0.545
Namibia,NAM,1995,0.555,0.491,0.611
Namibia,NAM,1996,0.555,0.491,0.611
Namibia,NAM,1997,0.555,0.491,0.611
Namibia,NAM,1998,0.555,0.491,0.611
Namibia,NAM,1999,0.552,0.498,0.617
Namibia,NAM,2000,0.537,0.469,0.591
Namibia,NAM,2001,0.538,0.485,0.603
Namibia,NAM,2002,0.534,0.477,0.596
Namibia,NAM,2003,0.541,0.483,0.605
Namibia,NAM,2004,0.54,0.488,0.609
Namibia,NAM,2005,0.553,0.503,0.619
Namibia,NAM,2006,0.553,0.493,0.609
Namibia,NAM,2007,0.547,0.482,0.601
Namibia,NAM,2008,0.548,0.486,0.607
Namibia,NAM,2009,0.544,0.487,0.606
Namibia,NAM,2010,0.536,0.478,0.595
Namibia,NAM,2011,0.542,0.483,0.599
Namibia,NAM,2012,0.542,0.483,0.599
Namibia,NAM,2013,0.54,0.48,0.592
Namibia,NAM,2014,0.55,0.489,0.602
Namibia,NAM,2015,0.594,0.537,0.657
Namibia,NAM,2016,0.599,0.537,0.658
Namibia,NAM,2017,0.577,0.512,0.626
Namibia,NAM,2018,0.567,0.517,0.629
Namibia,NAM,2019,0.522,0.463,0.579
Namibia,NAM,2020,0.527,0.456,0.58
Namibia,NAM,2021,0.513,0.46,0.58
Namibia,NAM,2022,0.507,0.444,0.561
Nassau,,1807,0.079,0.059,0.096
Nassau,,1808,0.081,0.063,0.102
Nassau,,1809,0.081,0.063,0.102
Nassau,,1810,0.081,0.063,0.102
Nassau,,1811,0.081,0.063,0.102
Nassau,,1812,0.081,0.063,0.102
Nassau,,1813,0.084,0.067,0.107
Nassau,,1814,0.112,0.1,0.129
Nassau,,1815,0.112,0.1,0.129
Nassau,,1816,0.112,0.1,0.129
Nassau,,1817,0.118,0.104,0.133
Nassau,,1818,0.198,0.178,0.223
Nassau,,1819,0.189,0.17,0.215
Nassau,,1820,0.188,0.167,0.212
Nassau,,1821,0.189,0.169,0.211
Nassau,,1822,0.189,0.169,0.211
Nassau,,1823,0.189,0.169,0.211
Nassau,,1824,0.19,0.168,0.21
Nassau,,1825,0.186,0.165,0.208
Nassau,,1826,0.186,0.165,0.208
Nassau,,1827,0.186,0.165,0.208
Nassau,,1828,0.186,0.165,0.208
Nassau,,1829,0.186,0.164,0.207
Nassau,,1830,0.187,0.17,0.212
Nassau,,1831,0.186,0.167,0.209
Nassau,,1832,0.178,0.157,0.2
Nassau,,1833,0.185,0.17,0.211
Nassau,,1834,0.185,0.17,0.211
Nassau,,1835,0.185,0.17,0.211
Nassau,,1836,0.185,0.17,0.211
Nassau,,1837,0.186,0.168,0.209
Nassau,,1838,0.186,0.168,0.209
Nassau,,1839,0.185,0.165,0.207
Nassau,,1840,0.186,0.165,0.207
Nassau,,1841,0.186,0.165,0.207
Nassau,,1842,0.186,0.165,0.207
Nassau,,1843,0.186,0.165,0.207
Nassau,,1844,0.186,0.165,0.207
Nassau,,1845,0.186,0.165,0.207
Nassau,,1846,0.187,0.169,0.212
Nassau,,1847,0.187,0.169,0.212
Nassau,,1848,0.246,0.222,0.274
Nassau,,1849,0.251,0.225,0.278
Nassau,,1850,0.229,0.206,0.256
Nassau,,1851,0.197,0.177,0.221
Nassau,,1852,0.192,0.174,0.218
Nassau,,1853,0.195,0.173,0.215
Nassau,,1854,0.197,0.177,0.219
Nassau,,1855,0.2,0.18,0.223
Nassau,,1856,0.202,0.18,0.224
Nassau,,1857,0.202,0.18,0.224
Nassau,,1858,0.205,0.182,0.226
Nassau,,1859,0.205,0.182,0.226
Nassau,,1860,0.206,0.184,0.229
Nassau,,1861,0.209,0.188,0.233
Nassau,,1862,0.209,0.188,0.233
Nassau,,1863,0.209,0.189,0.233
Nassau,,1864,0.207,0.186,0.231
Nassau,,1865,0.21,0.189,0.235
Nassau,,1866,0.209,0.183,0.229
Nepal,NPL,1900,0.016,0.005,0.022
Nepal,NPL,1901,0.016,0.005,0.022
Nepal,NPL,1902,0.016,0.005,0.022
Nepal,NPL,1903,0.016,0.005,0.022
Nepal,NPL,1904,0.016,0.005,0.022
Nepal,NPL,1905,0.016,0.005,0.022
Nepal,NPL,1906,0.016,0.005,0.022
Nepal,NPL,1907,0.016,0.005,0.022
Nepal,NPL,1908,0.016,0.005,0.022
Nepal,NPL,1909,0.016,0.005,0.022
Nepal,NPL,1910,0.016,0.005,0.022
Nepal,NPL,1911,0.016,0.005,0.022
Nepal,NPL,1912,0.016,0.005,0.022
Nepal,NPL,1913,0.016,0.005,0.022
Nepal,NPL,1914,0.016,0.005,0.022
Nepal,NPL,1915,0.016,0.005,0.022
Nepal,NPL,1916,0.016,0.005,0.022
Nepal,NPL,1917,0.016,0.005,0.022
Nepal,NPL,1918,0.016,0.005,0.022
