Entity,Code,Year,3_0_Energy_intensity
Philippines,PHL,2008,0.9305562735090257
Philippines,PHL,2009,0.8944451679472925
Philippines,PHL,2010,0.8722229491400719
Philippines,PHL,2011,0.8500006641054154
Philippines,PHL,2012,0.8305562226490976
Philippines,PHL,2013,0.8027784491400719
Philippines,PHL,2014,0.8055562264909745
Philippines,PHL,2015,0.8222228905963899
Philippines,PHL,2016,0.8138895585436822
Philippines,PHL,2017,0.8027784491400719
Philippines,PHL,2018,0.7805561641054154
Philippines,PHL,2019,0.7444450585436821
Singapore,SGP,2000,0.9611118905963899
Singapore,SGP,2001,1.1083342226490975
Singapore,SGP,2002,1.0583341641054154
Singapore,SGP,2003,1.225000937614441
Singapore,SGP,2004,1.338890007683754
Singapore,SGP,2005,0.852778441456318
Singapore,SGP,2006,0.8416673320527077
Singapore,SGP,2007,0.7111116641054154
Singapore,SGP,2008,0.8055562264909745
Singapore,SGP,2009,0.8472228867545128
Singapore,SGP,2010,0.688889445298195
Singapore,SGP,2011,0.5694448867545129
Singapore,SGP,2012,0.6416671641054154
Singapore,SGP,2013,0.663889449140072
Singapore,SGP,2014,0.7000005547018052
Singapore,SGP,2015,0.7444450585436821
Singapore,SGP,2016,0.738889503841877
Singapore,SGP,2017,0.7777783867545128
Singapore,SGP,2018,0.6972227773509027
Singapore,SGP,2019,0.7138894414563179
South Korea,KOR,2000,2.027779452981949
South Korea,KOR,2001,1.963890507683754
South Korea,KOR,2002,1.8944460076837542
South Korea,KOR,2003,1.8750015000000002
South Korea,KOR,2004,1.8305570623855592
South Korea,KOR,2005,1.7722236717891695
South Korea,KOR,2006,1.711112437614441
South Korea,KOR,2007,1.680556952981949
South Korea,KOR,2008,1.6694458435783388
South Korea,KOR,2009,1.6722235547018052
South Korea,KOR,2010,1.705556882912636
South Korea,KOR,2011,1.7138902811927796
South Korea,KOR,2012,1.6944457735090257
South Korea,KOR,2013,1.6444457811927797
South Korea,KOR,2014,1.6194457188072207
South Korea,KOR,2015,1.6000013435783387
South Korea,KOR,2016,1.611112452981949
South Korea,KOR,2017,1.5611123282108308
South Korea,KOR,2018,1.51666789059639
South Korea,KOR,2019,1.4750011641054155
Sri Lanka,LKA,2000,0.8666673282108308
Sri Lanka,LKA,2001,0.8500006641054154
Sri Lanka,LKA,2002,0.833334
Sri Lanka,LKA,2003,0.833334
Sri Lanka,LKA,2004,0.8000006717891693
Sri Lanka,LKA,2005,0.7722228320527077
Sri Lanka,LKA,2006,0.7222227735090256
Sri Lanka,LKA,2007,0.688889445298195
Sri Lanka,LKA,2008,0.6333338320527078
Sri Lanka,LKA,2009,0.6222227226490975
Sri Lanka,LKA,2010,0.6138893905963898
Sri Lanka,LKA,2011,0.6138893905963898
Sri Lanka,LKA,2012,0.6055560585436821
Sri Lanka,LKA,2013,0.5194448613245488
Sri Lanka,LKA,2014,0.5361115254299641
Sri Lanka,LKA,2015,0.5388893358945847
Sri Lanka,LKA,2016,0.530555970728159
Sri Lanka,LKA,2017,0.5027781641054154
Sri Lanka,LKA,2018,0.4888892773509026
Sri Lanka,LKA,2019,0.49444483205270773
Thailand,THA,2000,1.3694454923162462
Thailand,THA,2001,1.3611122264909745
Thailand,THA,2002,1.4166677735090256
Thailand,THA,2003,1.4305567264909747
Thailand,THA,2004,1.4555566564216615
Thailand,THA,2005,1.4388899923162461
Thailand,THA,2006,1.3972233982801439
Thailand,THA,2007,1.3750010470180514
